Parameter,Value
c3_e,4.662511908108751
c2_e,0.1836497069855353
c1_e,-0.0005831571555811571
c0_e,2.3731295064261837
c3_c,1.7333474454520064
c2_c,0.2600325166495128
c1_c,-0.0008515002286753108
c0_c,2.0335515663277133
