time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length,Estimated_Stretched_Length_Contraction,Estimated_Unstretched_Length_Contraction,Estimated_Stretched_Length_Extension,Estimated_Unstretched_Length_Extension,Estimated_Length_Contraction,Estimated_Length_Extension,real_length_contraction,Real_Estimated_Length_Contraction,real_length_extension,Real_Estimated_Length_Extension,real_length,time_elapsed
10.015,155.2,0.428,46.5,0.0,0.428,182.2,46.5,,,,,155.64768541931477,,11.298169392929259,149.14608,,,160.44424939292927,,155.2,150.44424939292927,,,155.2,0.0
10.034,155.2,0.428,46.6,0.0190000000000001,0.428,182.2,46.6,,,,,155.65311547864644,,11.306673269164305,149.14608,,,160.4527532691643,,155.2,150.4527532691643,,,155.2,0.0190000000000001
10.059,155.2,0.432,46.6,0.0439999999999987,0.432,182.2,46.6,,,,,155.57849104454982,,11.314001247745958,148.99952,,,160.31352124774594,,155.2,150.31352124774594,,,155.2,0.0439999999999987
10.079,155.1,0.433,46.9,0.064,0.433,182.1,46.9,,,,,155.57626535329695,,11.34117021912361,148.96288,,,160.3040502191236,,155.1,150.3040502191236,,,155.1,0.064
10.099,155.1,0.435,47.5,0.0839999999999996,0.435,182.1,47.5,,,,,155.5718650148148,,11.395057111497065,148.8896,,,160.28465711149707,,155.1,150.28465711149707,,,155.1,0.0839999999999996
10.116,155.1,0.438,48.1,0.100999999999999,0.438,182.1,48.1,,,,,155.54844503546974,,11.450293420171207,148.77967999999998,,,160.22997342017118,,155.1,150.22997342017118,,,155.1,0.100999999999999
10.137,155.1,0.44,48.6,0.1219999999999998,0.44,182.1,48.6,,,,,155.53844304271226,,11.49492887030169,148.7064,,,160.2013288703017,,155.1,150.2013288703017,,,155.1,0.1219999999999998
10.146,155.0,0.443,49.2,0.1310000000000002,0.443,182.0,49.2,,,,,155.5148270761054,,11.54919068843613,148.59647999999999,,,160.14567068843613,,155.0,150.14567068843613,,,155.0,0.1310000000000002
10.176,154.8,0.445,49.6,0.1609999999999996,0.445,181.8,49.6,,,,,155.49899762292543,,11.585088256715656,148.5232,,,160.10828825671567,,154.8,150.10828825671567,,,154.8,0.1609999999999996
10.193,154.6,0.449,49.7,0.177999999999999,0.449,181.6,49.7,,,,,155.42581039392005,,11.601456416279337,148.37664,,,159.97809641627936,,154.6,149.97809641627936,,,154.6,0.177999999999999
10.218,154.4,0.45,49.8,0.2029999999999994,0.45,181.4,49.8,,,,,155.41170565472416,,11.611512522796255,148.34,,,159.95151252279626,,154.4,149.95151252279626,,,154.4,0.2029999999999994
10.232,154.2,0.456,49.5,0.2169999999999987,0.456,181.2,49.5,,,,,155.27041522119788,,11.602152187405379,148.12016,,,159.72231218740538,,154.2,149.72231218740538,,,154.2,0.2169999999999987
10.257,153.9,0.46,49.2,0.2419999999999991,0.46,180.9,49.2,,,,,155.16662360199166,,11.589078127830227,147.9736,,,159.56267812783022,,153.9,149.56267812783022,,,153.9,0.2419999999999991
10.277,153.7,0.461,49.6,0.2619999999999987,0.461,180.7,49.6,,,,,155.17037448653048,,11.62277223963422,147.93696,,,159.55973223963423,,153.7,149.55973223963423,,,153.7,0.2619999999999987
10.297,153.4,0.465,49.5,0.282,0.465,180.4,49.5,,,,,155.07658182085603,,11.626015393995685,147.7904,,,159.4164153939957,,153.4,149.4164153939957,,,153.4,0.282
10.317,153.2,0.468,48.9,0.3019999999999996,0.468,180.2,48.9,,,,,154.96995855060473,,11.588497052550393,147.68048,,,159.26897705255038,,153.2,149.26897705255038,,,153.2,0.3019999999999996
10.338,152.9,0.473,49.1,0.3229999999999986,0.473,179.9,49.1,,,,,154.8681663071558,,11.619249218307264,147.49728,,,159.11652921830725,,152.9,149.11652921830725,,,152.9,0.3229999999999986
10.357,152.7,0.475,49.5,0.3419999999999987,0.475,179.7,49.5,,,,,154.84860914614163,,11.656019065280265,147.424,,,159.08001906528028,,152.7,149.08001906528028,,,152.7,0.3419999999999987
10.378,152.5,0.478,49.3,0.3629999999999995,0.478,179.5,49.3,,,,,154.76366078188627,,11.650617949916269,147.31408,,,158.96469794991626,,152.5,148.96469794991626,,,152.5,0.3629999999999995
10.394,152.3,0.483,49.1,0.3789999999999995,0.483,179.3,49.1,,,,,154.6278133752997,,11.652579668413907,147.13088,,,158.7834596684139,,152.3,148.7834596684139,,,152.3,0.3789999999999995
10.407,152.0,0.489,49.3,0.3919999999999994,0.489,179.0,49.3,,,,,154.4916448286693,,11.689143131022146,146.91104,,,158.60018313102216,,152.0,148.60018313102216,,,152.0,0.3919999999999994
10.434,151.8,0.493,49.5,0.4189999999999987,0.493,178.8,49.5,,,,,154.4035147114066,,11.718943311221448,146.76448,,,158.48342331122143,,151.8,148.48342331122143,,,151.8,0.4189999999999987
10.443,151.6,0.495,49.7,0.427999999999999,0.495,178.6,49.7,,,,,154.3663830144697,,11.741294496167573,146.6912,,,158.43249449616758,,151.6,148.43249449616758,,,151.6,0.427999999999999
10.476,151.3,0.5,49.5,0.4610000000000003,0.5,178.3,49.5,,,,,154.21792690660786,,11.746409220251698,146.508,,,158.25440922025172,,151.3,148.25440922025172,,,151.3,0.4610000000000003
10.498,151.1,0.506,49.5,0.4829999999999987,0.506,178.1,49.5,,,,,154.05311176024756,,11.771249745750351,146.28816,,,158.05940974575034,,151.1,148.05940974575034,,,151.1,0.4829999999999987
10.518,150.8,0.508,49.8,0.5030000000000001,0.508,177.8,49.8,,,,,154.0212641658362,,11.801348719393836,146.21488,,,158.01622871939384,,150.8,148.01622871939384,,,150.8,0.5030000000000001
10.539,150.6,0.511,49.6,0.5239999999999991,0.511,177.6,49.6,,,,,153.91987507671422,,11.80001332825441,146.10496,,,157.9049733282544,,150.6,147.9049733282544,,,150.6,0.5239999999999991
10.554,150.3,0.517,49.2,0.5389999999999997,0.517,177.3,49.2,,,,,153.71139213092528,,11.798496188789525,145.88512,,,157.68361618878953,,150.3,147.68361618878953,,,150.3,0.5389999999999997
10.573,150.1,0.521,49.3,0.5579999999999998,0.521,177.1,49.3,,,,,153.59995685559647,,11.82433970718452,145.73856,,,157.56289970718453,,150.1,147.56289970718453,,,150.1,0.5579999999999998
10.589,149.9,0.526,49.8,0.5739999999999998,0.526,176.9,49.8,,,,,153.4907915714615,,11.883430682111289,145.55536,,,157.4387906821113,,149.9,147.4387906821113,,,149.9,0.5739999999999998
10.616,149.6,0.53,49.5,0.6009999999999991,0.53,176.6,49.5,,,,,153.33898969531583,,11.882229750427665,145.40879999999999,,,157.29102975042764,,149.6,147.29102975042764,,,149.6,0.6009999999999991
10.638,149.4,0.536,49.5,0.6229999999999993,0.536,176.4,49.5,,,,,153.14628701671998,,11.912796189220936,145.18896,,,157.10175618922094,,149.4,147.10175618922094,,,149.4,0.6229999999999993
10.655,149.2,0.539,50.0,0.6399999999999988,0.539,176.2,50.0,,,,,153.09477061903283,,11.962676878386617,145.07904,,,157.0417168783866,,149.2,147.0417168783866,,,149.2,0.6399999999999988
10.679,148.9,0.544,49.8,0.6639999999999997,0.544,175.9,49.8,,,,,152.90915110493447,,11.975632778945082,144.89584,,,156.87147277894508,,148.9,146.87147277894508,,,148.9,0.6639999999999997
10.699,148.7,0.552,49.5,0.6839999999999993,0.552,175.7,49.5,,,,,152.60355733900377,,11.999632259763619,144.60272,,,156.60235225976362,,148.7,146.60235225976362,,,148.7,0.6839999999999993
10.718,148.4,0.556,49.9,0.7029999999999994,0.556,175.4,49.9,,,,,152.50191542264827,,12.049166521792701,144.45616,,,156.5053265217927,,148.4,146.5053265217927,,,148.4,0.7029999999999994
10.739,148.2,0.559,49.9,0.7240000000000002,0.559,175.2,49.9,,,,,152.3938945665856,,12.066517690423112,144.34624,,,156.41275769042312,,148.2,146.41275769042312,,,148.2,0.7240000000000002
10.756,148.0,0.566,49.3,0.7409999999999997,0.566,175.0,49.3,,,,,152.07178036624703,,12.068644417072687,144.08976,,,156.1584044170727,,148.0,146.1584044170727,,,148.0,0.7409999999999997
10.769,147.8,0.571,49.4,0.7539999999999996,0.571,174.8,49.4,,,,,151.8916964243325,,12.105992726582784,143.90656,,,156.01255272658278,,147.8,146.01255272658278,,,147.8,0.7539999999999996
10.796,147.5,0.575,49.8,0.7809999999999988,0.575,174.5,49.8,,,,,151.78031827676358,,12.156980916523993,143.76,,,155.91698091652398,,147.5,145.91698091652398,,,147.5,0.7809999999999988
10.812,147.3,0.581,49.5,0.7969999999999988,0.581,174.3,49.5,,,,,151.50818830660162,,12.176050218527458,143.54016000000001,,,155.71621021852746,,147.3,145.71621021852746,,,147.3,0.7969999999999988
10.831,147.1,0.586,49.2,0.815999999999999,0.586,174.1,49.2,,,,,151.26910612986208,,12.189744408145659,143.35696000000002,,,155.54670440814567,,147.1,145.54670440814567,,,147.1,0.815999999999999
10.857,146.9,0.591,49.4,0.8419999999999987,0.591,173.9,49.4,,,,,151.08365410128332,,12.236042922775505,143.17376,,,155.4098029227755,,146.9,145.4098029227755,,,146.9,0.8419999999999987
10.879,146.7,0.594,49.7,0.863999999999999,0.594,173.7,49.7,,,,,150.9923471076746,,12.275311793942882,143.06384,,,155.33915179394288,,146.7,145.33915179394288,,,146.7,0.863999999999999
10.898,146.5,0.599,49.5,0.8829999999999991,0.599,173.5,49.5,,,,,150.75215302891337,,12.297352167046594,142.88064,,,155.1779921670466,,146.5,145.1779921670466,,,146.5,0.8829999999999991
10.915,146.3,0.604,49.3,0.8999999999999986,0.604,173.3,49.3,,,,,150.5061258977681,,12.320236359091352,142.69744,,,155.01767635909135,,146.3,145.01767635909135,,,146.3,0.8999999999999986
