time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length,Estimated_Stretched_Length_Contraction,Estimated_Unstretched_Length_Contraction,Estimated_Stretched_Length_Extension,Estimated_Unstretched_Length_Extension,Estimated_Length_Contraction,Estimated_Length_Extension,real_length_contraction,Real_Estimated_Length_Contraction,real_length_extension,Real_Estimated_Length_Extension,real_length,time_elapsed
10.007,112.7,0.439,44.8,0.0,0.439,145.7,44.8,,,,,113.200167678396,,12.464517417124316,117.33028,,,129.79479741712433,,112.69999999999999,112.79479741712433,,,112.69999999999999,0.0
10.019,112.7,0.437,44.9,0.0120000000000004,0.437,145.7,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.69999999999999,112.8833328438433,,,112.69999999999999,0.0120000000000004
10.026,112.7,0.438,44.9,0.0190000000000001,0.438,145.7,44.9,,,,,113.21815804848806,,12.494573076451159,117.35576,,,129.85033307645116,,112.69999999999999,112.85033307645116,,,112.69999999999999,0.0190000000000001
10.044,112.7,0.438,44.9,0.0370000000000008,0.438,145.7,44.9,,,,,113.21815804848806,,12.494573076451159,117.35576,,,129.85033307645116,,112.69999999999999,112.85033307645116,,,112.69999999999999,0.0370000000000008
10.056,112.7,0.438,44.9,0.0489999999999994,0.438,145.7,44.9,,,,,113.21815804848806,,12.494573076451159,117.35576,,,129.85033307645116,,112.69999999999999,112.85033307645116,,,112.69999999999999,0.0489999999999994
10.068,112.7,0.438,44.9,0.0609999999999999,0.438,145.7,44.9,,,,,113.21815804848806,,12.494573076451159,117.35576,,,129.85033307645116,,112.69999999999999,112.85033307645116,,,112.69999999999999,0.0609999999999999
10.08,112.8,0.438,44.9,0.0730000000000004,0.438,145.8,44.9,,,,,113.21815804848806,,12.494573076451159,117.35576,,,129.85033307645116,,112.80000000000001,112.85033307645116,,,112.80000000000001,0.0730000000000004
10.092,112.8,0.438,44.9,0.0850000000000008,0.438,145.8,44.9,,,,,113.21815804848806,,12.494573076451159,117.35576,,,129.85033307645116,,112.80000000000001,112.85033307645116,,,112.80000000000001,0.0850000000000008
10.105,112.8,0.437,45.0,0.0980000000000007,0.437,145.8,45.0,,,,,113.23600015952594,,12.524680899885809,117.38123999999999,,,129.9059208998858,,112.80000000000001,112.90592089988581,,,112.80000000000001,0.0980000000000007
10.117,112.8,0.437,44.9,0.1100000000000012,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1100000000000012
10.123,112.8,0.437,44.9,0.1159999999999996,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1159999999999996
10.142,112.8,0.437,44.9,0.1349999999999998,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1349999999999998
10.155,112.8,0.437,44.9,0.1479999999999997,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1479999999999997
10.16,112.8,0.437,44.9,0.1530000000000004,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1530000000000004
10.179,112.8,0.437,44.9,0.1720000000000006,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1720000000000006
10.19,112.8,0.437,44.9,0.1829999999999998,0.437,145.8,44.9,,,,,113.231761340534,,12.502092843843313,117.38123999999999,,,129.8833328438433,,112.80000000000001,112.8833328438433,,,112.80000000000001,0.1829999999999998
10.202,112.8,0.438,45.0,0.1950000000000002,0.438,145.8,45.0,,,,,113.222423024586,,12.51713298445569,117.35576,,,129.8728929844557,,112.80000000000001,112.87289298445569,,,112.80000000000001,0.1950000000000002
10.211,112.8,0.437,45.0,0.2040000000000006,0.437,145.8,45.0,,,,,113.23600015952594,,12.524680899885809,117.38123999999999,,,129.9059208998858,,112.80000000000001,112.90592089988581,,,112.80000000000001,0.2040000000000006
10.22,112.8,0.438,45.1,0.2130000000000009,0.438,145.8,45.1,,,,,113.22668145225884,,12.539677648385075,117.35576,,,129.89543764838507,,112.80000000000001,112.89543764838507,,,112.80000000000001,0.2130000000000009
10.234,112.8,0.439,45.2,0.2270000000000003,0.439,145.8,45.2,,,,,113.21731951275912,,12.554613898443922,117.33028,,,129.88489389844392,,112.80000000000001,112.88489389844392,,,112.80000000000001,0.2270000000000003
10.25,112.8,0.443,45.5,0.2430000000000003,0.443,145.8,45.5,,,,,113.17508028134382,,12.59142911055698,117.22836,,,129.81978911055697,,112.80000000000001,112.81978911055697,,,112.80000000000001,0.2430000000000003
10.26,112.8,0.445,45.9,0.2530000000000001,0.445,145.8,45.9,,,,,113.1646247239348,,12.665197870736248,117.17739999999999,,,129.84259787073623,,112.80000000000001,112.84259787073623,,,112.80000000000001,0.2530000000000001
10.267,112.8,0.448,46.5,0.2599999999999998,0.448,145.8,46.5,,,,,113.14886166610202,,12.774650318791227,117.10096,,,129.87561031879122,,112.80000000000001,112.87561031879122,,,112.80000000000001,0.2599999999999998
10.284,112.8,0.45,47.2,0.277000000000001,0.45,145.8,47.2,,,,,113.15163345440324,,12.912550099537876,117.05,,,129.96255009953788,,112.80000000000001,112.96255009953788,,,112.80000000000001,0.277000000000001
