Parameter,Value
c3_e,-2.400941906
c2_e,0.226988987
c1_e,-0.001634562
c0_e,2.963703384
c3_c,-1.639953416
c2_c,0.208612591
c1_c,-0.000891946
c0_c,1.943453778
c3_ec,-2.020447661
c2_ec,0.217800789
c1_ec,-0.001263254
c0_ec,2.453578581
