Parameter,Value
c4_e,-10.805488323048058
c3_e,0.4504977959459755
c2_e,-0.0022591799207067804
c1_e,-1.5677985107381487e-05
c0_e,5.574466414497696
c4_c,-10.669115244335556
c3_c,0.3435213214662798
c2_c,0.001986352970233996
c1_c,-3.8245694938495154e-05
c0_c,4.971996714083853
