Parameter,Value
c4_e,0.076982319
c3_e,-0.01817904
c2_e,0.006991262
c1_e,-4.10E-05
c0_e,3.326193454
c4_c,-7.357867057
c3_c,0.231956733
c2_c,0.005149501
c1_c,-3.61E-05
c0_c,2.960947914
c4_ec,-3.640442369
c3_ec,0.106888846
c2_ec,0.006070381
c1_ec,-3.85549E-05
c0_ec,3.143570684
