Parameter,Value
c4_e,-3.40472348
c3_e,0.415212729
c2_e,-0.004290051
c1_e,3.35E-05
c0_e,4.391973428
c4_c,-5.179251487
c3_c,0.617930266
c2_c,-0.00883598
c1_c,9.11E-05
c0_c,3.275188822
c4_ec,-4.291987483
c3_ec,0.516571497
c2_ec,-0.006563015
c1_ec,6.23024E-05
c0_ec,3.833581125
