time(s),p(kPa),Voltage(V)
17.01,5.93,4.51
17.02,5.92,4.59
17.03,5.93,4.52
17.05,5.93,4.61
17.06,5.93,4.64
17.07,5.93,4.66
17.08,5.93,4.7
17.09,5.93,4.74
17.11,5.92,4.79
17.12,5.92,4.77
17.13,5.91,4.83
17.14,5.91,4.83
17.16,5.91,4.9
17.17,5.91,4.98
17.18,5.89,5.06
17.19,5.88,5.08
17.2,5.87,5.11
17.22,5.87,5.15
17.23,5.86,5.25
17.24,5.85,5.29
17.25,5.85,5.35
17.26,5.83,5.48
17.28,5.82,5.54
17.29,5.81,5.6
17.3,5.78,5.68
17.31,5.76,5.68
17.33,5.74,5.69
17.34,5.71,5.72
17.35,5.69,5.74
17.36,5.65,5.77
17.37,5.61,5.72
17.39,5.58,5.7
17.4,5.55,5.67
17.41,5.53,5.72
17.42,5.53,5.79
17.43,5.48,5.98
17.45,5.43,5.9
17.46,5.38,5.82
17.47,5.36,5.77
17.48,5.34,5.85
17.5,5.31,6
17.51,5.25,6.02
17.52,5.2,5.89
17.53,5.16,5.85
17.54,5.14,5.87
17.55,5.1,6
17.57,5.05,6.02
17.58,5,5.99
17.59,4.94,5.98
17.6,4.9,5.89
17.62,4.88,5.94
17.63,4.84,6.07
17.64,4.79,6.13
17.65,4.72,6.12
17.67,4.67,5.97
17.68,4.64,5.99
17.69,4.6,6.07
17.7,4.55,6.12
17.71,4.49,6.13
17.72,4.44,6.09
17.74,4.39,6.11
17.75,4.35,6.12
17.76,4.29,6.24
17.77,4.24,6.16
17.78,4.18,6.19
17.8,4.13,6.14
17.81,4.1,6.19
17.82,4.06,6.3
17.83,3.99,6.37
17.85,3.91,6.26
17.86,3.87,6.18
17.87,3.83,6.21
17.88,3.79,6.33
17.89,3.73,6.47
17.91,3.65,6.41
17.92,3.6,6.23
17.93,3.55,6.27
17.94,3.51,6.34
17.95,3.46,6.46
17.97,3.39,6.48
17.98,3.33,6.4
17.99,3.28,6.38
18,3.23,6.42
18.02,3.18,6.47
18.03,3.12,6.54
18.04,3.07,6.49
18.05,3.02,6.53
18.06,2.96,6.61
18.08,2.9,6.58
18.09,2.85,6.55
18.1,2.79,6.56
18.11,2.74,6.56
18.12,2.69,6.6
18.14,2.66,6.64
18.15,2.61,6.78
18.16,2.52,6.79
18.17,2.49,6.61
18.18,2.42,6.72
18.2,2.39,6.7
18.21,2.34,6.81
18.22,2.28,6.84
18.23,2.23,6.79
18.25,2.18,6.81
18.26,2.14,6.84
18.27,2.09,6.93
18.28,2.02,6.97
18.29,1.97,6.82
18.31,1.94,6.83
18.32,1.89,6.94
18.33,1.83,6.94
18.34,1.79,6.87
18.35,1.74,6.92
18.37,1.68,6.94
18.38,1.64,6.86
18.39,1.61,6.92
18.4,1.57,7.01
18.41,1.51,7.06
18.43,1.45,6.94
18.44,1.41,6.85
18.45,1.37,6.91
18.46,1.32,6.95
18.47,1.26,6.91
18.49,1.23,6.8
18.5,1.19,6.83
18.51,1.14,6.85
18.52,1.1,6.79
18.53,1.06,6.83
18.55,1.01,6.74
18.56,0.96,6.67
18.57,0.92,6.62
18.58,0.88,6.61
18.6,0.85,6.6
18.61,0.82,6.58
18.62,0.79,6.64
18.63,0.74,6.61
18.64,0.71,6.5
18.66,0.68,6.54
18.67,0.64,6.51
18.68,0.6,6.45
18.69,0.58,6.4
18.7,0.57,6.42
18.72,0.54,6.5
18.73,0.51,6.51
18.74,0.48,6.42
18.75,0.46,6.42
18.76,0.42,6.4
18.78,0.41,6.31
18.79,0.4,6.37
18.8,0.37,6.4
18.81,0.36,6.36
18.83,0.35,6.38
18.84,0.32,6.41
18.85,0.31,6.36
18.86,0.27,6.36
18.87,0.26,6.22
18.89,0.25,6.22
18.9,0.24,6.21
18.91,0.25,6.19
18.92,0.24,6.32
18.93,0.21,6.29
18.95,0.2,6.18
18.96,0.19,6.14
18.97,0.19,6.09
18.98,0.18,6.11
19,0.18,6.05
19.01,0.16,6.06
19.02,0.16,5.98
19.03,0.16,5.97
19.04,0.16,5.96
19.05,0.16,5.94
19.07,0.16,5.92
19.08,0.16,5.88
19.09,0.16,5.84
