time(s),p(kPa),Voltage(V)
8.06,3.11,4.04
8.07,3.17,4.07
8.08,3.24,4.10
8.09,3.30,4.20
8.10,3.34,4.23
8.12,3.39,4.12
8.13,3.44,4.08
8.14,3.51,4.04
8.15,3.57,4.14
8.16,3.62,4.15
8.18,3.68,4.14
8.19,3.73,4.18
8.20,3.78,4.15
8.21,3.83,4.09
8.22,3.88,4.09
8.24,3.94,4.07
8.25,4.00,4.09
8.26,4.06,4.14
8.27,4.11,4.22
8.28,4.16,4.20
8.30,4.18,4.16
8.31,4.23,4.01
8.32,4.31,4.02
8.33,4.38,4.14
8.35,4.42,4.28
8.36,4.44,4.21
8.37,4.49,4.09
8.38,4.54,4.08
8.39,4.60,4.09
8.40,4.65,4.18
8.42,4.68,4.22
8.43,4.73,4.14
8.44,4.77,4.17
8.45,4.81,4.13
8.47,4.86,4.09
8.48,4.90,4.13
8.49,4.94,4.17
8.50,4.98,4.14
8.51,5.01,4.12
8.52,5.06,4.10
8.54,5.10,4.16
8.55,5.12,4.14
8.56,5.16,4.08
8.57,5.21,4.08
8.59,5.25,4.16
8.60,5.28,4.15
8.61,5.32,4.19
8.62,5.34,4.21
8.63,5.37,4.15
8.65,5.41,4.11
8.66,5.43,4.15
8.67,5.47,4.13
8.68,5.50,4.17
8.69,5.53,4.22
8.71,5.55,4.21
8.72,5.58,4.20
8.73,5.60,4.20
8.74,5.63,4.20
8.75,5.65,4.21
8.77,5.66,4.23
8.78,5.69,4.18
8.79,5.70,4.20
8.80,5.72,4.15
8.81,5.75,4.20
8.83,5.77,4.25
8.84,5.78,4.30
8.85,5.80,4.28
8.86,5.82,4.28
8.88,5.83,4.35
8.89,5.85,4.35
8.90,5.86,4.36
8.91,5.87,4.38
8.92,5.88,4.40
8.94,5.88,4.42
8.95,5.89,4.39
8.96,5.89,4.43
8.97,5.89,4.41
8.98,5.91,4.39
8.99,5.92,4.45
9.01,5.93,4.51
9.02,5.93,4.59
9.03,5.92,4.59
9.04,5.93,4.53
9.06,5.93,4.63
9.07,5.93,4.65
9.08,5.92,4.69
9.09,5.93,4.65
9.10,5.92,4.77
9.11,5.92,4.75
9.13,5.91,4.81
9.14,5.91,4.80
9.15,5.91,4.87
9.16,5.89,4.94
9.18,5.88,4.95
9.19,5.88,4.98
9.20,5.87,5.07
9.21,5.87,5.09
9.22,5.86,5.20
9.24,5.85,5.25
9.25,5.85,5.30
9.26,5.83,5.41
9.27,5.82,5.48
9.28,5.81,5.54
9.30,5.78,5.61
9.31,5.77,5.60
9.32,5.75,5.70
9.33,5.74,5.71
9.35,5.69,5.81
9.36,5.67,5.70
9.37,5.64,5.79
9.38,5.61,5.75
9.39,5.58,5.79
9.40,5.54,5.78
9.42,5.52,5.74
9.43,5.48,5.80
9.44,5.45,5.79
9.45,5.43,5.88
9.46,5.39,5.93
9.48,5.36,5.93
9.49,5.31,5.96
9.50,5.26,5.90
9.51,5.21,5.83
9.52,5.17,5.78
9.54,5.15,5.82
9.55,5.12,5.93
9.56,5.09,6.04
9.57,5.03,6.08
9.59,4.97,5.97
9.60,4.93,5.87
9.61,4.90,5.93
9.62,4.88,6.05
9.63,4.82,6.19
9.65,4.75,6.10
9.66,4.68,5.97
9.67,4.65,5.87
9.68,4.64,5.95
9.69,4.61,6.17
9.71,4.55,6.35
9.72,4.45,6.26
9.73,4.39,5.97
9.74,4.37,5.94
9.75,4.37,6.11
9.77,4.32,6.39
9.78,4.21,6.41
9.79,4.12,6.10
9.80,4.10,5.91
9.81,4.10,6.08
9.83,4.05,6.40
9.84,3.96,6.44
9.85,3.88,6.25
9.86,3.85,6.07
9.87,3.82,6.25
9.89,3.78,6.36
9.90,3.71,6.48
9.91,3.62,6.40
9.92,3.57,6.19
9.93,3.55,6.24
9.95,3.51,6.43
9.96,3.43,6.57
9.97,3.37,6.37
9.98,3.30,6.34
10.00,3.27,6.32
10.01,3.24,6.46
10.02,3.18,6.63
10.03,3.11,6.60
10.04,3.04,6.53
10.06,2.99,6.43
10.07,2.96,6.47
10.08,2.90,6.66
10.09,2.84,6.63
10.10,2.78,6.60
10.12,2.73,6.57
10.13,2.69,6.64
10.14,2.64,6.75
10.15,2.58,6.76
10.16,2.52,6.73
10.18,2.46,6.72
10.19,2.41,6.68
10.20,2.38,6.71
10.21,2.33,6.81
10.22,2.27,6.84
10.24,2.20,6.80
10.25,2.16,6.75
10.26,2.11,6.79
10.27,2.07,6.81
10.28,2.03,6.88
10.30,1.96,6.99
10.31,1.91,6.86
10.32,1.87,6.86
10.33,1.84,6.94
10.35,1.78,7.02
10.36,1.72,6.94
10.37,1.68,6.87
10.38,1.64,6.96
10.39,1.59,7.02
10.40,1.54,6.98
10.42,1.50,6.96
10.43,1.43,6.96
10.44,1.41,6.86
10.45,1.36,6.98
10.47,1.30,6.94
10.48,1.28,6.83
10.49,1.21,6.93
10.50,1.18,6.81
10.52,1.13,6.86
10.53,1.08,6.80
10.54,1.03,6.72
10.55,0.99,6.67
10.56,0.97,6.67
10.57,0.92,6.74
10.59,0.88,6.66
10.60,0.84,6.65
10.61,0.80,6.56
10.62,0.76,6.54
10.64,0.74,6.53
10.65,0.70,6.57
10.66,0.69,6.51
10.67,0.64,6.61
10.68,0.60,6.50
10.70,0.58,6.45
10.71,0.55,6.46
10.72,0.53,6.46
10.73,0.51,6.47
10.74,0.48,6.46
10.76,0.44,6.45
10.77,0.42,6.37
10.78,0.41,6.35
10.79,0.38,6.38
10.81,0.37,6.35
10.82,0.35,6.39
10.83,0.31,6.34
10.84,0.31,6.22
10.85,0.30,6.30
10.86,0.27,6.31
10.88,0.27,6.24
10.89,0.25,6.31
10.90,0.24,6.23
10.91,0.22,6.21
10.93,0.21,6.18
10.94,0.21,6.15
10.95,0.20,6.19
10.96,0.19,6.15
10.97,0.19,6.10
10.99,0.19,6.11
11.00,0.18,6.12
11.01,0.18,6.06
11.02,0.18,6.05
11.03,0.16,6.04
11.05,0.16,5.96
11.06,0.15,5.94
11.07,0.16,5.83
11.08,0.16,5.87
11.10,0.15,5.83
11.11,0.15,5.71
11.12,0.18,5.66
11.13,0.18,5.74
11.14,0.18,5.68
11.15,0.19,5.60
11.17,0.19,5.60
11.18,0.19,5.51
11.19,0.20,5.41
11.20,0.22,5.39
11.22,0.22,5.43
11.23,0.22,5.32
11.24,0.24,5.21
11.25,0.25,5.16
11.27,0.26,5.10
11.28,0.27,5.03
11.29,0.29,4.97
11.30,0.30,4.90
11.31,0.31,4.83
11.32,0.32,4.73
11.34,0.36,4.64
11.35,0.42,4.69
11.36,0.47,4.90
11.37,0.47,5.00
11.39,0.48,4.81
11.40,0.49,4.70
11.41,0.53,4.56
11.42,0.59,4.58
11.43,0.65,4.75
11.45,0.68,4.91
11.46,0.68,4.82
11.47,0.70,4.60
11.48,0.75,4.52
11.49,0.80,4.58
11.51,0.86,4.64
11.52,0.90,4.77
11.53,0.90,4.74
11.54,0.92,4.47
11.55,0.99,4.39
11.57,1.07,4.57
11.58,1.10,4.73
11.59,1.12,4.68
11.60,1.13,4.49
11.61,1.18,4.29
11.63,1.25,4.30
11.64,1.32,4.46
11.65,1.37,4.62
11.66,1.39,4.60
11.68,1.40,4.38
11.69,1.46,4.18
11.70,1.53,4.25
11.71,1.58,4.37
11.72,1.63,4.35
11.74,1.67,4.34
11.75,1.69,4.23
11.76,1.75,4.09
11.77,1.83,4.14
11.78,1.89,4.26
11.80,1.92,4.28
11.81,1.96,4.18
11.82,2.02,4.11
11.83,2.08,4.12
11.85,2.14,4.16
11.86,2.18,4.20
11.87,2.24,4.09
11.88,2.30,4.10
11.89,2.36,4.16
11.91,2.41,4.19
11.92,2.46,4.12
11.93,2.51,4.08
11.94,2.57,4.03
11.95,2.64,4.09
11.97,2.69,4.16
11.98,2.74,4.12
11.99,2.79,4.07
12.00,2.86,4.00
12.01,2.94,4.10
12.03,2.99,4.23
12.04,3.02,4.18
12.05,3.07,4.04
12.06,3.16,3.99
12.07,3.23,4.17
12.09,3.28,4.27
12.10,3.32,4.23
12.11,3.35,4.11
12.12,3.41,3.99
12.14,3.49,4.00
12.15,3.56,4.11
12.16,3.61,4.24
12.17,3.66,4.18
12.18,3.70,4.15
12.20,3.76,4.04
12.21,3.83,4.08
12.22,3.89,4.20
12.23,3.93,4.25
12.24,3.96,4.15
12.26,4.02,4.05
12.27,4.09,4.08
12.28,4.15,4.16
12.29,4.20,4.22
12.31,4.22,4.18
12.32,4.27,4.03
12.33,4.34,4.02
12.34,4.40,4.19
12.35,4.44,4.24
12.36,4.48,4.17
12.38,4.51,4.10
12.39,4.59,4.01
12.40,4.65,4.17
12.41,4.67,4.29
12.43,4.71,4.16
12.44,4.75,4.09
12.45,4.79,4.05
12.46,4.86,4.08
12.47,4.90,4.19
12.49,4.93,4.23
12.50,4.97,4.13
12.51,5.01,4.11
12.52,5.06,4.14
12.53,5.09,4.20
12.55,5.11,4.14
12.56,5.16,4.04
12.57,5.20,4.12
12.58,5.23,4.12
12.60,5.27,4.13
12.61,5.31,4.15
12.62,5.34,4.17
12.63,5.38,4.20
12.64,5.39,4.21
12.66,5.43,4.10
12.67,5.47,4.15
12.68,5.48,4.21
12.69,5.52,4.10
12.70,5.54,4.16
12.72,5.56,4.15
12.73,5.60,4.14
12.74,5.63,4.23
12.75,5.65,4.23
12.77,5.66,4.25
12.78,5.69,4.19
12.79,5.70,4.21
12.80,5.72,4.17
12.81,5.75,4.21
12.82,5.77,4.26
12.84,5.78,4.31
12.85,5.80,4.29
12.86,5.81,4.28
12.87,5.82,4.28
12.89,5.83,4.28
12.90,5.86,4.29
12.91,5.87,4.38
12.92,5.88,4.40
12.93,5.88,4.43
12.95,5.89,4.39
12.96,5.89,4.43
12.97,5.89,4.41
12.98,5.91,4.39
12.99,5.92,4.45
13.01,5.93,4.51
13.02,5.92,4.59
13.03,5.93,4.52
13.04,5.93,4.61
13.05,5.93,4.63
13.07,5.94,4.65
13.08,5.93,4.76
13.09,5.93,4.72
13.10,5.92,4.77
13.11,5.92,4.75
13.13,5.91,4.81
13.14,5.92,4.80
13.15,5.92,4.94
13.16,5.89,5.02
13.18,5.89,4.96
13.19,5.88,5.05
13.20,5.88,5.07
13.21,5.87,5.17
13.22,5.87,5.21
13.24,5.86,5.32
13.25,5.85,5.38
13.26,5.83,5.43
13.27,5.83,5.48
13.28,5.82,5.63
13.30,5.80,5.70
13.31,5.75,5.70
13.32,5.74,5.57
13.33,5.72,5.65
13.35,5.70,5.75
13.36,5.66,5.77
13.37,5.64,5.75
13.38,5.60,5.78
13.39,5.58,5.75
13.41,5.55,5.78
13.42,5.52,5.85
13.43,5.48,5.84
13.44,5.43,5.83
13.45,5.41,5.77
13.47,5.38,5.82
13.48,5.34,5.90
13.49,5.31,5.91
13.50,5.27,5.94
13.52,5.21,5.96
13.53,5.17,5.84
13.54,5.15,5.86
13.55,5.10,5.97
13.56,5.06,5.93
13.58,5.03,5.97
13.59,4.98,6.04
13.60,4.93,6.02
13.61,4.88,5.97
13.62,4.83,5.98
13.64,4.79,5.96
13.65,4.76,6.03
13.66,4.72,6.10
13.67,4.66,6.17
13.68,4.60,6.09
13.70,4.54,6.02
13.71,4.51,5.98
13.72,4.48,6.14
13.73,4.43,6.20
13.75,4.37,6.21
13.76,4.31,6.18
13.77,4.27,6.13
13.78,4.20,6.23
13.79,4.15,6.13
13.81,4.11,6.13
13.82,4.06,6.24
13.83,4.01,6.27
13.84,3.96,6.33
13.85,3.89,6.36
13.86,3.84,6.25
13.88,3.77,6.26
13.89,3.72,6.18
13.90,3.70,6.22
13.92,3.66,6.41
13.93,3.57,6.55
13.94,3.50,6.35
13.95,3.46,6.25
13.96,3.43,6.36
13.98,3.37,6.51
13.99,3.29,6.48
14.00,3.24,6.38
14.01,3.19,6.43
14.02,3.16,6.48
14.03,3.10,6.59
14.05,3.02,6.57
14.06,2.96,6.49
14.07,2.93,6.44
14.08,2.88,6.55
14.10,2.83,6.63
14.11,2.78,6.67
14.12,2.71,6.71
14.13,2.66,6.60
14.14,2.62,6.64
14.16,2.56,6.76
14.17,2.50,6.72
14.18,2.45,6.71
14.19,2.40,6.74
14.20,2.35,6.75
14.22,2.29,6.78
14.23,2.24,6.76
14.24,2.19,6.78
14.25,2.16,6.81
14.27,2.11,6.90
14.28,2.03,6.92
14.29,1.98,6.79
14.30,1.95,6.80
14.31,1.92,6.91
14.32,1.86,7.06
14.34,1.80,6.97
14.35,1.75,6.92
14.36,1.72,6.92
14.37,1.65,6.99
14.39,1.62,6.90
14.40,1.57,6.96
14.41,1.53,6.95
14.42,1.48,7.00
14.44,1.43,7.00
14.45,1.37,6.97
14.46,1.32,6.84
14.47,1.28,6.81
14.48,1.25,6.79
14.50,1.20,6.89
14.51,1.15,6.84
14.52,1.10,6.79
14.53,1.06,6.73
14.54,1.03,6.67
14.56,0.99,6.75
14.57,0.96,6.76
14.58,0.91,6.76
14.59,0.86,6.66
14.60,0.82,6.59
14.62,0.79,6.57
14.63,0.75,6.54
14.64,0.71,6.51
14.65,0.69,6.48
14.66,0.66,6.51
14.68,0.64,6.54
14.69,0.60,6.56
14.70,0.58,6.52
14.71,0.53,6.51
14.73,0.51,6.37
14.74,0.49,6.38
14.75,0.47,6.45
14.76,0.46,6.43
14.77,0.42,6.48
14.78,0.38,6.39
14.80,0.37,6.29
14.81,0.36,6.32
14.82,0.35,6.36
14.83,0.31,6.38
14.85,0.30,6.25
14.86,0.30,6.26
14.87,0.29,6.34
14.88,0.26,6.34
14.89,0.25,6.26
14.91,0.25,6.25
14.92,0.22,6.30
14.93,0.21,6.20
14.94,0.20,6.17
14.95,0.19,6.13
14.97,0.19,6.08
14.98,0.19,6.10
14.99,0.18,6.12
15.00,0.18,6.05
15.01,0.18,6.06
15.03,0.16,6.05
15.04,0.16,5.97
15.05,0.16,5.95
15.06,0.18,5.92
15.07,0.16,5.96
15.09,0.15,5.86
15.10,0.16,5.74
15.11,0.16,5.77
15.12,0.18,5.70
15.14,0.16,5.72
15.15,0.18,5.58
15.16,0.19,5.57
15.17,0.20,5.56
15.18,0.20,5.55
15.20,0.21,5.46
15.21,0.21,5.42
15.22,0.22,5.32
15.23,0.22,5.28
15.25,0.24,5.16
15.26,0.25,5.11
15.27,0.26,5.05
15.28,0.26,5.00
15.29,0.27,4.84
15.31,0.30,4.77
15.32,0.35,4.76
15.33,0.37,4.88
15.34,0.38,4.86
15.35,0.40,4.78
15.37,0.42,4.68
15.38,0.44,4.63
15.39,0.52,4.59
15.40,0.57,4.84
15.41,0.58,4.95
15.43,0.59,4.80
15.44,0.60,4.67
15.45,0.65,4.53
15.46,0.71,4.58
15.47,0.76,4.75
15.49,0.77,4.81
15.50,0.79,4.65
15.51,0.84,4.47
15.52,0.91,4.52
15.53,0.96,4.71
15.55,0.97,4.76
15.56,0.98,4.58
15.57,1.02,4.39
15.58,1.09,4.35
15.60,1.17,4.50
15.61,1.20,4.69
15.62,1.21,4.63
15.63,1.24,4.40
15.64,1.31,4.27
15.66,1.37,4.42
15.67,1.42,4.50
15.68,1.45,4.50
15.69,1.47,4.35
15.71,1.52,4.20
15.72,1.58,4.17
15.73,1.65,4.23
15.74,1.72,4.39
15.75,1.74,4.44
15.77,1.76,4.25
15.78,1.81,4.08
15.79,1.89,4.06
15.80,1.96,4.15
15.81,2.01,4.29
15.82,2.03,4.26
15.84,2.07,4.09
15.85,2.16,3.95
15.86,2.22,4.13
15.87,2.28,4.20
15.89,2.31,4.21
15.90,2.36,4.09
15.91,2.41,4.05
15.92,2.50,4.01
15.93,2.55,4.16
15.95,2.61,4.14
15.96,2.66,4.17
15.97,2.71,4.10
15.98,2.78,4.05
15.99,2.84,4.15
16.01,2.89,4.21
16.02,2.93,4.13
16.03,2.99,4.01
16.04,3.06,4.04
16.06,3.12,4.11
16.07,3.18,4.14
16.08,3.23,4.20
16.09,3.28,4.16
16.10,3.33,4.09
16.12,3.39,4.04
16.13,3.45,4.08
16.14,3.51,4.11
16.15,3.57,4.14
16.16,3.63,4.18
16.18,3.68,4.22
16.19,3.73,4.16
16.20,3.76,4.12
16.21,3.83,3.97
16.22,3.89,4.09
16.24,3.96,4.11
16.25,4.01,4.24
16.26,4.04,4.21
16.27,4.09,4.05
16.28,4.16,4.03
16.30,4.22,4.16
16.31,4.27,4.23
16.32,4.31,4.19
16.33,4.34,4.14
16.35,4.39,4.06
16.36,4.44,4.04
16.37,4.49,4.05
16.38,4.55,4.05
16.39,4.61,4.14
16.41,4.66,4.23
16.42,4.68,4.24
16.43,4.72,4.12
16.44,4.77,4.05
16.45,4.83,4.08
16.47,4.88,4.21
16.48,4.90,4.25
16.49,4.93,4.13
16.50,4.97,4.03
16.51,5.01,4.01
16.53,5.08,4.06
16.54,5.12,4.20
16.55,5.15,4.26
16.56,5.17,4.19
16.58,5.20,4.10
16.59,5.25,4.03
16.60,5.30,4.14
16.61,5.33,4.21
16.62,5.34,4.23
16.64,5.38,4.12
16.65,5.41,4.15
16.66,5.44,4.12
16.67,5.48,4.16
16.68,5.50,4.21
16.70,5.52,4.18
16.71,5.55,4.09
16.72,5.58,4.17
16.73,5.61,4.17
16.75,5.63,4.24
16.76,5.65,4.18
16.77,5.67,4.20
16.78,5.70,4.21
16.79,5.72,4.25
16.80,5.75,4.28
16.82,5.76,4.32
16.83,5.77,4.29
16.84,5.78,4.27
16.85,5.80,4.27
16.87,5.81,4.25
16.88,5.83,4.25
16.89,5.85,4.33
16.90,5.86,4.34
16.91,5.87,4.36
16.93,5.87,4.38
16.94,5.88,4.34
16.95,5.88,4.38
16.96,5.91,4.35
16.97,5.91,4.47
16.99,5.92,4.45
17.00,5.91,4.52
17.01,5.92,4.44
17.02,5.93,4.52
17.03,5.94,4.60
17.05,5.93,4.69
17.06,5.93,4.64
17.07,5.93,4.66
17.08,5.93,4.70
17.10,5.93,4.74
17.11,5.93,4.79
17.12,5.92,4.84
17.13,5.92,4.83
17.14,5.91,4.90
17.16,5.91,4.90
17.17,5.89,4.98
17.18,5.89,4.99
17.19,5.88,5.08
17.20,5.86,5.11
17.22,5.85,5.07
17.23,5.86,5.11
17.24,5.85,5.30
17.25,5.83,5.35
17.26,5.83,5.40
17.28,5.82,5.54
17.29,5.80,5.60
17.30,5.78,5.62
17.31,5.76,5.68
17.33,5.74,5.69
17.34,5.70,5.72
17.35,5.69,5.67
17.36,5.66,5.77
17.37,5.64,5.81
17.39,5.60,5.84
17.40,5.56,5.82
17.41,5.52,5.79
17.42,5.48,5.72
17.43,5.47,5.70
17.45,5.44,5.82
17.46,5.42,5.89
17.47,5.37,5.99
17.48,5.31,5.92
17.50,5.26,5.78
17.51,5.25,5.75
17.52,5.23,5.89
17.53,5.19,6.07
17.54,5.12,6.02
17.56,5.05,5.93
17.57,5.03,5.75
17.58,5.03,5.86
17.59,4.99,6.13
17.60,4.92,6.18
17.62,4.84,6.01
17.63,4.81,5.85
17.64,4.79,5.94
17.65,4.76,6.12
17.67,4.68,6.19
17.68,4.62,6.07
17.69,4.56,6.00
17.70,4.55,5.93
17.71,4.51,6.16
17.72,4.46,6.24
17.74,4.39,6.25
17.75,4.33,6.12
17.76,4.28,6.09
17.77,4.24,6.12
17.78,4.21,6.19
17.80,4.15,6.29
17.81,4.09,6.27
17.82,4.01,6.22
17.83,3.98,6.11
17.85,3.94,6.24
17.86,3.89,6.32
17.87,3.82,6.36
17.88,3.76,6.25
17.89,3.71,6.25
17.91,3.66,6.29
17.92,3.62,6.30
17.93,3.57,6.42
17.94,3.50,6.49
17.95,3.45,6.39
17.97,3.39,6.43
17.98,3.34,6.43
17.99,3.28,6.45
18.00,3.23,6.42
18.02,3.17,6.47
18.03,3.13,6.47
18.04,3.07,6.59
18.05,3.00,6.53
18.06,2.94,6.46
18.08,2.91,6.43
18.09,2.85,6.62
18.10,2.80,6.59
18.11,2.75,6.63
18.12,2.69,6.68
18.14,2.63,6.64
18.15,2.58,6.64
18.16,2.53,6.67
18.17,2.49,6.71
18.18,2.42,6.72
18.20,2.39,6.70
18.21,2.34,6.81
18.22,2.29,6.84
18.23,2.23,6.89
18.25,2.17,6.81
18.26,2.13,6.76
18.27,2.08,6.86
18.28,2.03,6.90
18.29,1.98,6.91
18.31,1.92,6.90
18.32,1.87,6.86
18.33,1.83,6.87
18.34,1.79,6.87
18.35,1.74,6.94
18.37,1.70,6.97
18.38,1.65,7.01
18.39,1.61,7.00
18.40,1.56,7.01
18.42,1.51,6.99
18.43,1.45,6.97
18.44,1.41,6.85
18.45,1.39,6.91
18.46,1.32,7.03
18.48,1.26,6.91
18.49,1.23,6.82
18.50,1.19,6.83
18.51,1.14,6.85
18.52,1.09,6.79
18.54,1.04,6.75
18.55,1.01,6.69
18.56,0.97,6.69
18.57,0.93,6.69
18.58,0.90,6.68
18.60,0.85,6.67
18.61,0.80,6.58
18.62,0.77,6.51
18.63,0.74,6.54
18.64,0.71,6.50
18.66,0.68,6.54
18.67,0.65,6.51
18.68,0.62,6.54
18.69,0.59,6.47
18.70,0.55,6.50
18.72,0.53,6.43
18.73,0.51,6.43
18.74,0.47,6.43
18.75,0.46,6.35
18.76,0.44,6.40
18.78,0.41,6.46
18.79,0.40,6.37
18.80,0.37,6.40
18.81,0.33,6.36
18.83,0.32,6.24
18.84,0.32,6.27
18.85,0.31,6.36
18.86,0.29,6.36
18.87,0.27,6.30
18.89,0.26,6.29
18.90,0.25,6.28
18.91,0.22,6.27
18.92,0.21,6.17
18.93,0.20,6.14
18.95,0.21,6.11
18.96,0.21,6.21
18.97,0.19,6.24
18.98,0.19,6.11
19.00,0.18,6.12
19.01,0.16,6.06
19.02,0.18,5.98
19.03,0.18,6.05
19.04,0.16,6.03
19.05,0.16,5.94
19.07,0.15,5.92
19.08,0.15,5.81
19.09,0.16,5.77
time(s),p(kPa),Voltage(V)
3.01,-0.03,4.74
3.02,0.00,4.81
3.04,0.03,5.02
3.05,0.03,5.15
3.06,0.04,5.12
3.07,0.05,5.17
3.09,0.05,5.20
3.10,0.08,5.16
3.11,0.08,5.26
3.12,0.08,5.21
3.13,0.10,5.15
3.14,0.10,5.22
3.16,0.13,5.16
3.17,0.13,5.22
3.18,0.13,5.13
3.19,0.15,5.04
3.21,0.15,5.10
3.22,0.15,4.98
3.23,0.16,4.87
3.24,0.19,4.83
3.25,0.20,4.87
3.27,0.22,4.80
3.28,0.25,4.81
3.29,0.29,4.82
3.30,0.30,4.89
3.31,0.31,4.81
3.33,0.33,4.73
3.34,0.37,4.71
3.35,0.41,4.77
3.36,0.44,4.81
3.37,0.47,4.85
3.39,0.47,4.80
3.40,0.49,4.62
3.41,0.54,4.57
3.42,0.59,4.67
3.43,0.64,4.74
3.45,0.68,4.84
3.46,0.68,4.84
3.47,0.69,4.60
3.48,0.75,4.45
3.49,0.81,4.60
3.51,0.87,4.74
3.52,0.88,4.84
3.53,0.88,4.67
3.54,0.92,4.44
3.55,0.99,4.39
3.57,1.06,4.57
3.58,1.09,4.68
3.59,1.10,4.65
3.60,1.13,4.44
3.61,1.20,4.31
3.63,1.26,4.47
3.64,1.31,4.58
3.65,1.32,4.57
3.66,1.36,4.35
3.67,1.42,4.28
3.69,1.48,4.35
3.70,1.53,4.42
3.71,1.56,4.42
3.72,1.61,4.26
3.73,1.65,4.25
3.75,1.72,4.23
3.76,1.75,4.29
3.77,1.80,4.17
3.78,1.85,4.14
3.79,1.92,4.14
3.81,1.98,4.26
3.82,2.02,4.28
3.83,2.06,4.18
3.84,2.11,4.10
3.86,2.18,4.03
3.87,2.24,4.14
3.88,2.28,4.18
3.89,2.34,4.09
3.90,2.39,4.10
3.92,2.46,4.06
3.93,2.52,4.16
3.94,2.57,4.19
3.95,2.61,4.15
3.96,2.67,4.03
3.98,2.74,4.06
3.99,2.80,4.16
4.00,2.85,4.19
4.01,2.90,4.14
4.02,2.95,4.07
4.03,3.02,4.05
4.05,3.07,4.15
4.06,3.12,4.10
4.07,3.18,4.03
4.08,3.26,4.06
4.10,3.32,4.19
4.11,3.37,4.19
4.12,3.41,4.15
4.13,3.46,4.11
4.14,3.52,4.10
4.16,3.59,4.11
4.17,3.63,4.14
4.18,3.68,4.11
4.19,3.76,4.10
4.20,3.80,4.19
4.22,3.85,4.16
4.23,3.90,4.13
4.24,3.96,4.11
4.25,4.01,4.16
4.26,4.06,4.14
4.28,4.11,4.12
4.29,4.17,4.10
4.30,4.22,4.16
4.31,4.27,4.15
4.32,4.32,4.12
4.34,4.37,4.14
4.35,4.40,4.14
4.36,4.46,4.07
4.37,4.51,4.12
4.38,4.56,4.15
4.40,4.61,4.16
4.41,4.65,4.16
4.42,4.70,4.10
4.43,4.73,4.15
4.45,4.78,4.10
4.46,4.82,4.11
4.47,4.88,4.08
4.48,4.93,4.21
4.49,4.97,4.23
4.51,4.99,4.21
4.52,5.03,4.11
4.53,5.08,4.10
4.54,5.10,4.16
4.55,5.14,4.08
4.57,5.19,4.08
4.58,5.22,4.14
4.59,5.26,4.16
4.60,5.30,4.18
4.61,5.33,4.20
4.63,5.36,4.20
4.64,5.38,4.17
4.65,5.42,4.14
4.66,5.44,4.17
4.67,5.48,4.13
4.69,5.50,4.20
4.70,5.53,4.18
4.71,5.55,4.15
4.72,5.59,4.15
4.73,5.60,4.23
4.75,5.63,4.17
4.76,5.65,4.17
4.77,5.66,4.19
4.78,5.70,4.15
4.79,5.72,4.24
4.81,5.75,4.27
4.82,5.76,4.32
4.83,5.76,4.30
4.84,5.78,4.20
4.85,5.80,4.26
4.87,5.82,4.25
4.88,5.83,4.32
4.89,5.83,4.33
4.90,5.86,4.27
4.91,5.87,4.36
4.93,5.88,4.38
4.94,5.89,4.41
4.95,5.89,4.45
4.96,5.89,4.42
4.97,5.91,4.40
4.99,5.91,4.45
5.00,5.92,4.44
5.01,5.93,4.51
5.02,5.93,4.59
5.03,5.93,4.60
5.05,5.93,4.61
5.06,5.93,4.64
5.07,5.93,4.66
5.08,5.93,4.70
5.09,5.92,4.74
5.11,5.92,4.71
5.12,5.92,4.77
5.13,5.92,4.82
5.14,5.89,4.89
5.16,5.91,4.82
5.17,5.89,4.97
5.18,5.89,4.98
5.19,5.88,5.07
5.20,5.88,5.10
5.22,5.86,5.20
5.23,5.85,5.16
5.24,5.85,5.21
5.25,5.83,5.33
5.26,5.85,5.39
5.28,5.83,5.59
5.29,5.80,5.65
5.30,5.78,5.58
5.31,5.76,5.67
5.32,5.75,5.68
5.34,5.74,5.75
5.35,5.69,5.86
5.36,5.65,5.74
5.37,5.61,5.70
5.38,5.59,5.65
5.40,5.58,5.71
5.41,5.55,5.83
5.42,5.50,5.89
5.43,5.47,5.80
5.44,5.43,5.79
5.46,5.42,5.78
5.47,5.38,5.93
5.48,5.33,5.94
5.49,5.30,5.87
5.51,5.25,5.89
5.52,5.21,5.85
5.53,5.20,5.86
5.54,5.16,6.03
5.55,5.10,6.06
5.57,5.05,5.98
5.58,5.00,5.94
5.59,4.95,5.89
5.60,4.94,5.87
5.61,4.90,6.09
5.62,4.84,6.15
5.64,4.78,6.04
5.65,4.73,5.98
5.66,4.70,5.97
5.67,4.67,6.04
5.69,4.64,6.17
5.70,4.56,6.27
5.71,4.49,6.13
5.72,4.45,5.99
5.73,4.42,6.08
5.75,4.37,6.17
5.76,4.31,6.18
5.77,4.26,6.13
5.78,4.21,6.15
5.79,4.17,6.18
5.81,4.11,6.28
5.82,4.06,6.26
5.83,4.00,6.27
5.84,3.95,6.23
5.85,3.89,6.26
5.86,3.84,6.25
5.88,3.78,6.26
5.89,3.73,6.23
5.90,3.70,6.30
5.91,3.65,6.41
5.93,3.57,6.42
5.94,3.52,6.32
5.95,3.46,6.39
5.96,3.40,6.36
5.97,3.37,6.31
5.99,3.33,6.46
6.00,3.27,6.57
