time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length
10.008,154.0,0.424,44.8,0.0,0.424,181.0,44.8,,,,,155.0984598352065,
10.019,154.0,0.426,44.8,0.011000000000001009,0.426,181.0,44.8,,,,,155.03600660966555,
10.019,154.0,0.426,44.8,0.011000000000001009,0.426,181.0,44.8,,,,,155.03600660966555,
10.046,154.0,0.426,44.7,0.038000000000000256,0.426,181.0,44.7,,,,,155.0238358102429,
10.057,154.0,0.426,44.7,0.049000000000001265,0.426,181.0,44.7,,,,,155.0238358102429,
10.069,154.0,0.427,44.8,0.06100000000000172,0.427,181.0,44.8,,,,,155.00461361148922,
10.081,154.0,0.426,44.9,0.0730000000000004,0.426,181.0,44.9,,,,,155.04817078666548,
10.092,154.0,0.426,45.0,0.0840000000000014,0.426,181.0,45.0,,,,,155.06032834124272,
10.105,154.0,0.427,45.1,0.09700000000000131,0.427,181.0,45.1,,,,,155.0411928550349,
10.117,154.0,0.427,45.2,0.10900000000000176,0.427,181.0,45.2,,,,,155.05337269137138,
10.128,154.0,0.428,45.3,0.120000000000001,0.428,181.0,45.3,,,,,155.0342196165282,
10.128,154.0,0.431,45.7,0.120000000000001,0.431,181.0,45.7,,,,,154.98877026573652,
10.154,154.0,0.433,46.4,0.1460000000000008,0.433,181.0,46.4,,,,,155.01173734774525,
10.161,154.0,0.433,47.1,0.15300000000000047,0.433,181.0,47.1,,,,,155.0977466081531,
10.176,154.0,0.438,47.5,0.16800000000000104,0.438,181.0,47.5,,,,,154.98958860222962,
10.176,153.9,0.44,47.9,0.16800000000000104,0.44,180.9,47.9,,,,,154.975839194103,
10.194,153.9,0.442,48.8,0.18600000000000172,0.442,180.9,48.8,,,,,155.02454642364356,
10.209,153.8,0.445,49.5,0.2010000000000005,0.445,180.8,49.5,,,,,155.01685444605891,
10.226,153.6,0.446,49.5,0.21800000000000175,0.446,180.6,49.5,,,,,154.98502364982738,
10.236,153.4,0.451,49.6,0.22800000000000153,0.451,180.4,49.6,,,,,154.8369469028604,
10.25,153.1,0.453,50.1,0.24200000000000088,0.453,180.1,50.1,,,,,154.83587572770776,
10.262,152.9,0.454,49.8,0.25400000000000134,0.454,179.9,49.8,,,,,154.76490716715605,
10.28,152.6,0.46,49.2,0.27200000000000024,0.46,179.6,49.2,,,,,154.48852330656715,
10.3,152.4,0.464,49.4,0.2920000000000016,0.464,179.4,49.4,,,,,154.37989182486078,
10.317,152.1,0.467,50.0,0.30900000000000105,0.467,179.1,50.0,,,,,154.357434921856,
10.337,151.9,0.472,49.8,0.3290000000000006,0.472,178.9,49.8,,,,,154.158930336412,
10.348,151.7,0.478,49.5,0.34000000000000163,0.478,178.7,49.5,,,,,153.90787050756012,
10.374,151.5,0.482,50.1,0.36600000000000144,0.482,178.5,50.1,,,,,153.8481950069166,
10.395,151.3,0.484,50.4,0.38700000000000045,0.484,178.3,50.4,,,,,153.8182417911487,
10.413,151.1,0.488,49.9,0.40500000000000114,0.488,178.1,49.9,,,,,153.60414874973264,
10.427,150.8,0.493,50.0,0.4190000000000005,0.493,177.8,50.0,,,,,153.434954205745,
10.459,150.6,0.495,50.2,0.4510000000000005,0.495,177.6,50.2,,,,,153.3894239608087,
10.481,150.4,0.499,50.1,0.47300000000000075,0.499,177.4,50.1,,,,,153.22583862767354,
10.497,150.2,0.503,49.6,0.48900000000000077,0.503,177.2,49.6,,,,,153.00190001907788,
10.517,150.1,0.509,49.4,0.5090000000000003,0.509,177.1,49.4,,,,,152.74125324804046,
10.538,150.0,0.512,49.8,0.5300000000000011,0.512,177.0,49.8,,,,,152.68364377645923,
10.559,149.9,0.517,50.2,0.5510000000000002,0.517,176.9,50.2,,,,,152.5469782240439,
10.579,149.8,0.523,50.5,0.5710000000000015,0.523,176.8,50.5,,,,,152.35364078631625,
10.596,149.6,0.527,50.7,0.588000000000001,0.527,176.6,50.7,,,,,152.22320810906612,
10.612,149.4,0.532,50.9,0.604000000000001,0.532,176.4,50.9,,,,,152.05066973643574,
10.628,149.1,0.534,51.0,0.620000000000001,0.534,176.1,51.0,,,,,151.9841883407387,
10.654,148.8,0.539,50.6,0.6460000000000008,0.539,175.8,50.6,,,,,151.71409001845626,
10.678,148.5,0.545,50.6,0.6700000000000017,0.545,175.5,50.6,,,,,151.4612252303175,
10.699,148.1,0.548,51.5,0.6910000000000007,0.548,175.1,51.5,,,,,151.47808586063778,
10.706,147.8,0.553,51.7,0.6980000000000004,0.553,174.8,51.7,,,,,151.29670773241665,
10.738,147.3,0.558,51.0,0.7300000000000004,0.558,174.3,51.0,,,,,150.96549107625643,
10.759,146.9,0.563,50.5,0.7510000000000012,0.563,173.9,50.5,,,,,150.6620175237156,
10.779,146.6,0.569,50.0,0.7710000000000008,0.569,173.6,50.0,,,,,150.30853222378914,
10.787,146.4,0.574,49.5,0.7790000000000017,0.574,173.4,49.5,,,,,149.99489645840967,
10.814,146.3,0.578,49.3,0.8060000000000009,0.578,173.3,49.3,,,,,149.7751453508996,
10.837,146.1,0.585,49.6,0.8290000000000006,0.585,173.1,49.6,,,,,149.49875796099042,
10.85,146.0,0.589,50.2,0.8420000000000005,0.589,173.0,50.2,,,,,149.41451760995045,
10.879,145.9,0.594,50.6,0.8710000000000004,0.594,172.9,50.6,,,,,149.24669323759844,
10.898,145.7,0.598,50.9,0.8900000000000006,0.598,172.7,50.9,,,,,149.10780930391425,
10.921,145.4,0.603,50.8,0.9130000000000003,0.603,172.4,50.8,,,,,148.8471213513999,
