time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length
10.007,112.69999999999999,0.439,44.8,0.0,0.439,145.7,44.8,,,,,113.18782980859015,
10.019,112.69999999999999,0.437,44.9,0.012000000000000455,0.437,145.7,44.9,,,,,113.21892700736885,
10.026,112.69999999999999,0.438,44.9,0.019000000000000128,0.438,145.7,44.9,,,,,113.20556370689162,
10.044,112.69999999999999,0.438,44.9,0.03700000000000081,0.438,145.7,44.9,,,,,113.20556370689162,
10.056,112.69999999999999,0.438,44.9,0.04899999999999949,0.438,145.7,44.9,,,,,113.20556370689162,
10.068,112.69999999999999,0.438,44.9,0.06099999999999994,0.438,145.7,44.9,,,,,113.20556370689162,
10.08,112.80000000000001,0.438,44.9,0.0730000000000004,0.438,145.8,44.9,,,,,113.20556370689162,
10.092,112.80000000000001,0.438,44.9,0.08500000000000085,0.438,145.8,44.9,,,,,113.20556370689162,
10.105,112.80000000000001,0.437,45.0,0.09800000000000075,0.437,145.8,45.0,,,,,113.22314843827438,
10.117,112.80000000000001,0.437,44.9,0.11000000000000121,0.437,145.8,44.9,,,,,113.21892700736885,
10.123,112.80000000000001,0.437,44.9,0.11599999999999966,0.437,145.8,44.9,,,,,113.21892700736885,
10.142,112.80000000000001,0.437,44.9,0.1349999999999998,0.437,145.8,44.9,,,,,113.21892700736885,
10.155,112.80000000000001,0.437,44.9,0.1479999999999997,0.437,145.8,44.9,,,,,113.21892700736885,
10.16,112.80000000000001,0.437,44.9,0.15300000000000047,0.437,145.8,44.9,,,,,113.21892700736885,
10.179,112.80000000000001,0.437,44.9,0.1720000000000006,0.437,145.8,44.9,,,,,113.21892700736885,
10.19,112.80000000000001,0.437,44.9,0.18299999999999983,0.437,145.8,44.9,,,,,113.21892700736885,
10.202,112.80000000000001,0.438,45.0,0.19500000000000028,0.438,145.8,45.0,,,,,113.20981177727643,
10.211,112.80000000000001,0.437,45.0,0.20400000000000063,0.437,145.8,45.0,,,,,113.22314843827438,
10.22,112.80000000000001,0.438,45.1,0.21300000000000097,0.438,145.8,45.1,,,,,113.21405275284322,
10.234,112.80000000000001,0.439,45.2,0.2270000000000003,0.439,145.8,45.2,,,,,113.20491485779664,
10.25,112.80000000000001,0.443,45.5,0.24300000000000033,0.443,145.8,45.5,,,,,113.1635998510091,
10.26,112.80000000000001,0.445,45.9,0.2530000000000001,0.445,145.8,45.9,,,,,113.15356748191016,
10.267,112.80000000000001,0.448,46.5,0.2599999999999998,0.448,145.8,46.5,,,,,113.13844180721232,
10.284,112.80000000000001,0.45,47.2,0.277000000000001,0.45,145.8,47.2,,,,,113.14157190876895,
10.284,112.80000000000001,0.454,47.8,0.277000000000001,0.454,145.8,47.8,,,,,113.11239512627495,
10.311,112.80000000000001,0.457,48.3,0.30400000000000027,0.457,145.8,48.3,,,,,113.0925135346828,
10.318,112.69999999999999,0.46,49.0,0.31099999999999994,0.46,145.7,49.0,,,,,113.08158167823709,
10.334,112.6,0.464,49.6,0.32699999999999996,0.464,145.6,49.6,,,,,113.05160515973753,
10.348,112.5,0.465,49.8,0.3410000000000011,0.465,145.5,49.8,,,,,113.04636761064651,
10.361,112.30000000000001,0.468,49.7,0.354000000000001,0.468,145.3,49.7,,,,,112.99767811849875,
10.372,112.1,0.472,49.6,0.3650000000000002,0.472,145.1,49.6,,,,,112.93280316783904,
10.388,111.9,0.476,49.5,0.3810000000000002,0.476,144.9,49.5,,,,,112.86618830885328,
10.405,111.69999999999999,0.478,49.4,0.3979999999999997,0.478,144.7,49.4,,,,,112.8297048906349,
10.426,111.5,0.483,49.3,0.4190000000000005,0.483,144.5,49.3,,,,,112.7440514453718,
10.439,111.4,0.488,49.2,0.4320000000000004,0.488,144.4,49.2,,,,,112.65564588405516,
10.465,111.19999999999999,0.492,49.4,0.4580000000000002,0.492,144.2,49.4,,,,,112.59819760616186,
10.488,111.1,0.497,49.6,0.48099999999999987,0.497,144.1,49.6,,,,,112.52196857193336,
10.504,110.9,0.5,49.7,0.4969999999999999,0.5,143.9,49.7,,,,,112.47415550590662,
10.525,110.69999999999999,0.504,49.6,0.5180000000000007,0.504,143.7,49.6,,,,,112.39572079006507,
10.547,110.5,0.509,49.5,0.5400000000000009,0.509,143.5,49.5,,,,,112.29645467651599,
10.555,110.30000000000001,0.514,49.5,0.548,0.514,143.3,49.5,,,,,112.20035114157439,
10.586,110.1,0.517,49.5,0.5790000000000006,0.517,143.1,49.5,,,,,112.14140222681999,
10.606,109.9,0.521,49.4,0.5990000000000002,0.521,142.9,49.4,,,,,112.0549109079058,
10.626,109.80000000000001,0.526,49.3,0.6189999999999998,0.526,142.8,49.3,,,,,111.94557244135368,
10.647,109.6,0.531,49.3,0.6400000000000006,0.531,142.6,49.3,,,,,111.83983210471905,
10.663,109.5,0.536,49.4,0.6560000000000006,0.536,142.5,49.4,,,,,111.7381677260892,
10.682,109.30000000000001,0.541,49.5,0.6750000000000007,0.541,142.3,49.5,,,,,111.63398446584212,
10.704,109.1,0.544,49.7,0.697000000000001,0.544,142.1,49.7,,,,,111.58027121396479,
10.71,108.9,0.549,49.6,0.7030000000000012,0.549,141.9,49.6,,,,,111.45757012900266,
10.744,108.80000000000001,0.554,49.4,0.7370000000000001,0.554,141.8,49.4,,,,,111.32399289732344,
10.761,108.6,0.56,49.4,0.7539999999999996,0.56,141.6,49.4,,,,,111.1773787576689,
10.781,108.4,0.564,49.4,0.7740000000000009,0.564,141.4,49.4,,,,,111.07720087323278,
10.807,108.30000000000001,0.569,49.3,0.8000000000000007,0.569,141.3,49.3,,,,,110.94107993842434,
10.826,108.1,0.574,49.2,0.8190000000000008,0.574,141.1,49.2,,,,,110.80143599028341,
10.848,108.0,0.578,49.3,0.8410000000000011,0.578,141.0,49.3,,,,,110.70244322482458,
10.867,107.80000000000001,0.583,49.5,0.8600000000000012,0.583,140.8,49.5,,,,,110.58275617774474,
10.881,107.69999999999999,0.589,49.8,0.8740000000000006,0.589,140.7,49.8,,,,,110.44118989071654,
10.905,107.5,0.592,49.8,0.8979999999999997,0.592,140.5,49.8,,,,,110.35568616446709,
10.915,107.30000000000001,0.597,49.4,0.9079999999999995,0.597,140.3,49.4,,,,,110.17365899211107,
10.941,107.19999999999999,0.602,49.0,0.934000000000001,0.602,140.2,49.0,,,,,109.98640774424697,
10.96,107.1,0.608,49.2,0.9530000000000012,0.608,140.1,49.2,,,,,109.82125623810003,
10.987,107.0,0.611,49.4,0.9800000000000004,0.611,140.0,49.4,,,,,109.74704995476564,
11.008,106.80000000000001,0.618,49.5,1.0009999999999994,0.618,139.8,49.5,,,,,109.53380370007275,
11.027,106.69999999999999,0.621,49.6,1.0199999999999996,0.621,139.7,49.6,,,,,109.44636441146362,
11.044,106.6,0.626,49.7,1.0370000000000008,0.626,139.6,49.7,,,,,109.29139938081163,
11.064,106.4,0.631,49.6,1.0570000000000004,0.631,139.4,49.6,,,,,109.11193130298079,
11.085,106.30000000000001,0.636,49.4,1.0780000000000012,0.636,139.3,49.4,,,,,108.91743875236405,
11.1,106.1,0.642,49.3,1.093,0.642,139.1,49.3,,,,,108.69371008947485,
11.126,106.0,0.647,49.4,1.1189999999999998,0.647,139.0,49.4,,,,,108.52383467026827,
11.146,105.9,0.649,49.4,1.1390000000000011,0.649,138.9,49.4,,,,,108.45034254351421,
11.162,105.80000000000001,0.653,49.3,1.1550000000000011,0.653,138.8,49.3,,,,,108.28978767961935,
11.18,105.69999999999999,0.659,49.1,1.173,0.659,138.7,49.1,,,,,108.03761371251372,
11.204,105.6,0.664,49.3,1.197000000000001,0.664,138.6,49.3,,,,,107.8675680117843,
11.215,105.5,0.668,49.6,1.2080000000000002,0.668,138.5,49.6,,,,,107.74687042291623,
11.246,105.4,0.67,49.6,1.2390000000000008,0.67,138.4,49.6,,,,,107.667157823181,
11.265,105.30000000000001,0.676,49.4,1.258000000000001,0.676,138.3,49.4,,,,,107.39850815681163,
11.285,105.19999999999999,0.68,49.4,1.2780000000000005,0.68,138.2,49.4,,,,,107.23301419169489,
11.306,105.1,0.684,49.5,1.2989999999999995,0.684,138.1,49.5,,,,,107.07825846528213,
11.322,105.0,0.69,49.4,1.3149999999999995,0.69,138.0,49.4,,,,,106.80806552912702,
11.34,104.9,0.693,49.5,1.3330000000000002,0.693,137.9,49.5,,,,,106.69117962772312,
11.358,104.80000000000001,0.696,49.5,1.3510000000000009,0.696,137.8,49.5,,,,,106.55922099697621,
11.381,104.69999999999999,0.701,49.2,1.3740000000000006,0.701,137.7,49.2,,,,,106.29340665335187,
11.404,104.6,0.706,49.2,1.3970000000000002,0.706,137.6,49.2,,,,,106.06522945856483,
11.422,104.5,0.708,49.4,1.415000000000001,0.708,137.5,49.4,,,,,106.00194609571136,
11.441,104.5,0.712,49.4,1.434000000000001,0.712,137.5,49.4,,,,,105.81546565009003,
11.466,104.4,0.717,49.4,1.4589999999999996,0.717,137.4,49.4,,,,,105.5785467976957,
11.486,104.30000000000001,0.719,49.4,1.479000000000001,0.719,137.3,49.4,,,,,105.48258329943121,
11.506,104.19999999999999,0.723,49.4,1.4990000000000006,0.723,137.2,49.4,,,,,105.28859230204665,
11.527,104.19999999999999,0.726,49.4,1.5199999999999996,0.726,137.2,49.4,,,,,105.14128318206895,
11.543,104.1,0.729,49.4,1.5359999999999996,0.729,137.1,49.4,,,,,104.99240819929508,
11.562,104.0,0.732,49.5,1.5549999999999997,0.732,137.0,49.5,,,,,104.85783593260938,
11.581,104.0,0.735,49.4,1.5739999999999998,0.735,137.0,49.4,,,,,104.68992680127674,
11.603,103.9,0.739,49.4,1.596,0.739,136.9,49.4,,,,,104.48474061230678,
11.627,103.80000000000001,0.742,49.4,1.620000000000001,0.742,136.8,49.4,,,,,104.32898245229006,
11.644,103.80000000000001,0.745,49.4,1.6370000000000005,0.745,136.8,49.4,,,,,104.17161330403434,
11.661,103.69999999999999,0.747,49.3,1.654,0.747,136.7,49.3,,,,,104.0490450240075,
11.684,103.69999999999999,0.75,49.3,1.6769999999999996,0.75,136.7,49.3,,,,,103.88879718514801,
11.704,103.6,0.751,49.3,1.697000000000001,0.751,136.6,49.3,,,,,103.83501842867412,
11.724,103.6,0.753,49.2,1.7170000000000005,0.753,136.6,49.2,,,,,103.70978729748427,
11.745,103.5,0.758,49.2,1.7379999999999995,0.758,136.5,49.2,,,,,103.43603255896525,
11.765,103.5,0.758,49.3,1.758000000000001,0.758,136.5,49.3,,,,,103.45345561796383,
11.785,103.4,0.761,49.3,1.7780000000000005,0.761,136.4,49.3,,,,,103.2871731518581,
11.805,103.4,0.762,49.2,1.798,0.762,136.4,49.2,,,,,103.2137145205745,
11.822,103.4,0.763,49.1,1.8149999999999995,0.763,136.4,49.1,,,,,103.1399299034379,
11.842,103.4,0.765,49.1,1.8350000000000009,0.765,136.4,49.1,,,,,103.0271671864023,
11.855,103.30000000000001,0.767,49.2,1.8480000000000008,0.767,136.3,49.2,,,,,102.93164125914788,
11.882,103.30000000000001,0.769,49.3,1.875,0.769,136.3,49.3,,,,,102.83558757372326,
11.905,103.30000000000001,0.77,49.3,1.8979999999999997,0.77,136.3,49.3,,,,,102.77829861058655,
11.924,103.19999999999999,0.773,49.3,1.9169999999999998,0.773,136.2,49.3,,,,,102.60530317910946,
11.945,103.19999999999999,0.774,49.3,1.9380000000000006,0.774,136.2,49.3,,,,,102.54726081002435,
11.965,103.19999999999999,0.775,49.2,1.9580000000000002,0.775,136.2,49.2,,,,,102.47058116311493,
11.98,103.19999999999999,0.775,49.2,1.9730000000000008,0.775,136.2,49.2,,,,,102.47058116311493,
11.997,103.1,0.778,49.1,1.9900000000000002,0.778,136.1,49.1,,,,,102.27591069707744,
12.024,103.1,0.776,49.1,2.0169999999999995,0.776,136.1,49.1,,,,,102.39356803909519,
12.045,103.1,0.779,49.2,2.0380000000000003,0.779,136.1,49.2,,,,,102.23551178381683,
12.063,103.1,0.779,49.2,2.056000000000001,0.779,136.1,49.2,,,,,102.23551178381683,
12.085,103.1,0.779,49.2,2.078000000000001,0.779,136.1,49.2,,,,,102.23551178381683,
12.105,103.1,0.78,49.2,2.0980000000000008,0.78,136.1,49.2,,,,,102.17626819712987,
12.125,103.1,0.78,49.2,2.1180000000000003,0.78,136.1,49.2,,,,,102.17626819712987,
12.142,103.1,0.781,49.2,2.135,0.781,136.1,49.2,,,,,102.1168334869557,
12.162,103.1,0.781,49.2,,,,,2.155000000000001,0.781,136.1,49.2,,100.98416217133837
12.183,103.1,0.781,49.3,,,,,2.176,0.781,136.1,49.3,,101.0051943996079
12.203,103.0,0.781,49.2,,,,,2.1959999999999997,0.781,136.0,49.2,,100.98416217133837
12.224,103.0,0.781,49.1,,,,,2.2170000000000005,0.781,136.0,49.1,,100.96310023516662
12.236,103.0,0.781,49.1,,,,,2.229000000000001,0.781,136.0,49.1,,100.96310023516662
12.262,103.0,0.78,49.1,,,,,2.255000000000001,0.78,136.0,49.1,,101.02687371061235
12.285,103.0,0.78,49.1,,,,,2.2780000000000005,0.78,136.0,49.1,,101.02687371061235
12.302,103.0,0.78,49.0,,,,,2.295,0.78,136.0,49.0,,101.00585466779086
12.32,103.0,0.779,48.9,,,,,2.3130000000000006,0.779,136.0,48.9,,101.04851553697115
12.343,103.0,0.779,48.9,,,,,2.3360000000000003,0.779,136.0,48.9,,101.04851553697115
12.363,103.0,0.778,48.9,,,,,2.356,0.778,136.0,48.9,,101.11201634027493
12.383,103.0,0.778,48.8,,,,,2.3759999999999994,0.778,136.0,48.8,,101.0910829454738
12.404,103.0,0.776,48.7,,,,,2.3970000000000002,0.776,136.0,48.7,,101.19678572319887
12.424,103.0,0.776,48.7,,,,,2.417,0.776,136.0,48.7,,101.19678572319887
12.442,103.0,0.775,48.5,,,,,2.4350000000000005,0.775,136.0,48.5,,101.21822543457863
12.461,103.0,0.774,48.5,,,,,2.4540000000000006,0.774,136.0,48.5,,101.2811826815144
12.48,103.0,0.773,48.4,,,,,2.4730000000000008,0.773,136.0,48.4,,101.32324175835971
12.5,103.0,0.772,48.3,,,,,2.4930000000000003,0.772,136.0,48.3,,101.36520803735175
12.513,103.0,0.769,48.1,,,,,2.5060000000000002,0.769,136.0,48.1,,101.51107195632136
12.539,103.0,0.768,47.9,,,,,2.532,0.768,136.0,47.9,,101.5321472301128
12.562,103.0,0.767,47.7,,,,,2.5549999999999997,0.767,136.0,47.7,,101.55318542543358
12.584,103.0,0.764,47.6,,,,,2.577,0.764,136.0,47.6,,101.7179196067681
12.603,103.1,0.762,47.4,,,,,2.596,0.762,136.1,47.4,,101.80001516047253
12.625,103.1,0.762,47.1,,,,,2.6180000000000003,0.762,136.1,47.1,,101.73925051942405
12.636,103.1,0.758,47.0,,,,,2.6289999999999996,0.758,136.1,47.0,,101.96310763564165
12.662,103.1,0.756,46.7,,,,,2.655000000000001,0.756,136.1,46.7,,102.02413185046312
12.679,103.1,0.754,46.5,,,,,2.6720000000000006,0.754,136.1,46.5,,102.10484977985703
12.689,103.1,0.752,46.2,,,,,2.6820000000000004,0.752,136.1,46.2,,102.16536753101511
12.724,103.1,0.751,46.0,,,,,2.7170000000000005,0.751,136.1,46.0,,102.18562606154589
12.738,103.1,0.747,45.9,,,,,2.731,0.747,136.1,45.9,,102.40410688894409
12.764,103.1,0.745,45.7,,,,,2.7569999999999997,0.745,136.1,45.7,,102.48311352733474
12.781,103.19999999999999,0.742,45.6,,,,,2.774000000000001,0.742,136.2,45.6,,102.63965259116978
12.801,103.19999999999999,0.74,45.5,,,,,2.7940000000000005,0.74,136.2,45.5,,102.73682447313784
12.821,103.19999999999999,0.736,45.4,,,,,2.814,0.736,136.2,45.4,,102.94850017387937
12.836,103.30000000000001,0.732,45.3,,,,,2.8290000000000006,0.732,136.3,45.3,,103.1575259198242
12.86,103.30000000000001,0.73,45.3,,,,,2.8529999999999998,0.73,136.3,45.3,,103.27034371806772
12.882,103.4,0.726,45.2,,,,,2.875,0.726,136.4,45.2,,103.47530389750175
12.899,103.4,0.724,45.2,,,,,2.8919999999999995,0.724,136.4,45.2,,103.58590877670012
12.917,103.5,0.719,45.1,,,,,2.91,0.719,136.5,45.1,,103.8411472980611
12.933,103.6,0.717,45.0,,,,,2.926,0.717,136.6,45.0,,103.931405027746
12.96,103.6,0.713,44.9,,,,,2.953000000000001,0.713,136.6,44.9,,104.12789413676943
12.979,103.69999999999999,0.71,44.9,,,,,2.9719999999999995,0.71,136.7,44.9,,104.2866036965445
13.001,103.80000000000001,0.706,44.9,,,,,2.9939999999999998,0.706,136.8,44.9,,104.49555953874918
13.022,103.80000000000001,0.702,45.0,,,,,3.0150000000000006,0.702,136.8,45.0,,104.71831101515876
13.042,103.9,0.698,45.0,,,,,3.035,0.698,136.9,45.0,,104.92099943874337
13.061,104.0,0.695,45.0,,,,,3.0540000000000003,0.695,137.0,45.0,,105.07106626766975
13.077,104.1,0.691,45.0,,,,,3.0700000000000003,0.691,137.1,45.0,,105.26857408515478
13.099,104.19999999999999,0.687,45.0,,,,,3.0920000000000005,0.687,137.2,45.0,,105.46315246589596
13.121,104.19999999999999,0.684,44.9,,,,,3.1140000000000008,0.684,137.2,44.9,,105.59151099098231
13.137,104.30000000000001,0.68,44.9,,,,,3.130000000000001,0.68,137.3,44.9,,105.78126559721873
13.155,104.4,0.676,44.9,,,,,3.1479999999999997,0.676,137.4,44.9,,105.96815046605805
13.18,104.5,0.671,44.9,,,,,3.173,0.671,137.5,44.9,,106.19775523032298
13.203,104.6,0.669,44.9,,,,,3.1959999999999997,0.669,137.6,44.9,,106.2883612956624
13.222,104.69999999999999,0.665,44.9,,,,,3.215,0.665,137.7,44.9,,106.46747029765505
13.243,104.69999999999999,0.66,44.9,,,,,3.2360000000000007,0.66,137.7,44.9,,106.68744216160819
13.26,104.80000000000001,0.658,44.9,,,,,3.253,0.658,137.8,44.9,,106.77422211272179
13.276,104.9,0.654,44.9,,,,,3.269,0.654,137.9,44.9,,106.94572525066097
13.293,105.0,0.651,44.8,,,,,3.2859999999999996,0.651,138.0,44.8,,107.0588623697643
13.313,105.1,0.648,44.8,,,,,3.306000000000001,0.648,138.1,44.8,,107.18435232281757
13.34,105.19999999999999,0.643,44.8,,,,,3.333,0.643,138.2,44.8,,107.39014190336765
13.359,105.30000000000001,0.64,44.8,,,,,3.3520000000000003,0.64,138.3,44.8,,107.51161490177384
13.377,105.30000000000001,0.638,44.9,,,,,3.370000000000001,0.638,138.3,44.9,,107.60472640656106
13.399,105.4,0.633,44.9,,,,,3.3919999999999995,0.633,138.4,44.9,,107.80195482339455
13.42,105.5,0.631,44.9,,,,,3.4130000000000003,0.631,138.5,44.9,,107.87970378104855
13.44,105.6,0.627,44.8,,,,,3.433,0.627,138.6,44.8,,108.0209137688746
13.46,105.6,0.625,44.8,,,,,3.453000000000001,0.625,138.6,44.8,,108.09683499619234
13.481,105.69999999999999,0.621,44.7,,,,,3.474,0.621,138.7,44.7,,108.23471906893998
13.501,105.80000000000001,0.618,44.7,,,,,3.4939999999999998,0.618,138.8,44.7,,108.34565519542429
13.521,105.9,0.615,44.7,,,,,3.514000000000001,0.615,138.9,44.7,,108.4551707047464
13.542,106.0,0.611,44.8,,,,,3.535,0.611,139.0,44.8,,108.61050161655204
13.552,106.1,0.607,44.8,,,,,3.545,0.607,139.1,44.8,,108.75163217349696
13.579,106.19999999999999,0.603,44.7,,,,,3.572000000000001,0.603,139.2,44.7,,108.8792162429507
13.6,106.30000000000001,0.599,44.6,,,,,3.593,0.599,139.3,44.6,,109.00475358027826
13.618,106.5,0.593,44.6,,,,,3.6110000000000007,0.593,139.5,44.6,,109.2051852420169
13.64,106.6,0.589,44.7,,,,,3.633000000000001,0.589,139.6,44.7,,109.34620951940832
13.66,106.69999999999999,0.585,44.7,,,,,3.6530000000000005,0.585,139.7,44.7,,109.47427825196299
13.681,106.9,0.581,44.7,,,,,3.6739999999999995,0.581,139.9,44.7,,109.60000690048852
13.701,107.0,0.576,44.7,,,,,3.694000000000001,0.576,140.0,44.7,,109.75391121440995
13.718,107.19999999999999,0.571,44.6,,,,,3.7110000000000003,0.571,140.2,44.6,,109.89472542078232
13.728,107.30000000000001,0.567,44.6,,,,,3.721,0.567,140.3,44.6,,110.01263031786964
13.761,107.4,0.563,44.7,,,,,3.7539999999999996,0.563,140.4,44.7,,110.137430016169
13.78,107.6,0.558,44.8,,,,,3.7729999999999997,0.558,140.6,44.8,,110.28754844529197
13.798,107.69999999999999,0.555,44.8,,,,,3.7910000000000004,0.555,140.7,44.8,,110.37050619338326
