10.003,-53.80,-0.004,0.00
10.016,-53.80,-0.004,0.00
10.027,-53.80,-0.004,0.00
10.039,-53.80,-0.004,0.00
10.052,-53.80,-0.006,0.00
10.071,-53.80,-0.004,0.00
10.091,-53.80,-0.004,0.00
10.111,-53.80,-0.004,0.00
10.132,-53.80,-0.004,0.00
10.152,-53.80,-0.004,0.00
10.169,-53.80,-0.004,0.00
10.19,-53.80,-0.004,0.00
10.21,-53.80,-0.004,0.00
10.23,-53.80,-0.004,0.00
10.251,-53.80,-0.004,0.00
10.271,-53.80,-0.004,0.00
10.291,-53.80,-0.004,0.00
10.308,-53.80,-0.004,0.00
10.328,-53.80,-0.004,0.00
10.349,-53.80,-0.004,0.00
10.37,-53.80,-0.004,0.00
10.39,-53.80,-0.004,0.00
10.41,-53.80,-0.004,0.00
10.431,-53.80,-0.003,0.00
10.451,-53.80,-0.004,0.00
10.468,-53.80,-0.004,0.00
10.489,-53.80,-0.004,0.00
10.508,-53.80,-0.004,0.00
10.529,-53.80,-0.004,0.00
10.549,-53.80,-0.004,0.00
10.57,-53.80,-0.004,0.00
10.59,-53.80,-0.004,0.00
10.611,-53.80,-0.004,0.00
10.627,-53.80,-0.004,0.00
10.648,-53.80,-0.004,0.00
10.668,-53.80,-0.004,0.00
10.689,-53.80,-0.003,0.00
10.709,-53.80,-0.006,0.00
10.73,-53.80,-0.004,0.00
10.75,-53.80,-0.004,0.00
10.77,-53.80,-0.004,0.00
10.787,-53.80,-0.004,0.00
10.807,-53.80,-0.004,0.00
10.828,-53.80,-0.004,0.00
10.849,-53.80,-0.004,0.00
10.869,-53.80,-0.004,0.00
10.89,-53.80,-0.004,0.00
10.91,-53.80,-0.004,0.00
10.926,-53.80,-0.004,0.00
10.947,-53.80,-0.003,0.00
10.968,-53.80,-0.004,0.00
10.988,-53.80,-0.004,0.00
11.008,-53.80,-0.004,0.00
11.029,-53.80,-0.004,0.00
11.049,-53.80,-0.004,0.00
11.07,-53.80,-0.004,0.00
11.09,-53.80,-0.004,0.00
11.107,-53.80,-0.004,0.00
11.127,-53.80,-0.004,0.00
11.148,-53.80,-0.004,0.00
11.168,-53.80,-0.004,0.00
11.189,-53.80,-0.004,0.00
11.209,-53.80,-0.004,0.00
11.23,-53.80,-0.004,0.00
11.25,-53.80,-0.004,0.00
11.267,-53.80,-0.004,0.00
11.287,-53.80,-0.004,0.00
11.308,-53.80,-0.004,0.00
11.328,-53.80,-0.004,0.00
11.348,-53.80,-0.004,0.00
11.369,-53.80,-0.004,0.00
11.389,-53.80,-0.004,0.00
11.406,-53.80,-0.006,0.00
11.427,-53.80,-0.004,0.00
11.447,-53.80,-0.004,0.00
11.467,-53.80,-0.004,0.00
11.488,-53.80,-0.004,0.00
11.508,-53.80,-0.004,0.00
11.529,-53.80,-0.004,0.00
11.549,-53.80,-0.004,0.00
11.566,-53.80,-0.004,0.00
11.586,-53.80,-0.004,0.00
11.607,-53.80,-0.006,0.00
11.627,-53.80,-0.006,0.00
11.647,-53.80,-0.004,0.00
11.668,-53.80,-0.004,0.00
11.688,-53.80,-0.004,0.00
11.709,-53.80,-0.004,0.00
11.729,-53.80,-0.004,0.00
11.746,-53.80,-0.004,0.00
11.766,-53.80,-0.004,0.00
11.787,-53.80,-0.004,0.00
11.808,-53.80,-0.004,0.00
11.828,-53.80,-0.004,0.00
11.848,-53.80,-0.004,0.00
11.868,-53.80,-0.004,0.00
11.888,-53.80,-0.004,0.00
11.906,-53.80,-0.004,0.00
11.926,-53.80,-0.004,0.00
11.947,-53.80,-0.004,0.00
11.967,-53.80,-0.004,0.00
11.987,-53.80,-0.004,0.00
12.008,-53.80,-0.004,0.00
12.028,-53.80,-0.004,0.00
12.048,-53.80,-0.004,0.00
12.065,-53.80,-0.004,0.00
12.085,-53.80,-0.004,0.00
12.106,-53.80,-0.004,0.00
12.127,-53.80,-0.004,0.00
12.147,-53.80,-0.004,0.00
12.167,-53.80,-0.004,0.00
12.187,-53.80,-0.004,0.00
12.204,-53.80,-0.004,0.00
