Time,Length,Pressure,Force,ms_right_model,,encoder_true,encoder_true_while_experiment,,,
22166,184.7,0.015,0,164.507,,166.7,,,,
22186,184.7,0.02,0,164.507,,166.7,,,reaching end,
22194,186.6,0.024,0,164.514,,168.6,,,,
22223,190.2,0.036,0,164.511,,172.2,,,,
22240,192.9,0.014,0,164.495,,174.9,,,,
22266,194.4,0.015,0,164.482,,176.4,,,,
22286,194.4,0.02,0,164.5,,176.4,,,,
22303,193.7,0.026,0,164.5,,175.7,,,,
22320,193.4,0.036,0,164.498,,175.4,,,,
22336,193.4,0.014,0,164.495,,175.4,,,,
22355,193.3,0.015,0,164.48,,175.3,,,,
22383,193.2,0.02,0,164.486,,175.2,,,,
22397,193.2,0.024,0,164.482,,175.2,,,,
22420,193.2,0.036,0,164.475,,175.2,,,,
22445,193.2,0.015,0,164.479,,175.2,,,,
22460,193.2,0.015,0,164.477,,175.2,,,,
22478,193.2,0.02,0,164.47,,175.2,,,,
22492,193.2,0.021,0,164.461,,175.2,,,,
22524,193.2,0.036,0,164.468,,175.2,,,,
22544,193.2,0.018,0,164.471,,175.2,,,,
22565,193.2,0.015,0,164.478,,175.2,,,,
22573,193.2,0.019,0,164.464,,175.2,,,,
22603,193.2,0.018,0,164.468,,175.2,,,,
22620,193.2,0.036,0,164.426,,175.2,,,,
22634,193.2,0.02,0,164.473,,175.2,,,,
22666,193.2,0.015,0,164.479,,175.2,,,,
22682,193.3,0.019,0,164.484,,175.3,,,,
22702,193.3,0.021,0,164.509,,175.3,,,,
22713,193.3,0.036,0,164.48,,175.3,,,,
22746,193.3,0.016,0,164.462,,175.3,,,,
22761,193.3,0.015,0,164.446,,175.3,,,,
22784,193.3,0.02,0,164.493,,175.3,,,,
22805,193.3,0.018,0,164.464,,175.3,,,,
22808,193.3,0.035,0,164.491,,175.3,,,,
22840,193.3,0.021,0,164.493,,175.3,,,,
22858,193.3,0.015,0,164.495,,175.3,,,,
22874,193.3,0.019,0,164.484,,175.3,,,,
22905,193.3,0.016,0,164.48,,175.3,,,,
22920,193.3,0.036,0,164.491,,175.3,,,,
22943,193.3,0.026,0,164.488,,175.3,,,,
22953,193.3,0.015,0,164.488,,175.3,,,,
22983,193.3,0.018,0,164.491,,175.3,,,,
22999,193.3,0.018,0,164.47,,175.3,,,,
23015,193.3,0.035,0,164.496,,175.3,,,,
23045,193.3,0.029,0,164.464,,175.3,,,,
23065,193.3,0.015,0,164.459,,175.3,,,,
23086,193.3,0.019,0,164.452,,175.3,,,,
23093,193.3,0.016,0,164.446,,175.3,,,,
23125,193.3,0.033,0,164.443,,175.3,,,,
23141,193.3,0.026,0,164.439,,173.3,,,,
23156,193.3,0.014,0,164.436,,173.3,,,,
23172,193.3,0.015,0,164.445,,171.3,,,,
23204,193.3,0.018,0,164.459,,171.3,,,,
,,,,164.47,,,,,,
,,,,164.45,,,,,,
,,,,164.452,,,,,,
,,,,164.425,,,,,,
,,,,164.45,,,,,,
,,,,164.448,,,,,,
,,,,164.461,,,,,,
,,,,164.464,,,,,,
,,,,164.479,,,,,,
,,,,164.486,,,,,,
,,,,164.493,,,,,,
,,,,164.486,,,,,,
,,,,164.462,,,,,,
,,,,164.478,,,,,,
,,,,164.434,,,,,,
,,,,164.455,,,,,,
,,,,164.47,,,,,,
,,,,164.457,,,,,,
,,,,164.452,,,,,,
,,,,164.435,,,,,,
,,,,164.437,,,,,,
,,,,164.446,,,,,,
,,,,164.439,,,,,,
,,,,164.45,,,,,,
