time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length,Estimated_Stretched_Length_Contraction,Estimated_Unstretched_Length_Contraction,Estimated_Stretched_Length_Extension,Estimated_Unstretched_Length_Extension,Estimated_Length_Contraction,Estimated_Length_Extension,real_length_contraction,Real_Estimated_Length_Contraction,real_length_extension,Real_Estimated_Length_Extension,real_length,time_elapsed,Error_Percentage_Contraction,Error_Percentage_Extension,,
10.015,155.2,0.428,46.5,0,0.428,182.2,46.5,,,,,156.1365855,,16.03727276,149.14608,,,165.1833528,,155.2,155.1833528,,,155.2,0,-0.010726312,,1.15054E-08,0.001610219
10.034,155.2,0.428,46.6,0.019,0.428,182.2,46.6,,,,,156.1418866,,16.06342756,149.14608,,,165.2095076,,155.2,155.2095076,,,155.2,0.019,0.006126002,,3.75279E-09,
10.059,155.2,0.432,46.6,0.044,0.432,182.2,46.6,,,,,156.0638883,,15.92577566,148.99952,,,164.9252957,,155.2,154.9252957,,,155.2,0.044,-0.177000217,,3.13291E-06,
10.079,155.1,0.433,46.9,0.064,0.433,182.1,46.9,,,,,156.0604142,,15.96951654,148.96288,,,164.9323965,,155.1,154.9323965,,,155.1,0.064,-0.108061547,,1.16773E-06,
10.099,155.1,0.435,47.5,0.084,0.435,182.1,47.5,,,,,156.0534973,,16.05658389,148.8896,,,164.9461839,,155.1,154.9461839,,,155.1,0.084,-0.099172221,,9.83513E-07,
10.116,155.1,0.438,48.1,0.101,0.438,182.1,48.1,,,,,156.0266562,,16.10975073,148.77968,,,164.8894307,,155.1,154.8894307,,,155.1,0.101,-0.135763555,,1.84317E-06,
10.137,155.1,0.44,48.6,0.122,0.44,182.1,48.6,,,,,156.0142094,,16.17056428,148.7064,,,164.8769643,,155.1,154.8769643,,,155.1,0.122,-0.143801241,,2.06788E-06,
10.146,155,0.443,49.2,0.131,0.443,182,49.2,,,,,155.9870849,,16.22361539,148.59648,,,164.8200954,,155,154.8200954,,,155,0.131,-0.116067488,,1.34717E-06,
10.176,154.8,0.445,49.6,0.161,0.445,181.8,49.6,,,,,155.9688877,,16.25901986,148.5232,,,164.7822199,,154.8,154.7822199,,,154.8,0.161,-0.01148588,,1.31925E-08,
10.193,154.6,0.449,49.7,0.178,0.449,181.6,49.7,,,,,155.8918787,,16.15651428,148.37664,,,164.5331543,,154.6,154.5331543,,,154.6,0.178,-0.043237855,,1.86951E-07,
10.218,154.4,0.45,49.8,0.203,0.45,181.4,49.8,,,,,155.8767032,,16.14998343,148.34,,,164.4899834,,154.4,154.4899834,,,154.4,0.203,0.058279421,,3.39649E-07,
