time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length,Estimated_Stretched_Length_Contraction,Estimated_Unstretched_Length_Contraction,Estimated_Stretched_Length_Extension,Estimated_Unstretched_Length_Extension,Estimated_Length_Contraction,Estimated_Length_Extension,real_length_contraction,Real_Estimated_Length_Contraction,real_length_extension,Real_Estimated_Length_Extension,real_length,time_elapsed,Error_Percentage_Contraction,Error_Percentage_Extension,Unnamed: 28,Unnamed: 29
12.914,141.3,0.729,45.2,,,,,2.899,0.729,168.3,45.2,,142.2170914,,,13.10105002,138.11744,,151.21849,,,141.3,141.21849,141.3,2.899,,-0.057685774946927545,3.33e-07,
12.934,141.4,0.725,45.1,,,,,2.919,0.725,168.4,45.1,,142.4955471,,,13.06707134,138.264,,151.3310713,,,141.4,141.3310713,141.4,2.919,,-0.048747312588412264,2.38e-07,
12.951,141.5,0.723,45.1,,,,,2.936,0.723,168.5,45.1,,142.6444888,,,13.06039322,138.33728,,151.3976732,,,141.5,141.3976732,141.5,2.936,,-0.07231575971730456,5.23e-07,
12.973,141.5,0.719,45.2,,,,,2.958,0.719,168.5,45.2,,142.9610095,,,13.06771641,138.48384,,151.5515564,,,141.5,141.5515564,141.5,2.958,,0.036435618374565173,1.33e-07,
12.992,141.6,0.717,45.2,,,,,2.977,0.717,168.6,45.2,,143.106734,,,13.06188393,138.55712,,151.6190039,,,141.6,141.6190039,141.6,2.977,,0.013420833333334247,1.8e-08,
13.012,141.7,0.713,45.3,,,,,2.997,0.713,168.7,45.3,,143.4163459,,,13.07092035,138.70368,,151.7746003,,,141.7,141.7746003,141.7,2.997,,0.05264664784757543,2.77e-07,
13.033,141.8,0.71,45.3,,,,,3.018,0.71,168.8,45.3,,143.6297864,,,13.06354831,138.8136,,151.8771483,,,141.8,141.8771483,141.8,3.018,,0.054406417489404925,2.96e-07,
13.053,141.9,0.707,45.2,,,,,3.038,0.707,168.9,45.2,,143.8202604,,,13.03690012,138.92352,,151.9604201,,,141.9,141.9604201,141.9,3.038,,0.04257935165608706,1.81e-07,
13.073,142.0,0.702,45.2,,,,,3.058,0.702,169.0,45.2,,144.1676843,,,13.02702564,139.10672,,152.1337456,,,142.0,142.1337456,142.0,3.058,,0.09418704225351934,8.87e-07,
13.094,142.0,0.699,45.1,,,,,3.079,0.699,169.0,45.1,,144.3530516,,,13.00196707,139.21664,,152.2186071,,,142.0,142.2186071,142.0,3.079,,0.15394866197184087,2.37e-06,
13.111,142.1,0.697,45.0,,,,,3.096,0.697,169.1,45.0,,144.4689726,,,12.97891028,139.28992,,152.2688303,,,142.1,142.2688303,142.1,3.096,,0.11881090781139776,1.41e-06,
13.133,142.2,0.693,44.9,,,,,3.118,0.693,169.2,44.9,,144.71848,,,12.95357054,139.43648,,152.3900505,,,142.2,142.3900505,142.2,3.118,,0.13365014064698477,1.79e-06,
13.152,142.3,0.69,44.9,,,,,3.137,0.69,169.3,44.9,,144.9180913,,,12.95031878,139.5464,,152.4967188,,,142.3,142.4967188,142.3,3.137,,0.1382423049894484,1.91e-06,
13.172,142.4,0.687,44.9,,,,,3.157,0.687,169.4,44.9,,145.1155329,,,12.9477015,139.65632,,152.6040215,,,142.4,142.6040215,142.4,3.157,,0.14327352528088613,2.05e-06,
13.192,142.5,0.684,45.0,,,,,3.177,0.684,169.5,45.0,,145.3298693,,,12.96583638,139.76624,,152.7320764,,,142.5,142.7320764,142.5,3.177,,0.16286063157895514,2.65e-06,
13.213,142.6,0.679,44.9,,,,,3.198,0.679,169.6,44.9,,145.631529,,,12.94383777,139.94944,,152.8932778,,,142.6,142.8932778,142.6,3.198,,0.2056646563814856,4.23e-06,
13.234,142.7,0.674,44.8,,,,,3.219,0.674,169.7,44.8,,145.9279972,,,12.92352494,140.13264,,153.0561649,,,142.7,143.0561649,142.7,3.219,,0.24958997897688173,6.23e-06,
13.254,142.8,0.669,44.7,,,,,3.239,0.669,169.8,44.7,,146.2193196,,,12.90490415,140.31584,,153.2207441,,,142.8,143.2207441,142.8,3.239,,0.29463872549018133,8.68e-06,
13.271,143.0,0.663,44.6,,,,,3.256,0.663,170.0,44.6,,146.5657018,,,12.88887297,140.53568,,153.424553,,,143.0,143.424553,143.0,3.256,,0.29689020979021197,8.81e-06,
13.291,143.2,0.658,44.4,,,,,3.276,0.658,170.2,44.4,,146.8285002,,,12.85359594,140.71888,,153.5724759,,,143.2,143.5724759,143.2,3.276,,0.2601088687150922,6.77e-06,
13.311,143.4,0.653,44.6,,,,,3.296,0.653,170.4,44.6,,147.1547605,,,12.90179132,140.90208,,153.8038713,,,143.4,143.8038713,143.4,3.296,,0.28163967921896205,7.93e-06,
13.332,143.6,0.648,45.0,,,,,3.317,0.648,170.6,45.0,,147.5068455,,,12.9928546,141.08528,,154.0781346,,,143.6,144.0781346,143.6,3.317,,0.33296281337047645,1.11e-05,
13.353,143.8,0.642,45.2,,,,,3.338,0.642,170.8,45.2,,147.8731691,,,13.04758319,141.30512,,154.3527032,,,143.8,144.3527032,143.8,3.338,,0.3843554937413048,1.48e-05,
13.373,143.9,0.64,45.1,,,,,3.358,0.64,170.9,45.1,,147.9667055,,,13.03233433,141.3784,,154.4107343,,,143.9,144.4107343,143.9,3.358,,0.3549230715774814,1.26e-05,
13.393,144.1,0.635,45.1,,,,,3.378,0.635,171.1,45.1,,148.2367393,,,13.04671755,141.5616,,154.6083175,,,144.1,144.6083175,144.1,3.378,,0.3527532963220014,1.24e-05,
13.413,144.2,0.629,45.1,,,,,3.398,0.629,171.2,45.1,,148.55366,,,13.06652275,141.78144,,154.8479628,,,144.2,144.8479628,144.2,3.398,,0.44935006934813887,2.02e-05,
13.431,144.3,0.625,44.9,,,,,3.416,0.625,171.3,44.9,,148.7308598,,,13.03992364,141.928,,154.9679236,,,144.3,144.9679236,144.3,3.416,,0.4628715176715139,2.14e-05,
13.45,144.5,0.62,44.7,,,,,3.435,0.62,171.5,44.7,,148.9562624,,,13.01848966,142.1112,,155.1296897,,,144.5,145.1296897,144.5,3.435,,0.4357714186851212,1.9e-05,
13.471,144.7,0.615,44.8,,,,,3.456,0.615,171.7,44.8,,149.2206495,,,13.06131884,142.2944,,155.3557188,,,144.7,145.3557188,144.7,3.456,,0.4531574291637987,2.05e-05,
13.492,144.9,0.609,44.8,,,,,3.477,0.609,171.9,44.8,,149.5135077,,,13.09044884,142.51424,,155.6046888,,,144.9,145.6046888,144.9,3.477,,0.486327674258099,2.37e-05,
13.512,145.1,0.604,44.8,,,,,3.497,0.604,172.1,44.8,,149.7519249,,,13.11698648,142.69744,,155.8144265,,,145.1,145.8144265,145.1,3.497,,0.4923683666436953,2.42e-05,
13.532,145.3,0.599,44.9,,,,,3.517,0.599,172.3,44.9,,149.9985757,,,13.16665932,142.88064,,156.0472993,,,145.3,146.0472993,145.3,3.517,,0.5143147281486444,2.65e-05,
13.552,145.5,0.594,45.1,,,,,3.537,0.594,172.5,45.1,,150.2525344,,,13.23967171,143.06384,,156.3035117,,,145.5,146.3035117,145.5,3.537,,0.5522417182130593,3.05e-05,
13.573,145.7,0.589,45.3,,,,,3.558,0.589,172.7,45.3,,150.5002615,,,13.31508538,143.24704,,156.5621254,,,145.7,146.5621254,145.7,3.558,,0.5917126973232841,3.5e-05,
13.59,145.9,0.585,45.2,,,,,3.575,0.585,172.9,45.2,,150.6619165,,,13.32211766,143.3936,,156.7157177,,,145.9,146.7157177,145.9,3.575,,0.5590936943111674,3.13e-05,
13.611,146.1,0.58,45.1,,,,,3.596,0.58,173.1,45.1,,150.8633009,,,13.33805532,143.5768,,156.9148553,,,146.1,146.9148553,146.1,3.596,,0.5577380561259445,3.11e-05,
13.631,146.3,0.575,45.2,,,,,3.616,0.575,173.3,45.2,,151.0840947,,,13.39884985,143.76,,157.1588499,,,146.3,147.1588499,146.3,3.616,,0.5870470950102499,3.45e-05,
13.652,146.5,0.569,45.1,,,,,3.637,0.569,173.5,45.1,,151.3168584,,,13.42787375,143.97984,,157.4077138,,,146.5,147.4077138,146.5,3.637,,0.6195998634812359,3.84e-05,
13.672,146.7,0.566,45.0,,,,,3.657,0.566,173.7,45.0,,151.4253112,,,13.43281584,144.08976,,157.5225758,,,146.7,147.5225758,146.7,3.657,,0.5607197000681731,3.14e-05,
13.692,146.9,0.561,45.0,,,,,3.677,0.561,173.9,45.0,,151.6215091,,,13.4787978,144.27296,,157.7517578,,,146.9,147.7517578,146.9,3.677,,0.5798215112321317,3.36e-05,
13.713,147.1,0.555,45.2,,,,,3.698,0.555,174.1,45.2,,151.8723159,,,13.58070103,144.4928,,158.073501,,,147.1,148.073501,147.1,3.698,,0.6617953772943568,4.38e-05,
13.733,147.3,0.552,45.1,,,,,3.718,0.552,174.3,45.1,,151.9737416,,,13.58961877,144.60272,,158.1923388,,,147.3,148.1923388,147.3,3.718,,0.6057968771215044,3.67e-05,
13.75,147.5,0.547,44.8,,,,,3.735,0.547,174.5,44.8,,152.1261489,,,13.5770227,144.78592,,158.3629427,,,147.5,148.3629427,147.5,3.735,,0.5850458983050785,3.42e-05,
13.77,147.7,0.542,45.2,,,,,3.755,0.542,174.7,45.2,,152.3459129,,,13.7205064,144.96912,,158.6896264,,,147.7,148.6896264,147.7,3.755,,0.6700246445497767,4.49e-05,
13.791,148.0,0.534,45.5,,,,,3.776,0.534,175.0,45.5,,152.6513402,,,13.88192284,145.26224,,159.1441628,,,148.0,149.1441628,148.0,3.776,,0.7730829729729755,5.98e-05,
13.811,148.2,0.531,45.1,,,,,3.796,0.531,175.2,45.1,,152.7142504,,,13.83083493,145.37216,,159.2029949,,,148.2,149.2029949,148.2,3.796,,0.6767846828610018,4.58e-05,
13.831,148.4,0.53,44.9,,,,,3.816,0.53,175.4,44.9,,152.7288113,,,13.7990128,145.4088,,159.2078128,,,148.4,149.2078128,148.4,3.816,,0.5443482479784323,2.96e-05,
13.852,148.6,0.525,45.1,,,,,3.837,0.525,175.6,45.1,,152.911961,,,13.90879025,145.592,,159.5007902,,,148.6,149.5007902,148.6,3.837,,0.6061845222072794,3.67e-05,
13.872,148.8,0.521,45.2,,,,,3.857,0.521,175.8,45.2,,153.0493711,,,13.98556335,145.73856,,159.7241233,,,148.8,149.7241233,148.8,3.857,,0.6210506048387034,3.86e-05,
13.893,149.1,0.516,45.2,,,,,3.878,0.516,176.1,45.2,,153.2060305,,,14.0563174,145.92176,,159.9780774,,,149.1,149.9780774,149.1,3.878,,0.588918443997314,3.47e-05,
13.91,149.3,0.512,45.2,,,,,3.895,0.512,176.3,45.2,,153.3284402,,,14.11515886,146.06832,,160.1834789,,,149.3,150.1834789,149.3,3.895,,0.5917474212993972,3.5e-05,
13.93,149.5,0.508,45.4,,,,,3.915,0.508,176.5,45.4,,153.4648613,,,14.22153364,146.21488,,160.4364136,,,149.5,150.4364136,149.5,3.915,,0.6263636120401396,3.92e-05,
13.95,149.7,0.505,45.3,,,,,3.935,0.505,176.7,45.3,,153.5446641,,,14.24590419,146.3248,,160.5707042,,,149.7,150.5707042,149.7,3.935,,0.5816327321309325,3.38e-05,
13.971,149.9,0.501,44.9,,,,,3.956,0.501,176.9,44.9,,153.6279354,,,14.21873563,146.47136,,160.6900956,,,149.9,150.6900956,149.9,3.956,,0.527081787858573,2.78e-05,
13.991,150.1,0.498,45.0,,,,,3.976,0.498,177.1,45.0,,153.7211698,,,14.29141717,146.58128,,160.8726972,,,150.1,150.8726972,150.1,3.976,,0.5147882744836845,2.65e-05,
14.011,150.3,0.492,45.4,,,,,3.996,0.492,177.3,45.4,,153.9177514,,,14.48737359,146.80112,,161.2884936,,,150.3,151.2884936,150.3,3.996,,0.6576803725881558,4.33e-05,
14.033,150.5,0.488,45.2,,,,,4.018,0.488,177.5,45.2,,154.0101017,,,14.51288546,146.94768,,161.4605655,,,150.5,151.4605655,150.5,4.018,,0.6382495016611305,4.07e-05,
14.053,150.7,0.484,44.9,,,,,4.038,0.484,177.7,44.9,,154.0934433,,,14.51676299,147.09424,,161.611003,,,150.7,151.611003,150.7,4.038,,0.6045142667551575,3.65e-05,
14.069,150.9,0.482,44.9,,,,,4.054,0.482,177.9,44.9,,154.1453547,,,14.5546179,147.16752,,161.7221379,,,150.9,151.7221379,150.9,4.054,,0.5448229953611672,2.97e-05,
14.09,151.1,0.479,44.9,,,,,4.075,0.479,178.1,44.9,,154.22212,,,14.61255853,147.27744,,161.8899985,,,151.1,151.8899985,151.1,4.075,,0.522831568497681,2.73e-05,
14.11,151.3,0.475,45.0,,,,,4.095,0.475,178.3,45.0,,154.3293144,,,14.71577855,147.424,,162.1397785,,,151.3,152.1397785,151.3,4.095,,0.5550419695968236,3.08e-05,
14.13,151.5,0.473,45.0,,,,,4.115,0.473,178.5,45.0,,154.378524,,,14.7565418,147.49728,,162.2538218,,,151.5,152.2538218,151.5,4.115,,0.4975721452145196,2.48e-05,
14.151,151.7,0.471,45.2,,,,,4.136,0.471,178.7,45.2,,154.4405477,,,14.84569543,147.57056,,162.4162554,,,151.7,152.4162554,151.7,4.136,,0.4721525379037725,2.23e-05,
14.172,151.9,0.466,45.4,,,,,4.157,0.466,178.9,45.4,,154.5721895,,,15.00054181,147.75376,,162.7543018,,,151.9,152.7543018,151.9,4.157,,0.5624106649111269,3.16e-05,
14.192,152.1,0.461,45.2,,,,,4.177,0.461,179.1,45.2,,154.6744912,,,15.06370968,147.93696,,163.0006697,,,152.1,153.0006697,152.1,4.177,,0.5921562787639768,3.51e-05,
14.212,152.2,0.459,44.8,,,,,4.197,0.459,179.2,44.8,,154.6947239,,,15.01223515,148.01024,,163.0224751,,,152.2,153.0224751,152.2,4.197,,0.5403909986859525,2.92e-05,
14.23,152.4,0.456,44.7,,,,,4.215,0.456,179.4,44.7,,154.7557274,,,15.05731088,148.12016,,163.1774709,,,152.4,153.1774709,152.4,4.215,,0.51015150918635,2.6e-05,
14.249,152.6,0.454,44.9,,,,,4.234,0.454,179.6,44.9,,154.8119956,,,15.15354844,148.19344,,163.3469884,,,152.6,153.3469884,152.6,4.234,,0.48950747051113513,2.4e-05,
14.27,152.8,0.451,45.0,,,,,4.255,0.451,179.8,45.0,,154.8829179,,,15.25061628,148.30336,,163.5539763,,,152.8,153.5539763,152.8,4.255,,0.49343998691097946,2.43e-05,
14.291,153.0,0.45,45.0,,,,,4.276,0.45,180.0,45.0,,154.9042803,,,15.27519536,148.34,,163.6151954,,,153.0,153.6151954,153.0,4.276,,0.4020884967320291,1.62e-05,
14.311,153.1,0.448,45.1,,,,,4.296,0.448,180.1,45.1,,154.9524049,,,15.34965343,148.41328,,163.7629334,,,153.1,153.7629334,153.1,4.296,,0.43300679294579636,1.87e-05,
14.331,153.2,0.445,45.2,,,,,4.316,0.445,180.2,45.2,,155.0204736,,,15.45071146,148.5232,,163.9739115,,,153.2,153.9739115,153.2,4.316,,0.5051641644908783,2.55e-05,
14.352,153.4,0.443,45.0,,,,,4.337,0.443,180.4,45.0,,155.0501343,,,15.45283855,148.59648,,164.0493186,,,153.4,154.0493186,153.4,4.337,,0.4232846153846066,1.79e-05,
14.372,153.5,0.44,44.7,,,,,4.357,0.44,180.5,44.7,,155.0941227,,,15.4568618,148.7064,,164.1632618,,,153.5,154.1632618,153.5,4.357,,0.4320923778501541,1.87e-05,
14.388,153.6,0.439,44.7,,,,,4.373,0.439,180.6,44.7,,155.1141619,,,15.48356671,148.74304,,164.2266067,,,153.6,154.2266067,153.6,4.373,,0.40794707031249766,1.66e-05,
14.409,153.8,0.437,44.7,,,,,4.394,0.437,180.8,44.7,,155.153857,,,15.5376214,148.81632,,164.3539414,,,153.8,154.3539414,153.8,4.394,,0.3601699609882868,1.3e-05,
