Time,Pressure_in,Pressure_out,Flow,Voltage
7973,0.00,0.00,0.00,-5.00
7990,0.00,0.00,0.00,-5.00
7994,0.00,0.00,0.00,-5.00
8014,0.00,0.00,0.00,-5.00
8026,0.00,0.00,0.00,-5.00
8041,0.00,0.00,0.00,-5.00
8044,0.00,0.00,0.00,-5.00
8066,0.00,0.00,0.00,-5.00
8072,0.00,0.00,0.00,-5.00
8091,0.00,0.00,0.00,-5.00
8104,0.00,0.00,0.00,-5.00
8112,0.00,0.00,0.00,-5.00
8128,0.00,0.00,0.00,-5.00
8141,0.00,0.00,0.00,-5.00
8153,0.00,0.00,0.00,-5.00
8166,0.00,0.00,0.00,-5.00
8181,0.00,0.00,0.00,-5.00
8194,0.00,0.00,0.00,-5.00
8206,0.00,0.00,0.00,-5.00
8219,0.00,0.00,0.00,-5.00
8231,0.00,0.00,0.00,-5.00
8243,0.00,0.00,0.00,-5.00
8256,0.00,0.00,0.00,-5.00
8259,0.00,0.00,0.00,-5.00
8280,0.00,0.00,0.00,-5.00
8285,0.00,0.00,0.00,-5.00
8305,0.00,0.00,0.00,-5.00
8320,0.00,0.00,0.00,-5.00
8322,0.00,0.00,0.00,-5.00
8343,0.00,0.00,0.00,-5.00
8357,0.00,0.00,0.00,-5.00
8370,0.00,0.00,0.00,-5.00
8382,0.00,0.00,0.00,-5.00
8395,0.00,0.00,0.00,-5.00
8401,0.00,0.00,0.00,-5.00
8412,0.00,0.00,0.00,-5.00
8430,0.00,0.00,0.00,-5.00
8443,0.00,0.00,0.00,-5.00
8460,0.00,0.00,0.00,-5.00
8470,0.00,0.00,0.00,-5.00
8478,0.00,0.00,0.00,-5.00
8486,0.00,0.00,0.00,-5.00
8503,0.00,0.00,0.00,-5.00
8522,0.00,0.00,0.00,-5.00
8534,0.00,0.00,0.00,-5.00
8546,0.00,0.00,0.00,-5.00
8559,0.00,0.00,0.00,-5.00
8571,0.00,0.00,0.00,-5.00
8584,0.00,0.00,0.00,-5.00
8599,0.00,0.00,0.00,-5.00
8610,0.00,0.00,0.00,-5.00
8622,0.00,0.00,0.00,-5.00
8622,0.00,0.00,0.00,-5.00
8648,0.00,0.00,0.00,-5.00
8658,0.00,0.00,0.00,-5.00
8669,0.00,0.00,0.00,-5.00
8686,0.00,0.00,0.00,-5.00
8696,0.00,0.00,0.00,-5.00
8706,0.00,0.00,0.00,-5.00
8722,0.00,0.00,0.00,-5.00
8730,0.00,0.00,0.00,-5.00
8751,0.00,0.00,0.00,-5.00
8760,0.00,0.00,0.00,-5.00
8776,0.00,0.00,0.00,-5.00
8788,0.00,0.00,0.00,-5.00
8800,0.00,0.00,0.00,-5.00
8806,0.00,0.00,0.00,-5.00
8818,0.00,0.00,0.00,-5.00
8835,0.00,0.00,0.00,-5.00
8835,0.00,0.00,0.00,-5.00
8861,0.00,0.00,0.00,-5.00
8876,0.00,0.00,0.00,-5.00
8883,0.00,0.00,0.00,-5.00
8900,0.00,0.00,0.00,-5.00
8915,0.00,0.00,0.00,-5.00
8922,0.00,0.00,0.00,-5.00
8940,0.00,0.00,0.00,-5.00
8948,0.00,0.00,0.00,-5.00
8964,0.00,0.00,0.00,-5.00
8976,0.00,0.00,0.00,-5.00
8989,0.00,0.00,0.00,-5.00
9001,0.00,0.00,0.00,-5.00
9008,0.00,0.00,0.00,-5.00
9027,0.00,0.00,0.00,-5.00
9042,0.00,0.00,0.00,-5.00
9054,0.00,0.00,0.00,-5.00
9065,0.00,0.00,0.00,-5.00
9075,0.00,0.00,0.00,-5.00
9091,0.00,0.00,0.00,-5.00
9102,0.00,0.00,0.00,-5.00
9112,0.00,0.00,0.00,-5.00
9123,0.00,0.00,0.00,-5.00
9133,0.00,0.00,0.00,-5.00
9150,0.00,0.00,0.00,-5.00
9165,0.00,0.00,0.00,-5.00
9181,0.00,0.00,0.00,-5.00
9194,0.00,0.00,0.00,-5.00
9206,0.00,0.00,0.00,-5.00
9218,0.00,0.00,0.00,-5.00
9231,0.00,0.00,0.00,-5.00
9236,0.00,0.00,0.00,-5.00
9255,0.00,0.00,0.00,-5.00
9268,0.00,0.00,0.00,-5.00
9272,0.00,0.00,0.00,-5.00
9289,0.00,0.00,0.00,-5.00
9306,0.00,0.00,0.00,-5.00
9321,0.00,0.00,0.00,-5.00
9326,0.00,0.00,0.00,-5.00
9344,0.00,0.00,0.00,-5.00
9344,0.00,0.00,0.00,-5.00
9369,0.00,0.00,0.00,-5.00
9379,0.00,0.00,0.00,-5.00
9395,0.00,0.00,0.00,-5.00
9403,0.00,0.00,0.00,-5.00
9417,0.00,0.00,0.00,-5.00
9434,0.00,0.00,0.00,-5.00
9448,0.00,0.00,0.00,-5.00
9459,0.00,0.00,0.00,-5.00
9469,0.00,0.00,0.00,-5.00
9484,0.00,0.00,0.00,-5.00
9492,0.00,0.00,0.00,-5.00
9508,0.00,0.00,0.00,-5.00
9515,0.00,0.00,0.00,-5.00
9532,0.00,0.00,0.00,-5.00
9546,0.00,0.00,0.00,-5.00
9557,0.00,0.00,0.00,-5.00
9567,0.00,0.00,0.00,-5.00
9578,0.00,0.00,0.00,-5.00
9595,0.00,0.00,0.00,-5.00
9611,0.00,0.00,0.00,-5.00
9624,0.00,0.00,0.00,-5.00
9636,0.00,0.00,0.00,-5.00
9648,0.00,0.00,0.00,-5.00
9660,0.00,0.00,0.00,-5.00
9673,0.00,0.00,0.00,-5.00
9675,0.00,0.00,0.00,-5.00
9691,0.00,0.00,0.00,-5.00
9711,0.00,0.00,0.00,-5.00
9723,0.00,0.00,0.00,-5.00
9723,0.00,0.00,0.00,-5.00
9750,0.00,0.00,0.00,-5.00
9761,0.00,0.00,0.00,-5.00
9761,0.00,0.00,0.00,-5.00
9787,0.00,0.00,0.00,-5.00
9792,0.00,0.00,0.00,-5.00
9809,0.00,0.00,0.00,-5.00
9824,0.00,0.00,0.00,-5.00
9835,0.00,0.00,0.00,-5.00
9849,0.00,0.00,0.00,-5.00
9864,0.00,0.00,0.00,-5.00
9877,0.00,0.00,0.00,-5.00
9889,0.00,0.00,0.00,-5.00
9896,0.00,0.00,0.00,-5.00
9914,0.00,0.00,0.00,-5.00
9923,0.00,0.00,0.00,-5.00
9933,0.00,0.00,0.00,-5.00
9951,0.00,0.00,0.00,-5.00
9964,0.00,0.00,0.00,-5.00
9976,0.00,0.00,0.00,-5.00
9992,0.00,0.00,0.00,-5.00
10004,0.00,0.00,0.00,-5.00
10011,0.00,0.00,0.00,-5.00
10029,0.00,0.00,0.00,-5.00
10042,0.00,0.00,0.00,-5.00
10054,0.00,0.00,0.00,-5.00
10066,0.00,0.00,0.00,-5.00
10078,0.00,0.00,0.00,-5.00
10088,0.00,0.00,0.00,-5.00
10103,0.00,0.00,0.00,-5.00
10114,0.00,0.00,0.00,-5.00
10120,0.00,0.00,0.00,-5.00
10136,0.00,0.00,0.00,-5.00
10156,0.00,0.00,0.00,-5.00
10168,0.00,0.00,0.00,-5.00
10179,0.00,0.00,0.00,-5.00
10179,0.00,0.00,0.00,-5.00
10206,0.00,0.00,0.00,-5.00
10218,0.00,0.00,0.00,-5.00
10230,0.00,0.00,0.00,-5.00
10244,0.00,0.00,0.00,-5.00
10254,0.00,0.00,0.00,-5.00
10270,0.00,0.00,0.00,-5.00
10283,0.00,0.00,0.00,-5.00
10295,0.00,0.00,0.00,-5.00
10301,0.00,0.00,0.00,-5.00
10317,0.00,0.00,0.00,-5.00
10331,0.00,0.00,0.00,-5.00
10331,0.00,0.00,0.00,-5.00
10357,0.00,0.00,0.00,-5.00
10364,0.00,0.00,0.00,-5.00
10381,0.00,0.00,0.00,-5.00
10390,0.00,0.00,0.00,-5.00
10407,0.00,0.00,0.00,-5.00
10413,0.00,0.00,0.00,-5.00
10432,0.00,0.00,0.00,-5.00
10447,0.00,0.00,0.00,-5.00
10459,0.00,0.00,0.00,-5.00
10472,0.00,0.00,0.00,-5.00
10484,0.00,0.00,0.00,-5.00
10496,0.00,0.00,0.00,-5.00
10503,0.00,0.00,0.00,-5.00
10515,0.00,0.00,0.00,-5.00
10530,0.00,0.00,0.00,-5.00
10548,0.00,0.00,0.00,-5.00
10556,0.00,0.00,0.00,-5.00
10568,0.00,0.00,0.00,-5.00
10586,0.00,0.00,0.00,-5.00
10594,0.00,0.00,0.00,-5.00
10610,0.00,0.00,0.00,-5.00
10623,0.00,0.00,0.00,-5.00
10631,0.00,0.00,0.00,-5.00
10647,0.00,0.00,0.00,-5.00
10660,0.00,0.00,0.00,-5.00
10669,0.00,0.00,0.00,-5.00
10688,0.00,0.00,0.00,-5.00
10700,0.00,0.00,0.00,-5.00
10712,0.00,0.00,0.00,-5.00
10723,0.00,0.00,0.00,-5.00
10723,0.00,0.00,0.00,-5.00
10749,0.00,0.00,0.00,-5.00
10759,0.00,0.00,0.00,-5.00
10775,0.00,0.00,0.00,-5.00
10786,0.00,0.00,0.00,-5.00
10797,0.00,0.00,0.00,-5.00
10812,0.00,0.00,0.00,-5.00
10823,0.00,0.00,0.00,-5.00
10840,0.00,0.00,0.00,-5.00
10852,0.00,0.00,0.00,-5.00
10865,0.00,0.00,0.00,-5.00
10877,0.00,0.00,0.00,-5.00
10890,0.00,0.00,0.00,-5.00
10902,0.00,0.00,0.00,-5.00
10914,0.00,0.00,0.00,-5.00
10926,0.00,0.00,0.00,-5.00
10939,0.00,0.00,0.00,-5.00
10951,0.00,0.00,0.00,-5.00
10966,0.00,0.00,0.00,-5.00
10978,0.00,0.00,0.00,-5.00
10991,0.00,0.00,0.00,-5.00
11004,0.00,0.00,0.00,-5.00
11016,0.00,0.00,0.00,-5.00
11029,0.00,0.00,0.00,-5.00
11038,0.00,0.00,0.00,-5.00
11053,0.00,0.00,0.00,-5.00
11065,0.00,0.00,0.00,-5.00
11081,0.00,0.00,0.00,-5.00
11093,0.00,0.00,0.00,-5.00
11106,0.00,0.00,0.00,-5.00
11118,0.00,0.00,0.00,-5.00
11130,0.00,0.00,0.00,-5.00
11143,0.00,0.00,0.00,-5.00
11155,0.00,0.00,0.00,-5.00
11167,0.00,0.00,0.00,-5.00
11180,0.00,0.00,0.00,-5.00
11192,0.00,0.00,0.00,-5.00
11200,0.00,0.00,0.00,-5.00
11220,0.00,0.00,0.00,-5.00
11233,0.00,0.00,0.00,-5.00
11245,0.00,0.00,0.00,-5.00
11258,0.00,0.00,0.00,-5.00
11270,0.00,0.00,0.00,-5.00
11283,0.00,0.00,0.00,-5.00
11295,0.00,0.00,0.00,-5.00
11307,0.00,0.00,0.00,-5.00
11323,0.00,0.00,0.00,-5.00
11335,0.00,0.00,0.00,-5.00
11348,0.00,0.00,0.00,-5.00
11360,0.00,0.00,0.00,-5.00
11373,0.00,0.00,0.00,-5.00
11385,0.00,0.00,0.00,-5.00
11398,0.00,0.00,0.00,-5.00
11410,0.00,0.00,0.00,-5.00
11422,0.00,0.00,0.00,-5.00
11426,0.00,0.00,0.00,-5.00
11443,0.00,0.00,0.00,-5.00
11453,0.00,0.00,0.00,-5.00
11471,0.00,0.00,0.00,-5.00
11486,0.00,0.00,0.00,-5.00
11491,0.00,0.00,0.00,-5.00
11508,0.00,0.00,0.00,-5.00
11525,0.00,0.00,0.00,-5.00
11537,0.00,0.00,0.00,-5.00
11549,0.00,0.00,0.00,-5.00
11564,0.00,0.00,0.00,-5.00
11577,0.00,0.00,0.00,-5.00
11590,0.00,0.00,0.00,-5.00
11602,0.00,0.00,0.00,-5.00
11614,0.00,0.00,0.00,-5.00
11626,0.00,0.00,0.00,-5.00
11639,0.00,0.00,0.00,-5.00
11652,0.00,0.00,0.00,-5.00
11664,0.00,0.00,0.00,-5.00
11679,0.00,0.00,0.00,-5.00
11692,0.00,0.00,0.00,-5.00
11704,0.00,0.00,0.00,-5.00
11715,0.00,0.00,0.00,-5.00
11726,0.00,0.00,0.00,-5.00
11726,0.00,0.00,0.00,-5.00
11753,0.00,0.00,0.00,-5.00
11765,0.00,0.00,0.00,-5.00
11778,0.00,0.00,0.00,-5.00
11793,0.00,0.00,0.00,-5.00
11806,0.00,0.00,0.00,-5.00
11819,0.00,0.00,0.00,-5.00
11832,0.00,0.00,0.00,-5.00
11844,0.00,0.00,0.00,-5.00
11856,0.00,0.00,0.00,-5.00
11868,0.00,0.00,0.00,-5.00
11880,0.00,0.00,0.00,-5.00
11893,0.00,0.00,0.00,-5.00
11909,0.00,0.00,0.00,-5.00
11921,0.00,0.00,0.00,-5.00
11933,0.00,0.00,0.00,-5.00
11946,0.00,0.00,0.00,-5.00
11958,0.00,0.00,0.00,-5.00
11971,0.00,0.00,0.00,-5.00
11983,0.00,0.00,0.00,-5.00
11995,0.00,0.00,0.00,-5.00
12007,0.00,0.00,0.00,-5.00
12019,0.00,0.00,0.00,-5.00
12035,0.00,0.00,0.00,-5.00
12048,0.00,0.00,0.00,-5.00
12058,0.00,0.00,0.00,-5.00
12070,0.00,0.00,0.00,-5.00
12083,0.00,0.00,0.00,-5.00
12098,0.00,0.00,0.00,-5.00
12108,0.00,0.00,0.00,-5.00
12118,0.00,0.00,0.00,-5.00
12134,0.00,0.00,0.00,-5.00
12150,0.00,0.00,0.00,-5.00
12160,0.00,0.00,0.00,-5.00
12167,0.00,0.00,0.00,-5.00
12188,0.00,0.00,0.00,-5.00
12199,0.00,0.00,0.00,-5.00
12213,0.00,0.00,0.00,-5.00
12225,0.00,0.00,0.00,-5.00
12237,0.00,0.00,0.00,-5.00
12249,0.00,0.00,0.00,-5.00
12262,0.00,0.00,0.00,-5.00
12278,0.00,0.00,0.00,-5.00
12289,0.00,0.00,0.00,-5.00
12302,0.00,0.00,0.00,-5.00
12314,0.00,0.00,0.00,-5.00
12327,0.00,0.00,0.00,-5.00
12339,0.00,0.00,0.00,-5.00
12352,0.00,0.00,0.00,-5.00
12364,0.00,0.00,0.00,-5.00
12376,0.00,0.00,0.00,-5.00
12392,0.00,0.00,0.00,-5.00
12405,0.00,0.00,0.00,-5.00
12417,0.00,0.00,0.00,-5.00
12429,0.00,0.00,0.00,-5.00
12442,0.00,0.00,0.00,-5.00
12454,0.00,0.00,0.00,-5.00
12459,0.00,0.00,0.00,-5.00
12476,0.00,0.00,0.00,-5.00
12487,0.00,0.00,0.00,-5.00
12506,0.00,0.00,0.00,-5.00
12519,0.00,0.00,0.00,-5.00
12522,0.00,0.00,0.00,-5.00
12541,0.00,0.00,0.00,-5.00
12551,0.00,0.00,0.00,-5.00
12568,0.00,0.00,0.00,-5.00
12577,0.00,0.00,0.00,-5.00
12593,0.00,0.00,0.00,-5.00
12605,0.00,0.00,0.00,-5.00
12621,0.00,0.00,0.00,-5.00
12633,0.00,0.00,0.00,-5.00
12646,0.00,0.00,0.00,-5.00
12658,0.00,0.00,0.00,-5.00
12671,0.00,0.00,0.00,-5.00
12671,0.00,0.00,0.00,-5.00
12688,0.00,0.00,0.00,-5.00
12707,0.00,0.00,0.00,-5.00
12718,0.00,0.00,0.00,-5.00
12727,0.00,0.00,0.00,-5.00
12748,0.00,0.00,0.00,-5.00
12760,0.00,0.00,0.00,-5.00
12773,0.00,0.00,0.00,-5.00
12784,0.00,0.00,0.00,-5.00
12797,0.00,0.00,0.00,-5.00
12810,0.00,0.00,0.00,-5.00
12822,0.00,0.00,0.00,-5.00
12829,0.00,0.00,0.00,-5.00
12840,0.00,0.00,0.00,-5.00
12863,0.00,0.00,0.00,-5.00
12876,0.00,0.00,0.00,-5.00
12888,0.00,0.00,0.00,-5.00
12888,0.00,0.00,0.00,-5.00
12906,0.00,0.00,0.00,-5.00
12925,0.00,0.00,0.00,-5.00
12938,0.00,0.00,0.00,-5.00
12947,0.00,0.00,0.00,-5.00
12962,0.00,0.00,0.00,-5.00
12973,0.00,0.00,0.00,-5.00
12990,0.00,0.00,0.00,-5.00
13002,0.00,0.00,0.00,-5.00
13015,0.00,0.00,0.00,-5.00
13027,0.00,0.00,0.00,-5.00
13029,0.00,0.00,0.00,-5.00
13052,0.00,0.00,0.00,-5.00
13064,0.00,0.00,0.00,-5.00
13077,0.00,0.00,0.00,-5.00
13089,0.00,0.00,0.00,-5.00
13092,0.00,0.00,0.00,-5.00
13115,0.00,0.00,0.00,-5.00
13130,0.00,0.00,0.00,-5.00
13141,0.00,0.00,0.00,-5.00
13149,0.00,0.00,0.00,-5.00
13160,0.00,0.00,0.00,-5.00
13177,0.00,0.00,0.00,-5.00
13180,0.00,0.00,0.00,-5.00
13197,0.00,0.00,0.00,-5.00
13213,0.00,0.00,0.00,-5.00
13232,0.00,0.00,0.00,-5.00
13244,0.00,0.00,0.00,-5.00
13256,0.00,0.00,0.00,-5.00
13269,0.00,0.00,0.00,-5.00
13281,0.00,0.00,0.00,-5.00
13293,0.00,0.00,0.00,-5.00
13305,0.00,0.00,0.00,-5.00
13318,0.00,0.00,0.00,-5.00
13331,0.00,0.00,0.00,-5.00
13336,0.00,0.00,0.00,-5.00
13353,0.00,0.00,0.00,-5.00
13367,0.00,0.00,0.00,-5.00
13383,0.00,0.00,0.00,-5.00
13385,0.00,0.00,0.00,-5.00
13401,0.00,0.00,0.00,-5.00
13417,0.00,0.00,0.00,-5.00
13434,0.00,0.00,0.00,-5.00
13445,0.00,0.00,0.00,-5.00
13460,0.00,0.00,0.00,-5.00
13471,0.00,0.00,0.00,-5.00
13486,0.00,0.00,0.00,-5.00
13498,0.00,0.00,0.00,-5.00
13511,0.00,0.00,0.00,-5.00
13517,0.00,0.00,0.00,-5.00
13535,0.00,0.00,0.00,-5.00
13543,0.00,0.00,0.00,-5.00
13559,0.00,0.00,0.00,-5.00
13572,0.00,0.00,0.00,-5.00
13586,0.00,0.00,0.00,-5.00
13600,0.00,0.00,0.00,-5.00
13613,0.00,0.00,0.00,-5.00
13625,0.00,0.00,0.00,-5.00
13637,0.00,0.00,0.00,-5.00
13650,0.00,0.00,0.00,-5.00
13662,0.00,0.00,0.00,-5.00
13675,0.00,0.00,0.00,-5.00
13690,0.00,0.00,0.00,-5.00
13697,0.00,0.00,0.00,-5.00
13715,0.00,0.00,0.00,-5.00
13727,0.00,0.00,0.00,-5.00
13739,0.00,0.00,0.00,-5.00
13752,0.00,0.00,0.00,-5.00
13755,0.00,0.00,0.00,-5.00
13777,0.00,0.00,0.00,-5.00
13789,0.00,0.00,0.00,-5.00
13790,0.00,0.00,0.00,-5.00
13816,0.00,0.00,0.00,-5.00
13827,0.00,0.00,0.00,-5.00
13842,0.00,0.00,0.00,-5.00
13844,0.00,0.00,0.00,-5.00
13860,0.00,0.00,0.00,-5.00
13874,0.00,0.00,0.00,-5.00
13891,0.00,0.00,0.00,-5.00
13903,0.00,0.00,0.00,-5.00
13916,0.00,0.00,0.00,-5.00
13932,0.00,0.00,0.00,-5.00
13944,0.00,0.00,0.00,-5.00
13954,0.00,0.00,0.00,-5.00
13961,0.00,0.00,0.00,-5.00
13982,0.00,0.00,0.00,-5.00
13994,0.00,0.00,0.00,-5.00
14006,0.00,0.00,0.00,-5.00
14011,0.00,0.00,0.00,-5.00
14030,0.00,0.00,0.00,-5.00
14042,0.00,0.00,0.00,-5.00
14044,0.00,0.00,0.00,-5.00
14070,0.00,0.00,0.00,-5.00
14077,0.00,0.00,0.00,-5.00
14095,0.00,0.00,0.00,-5.00
14105,0.00,0.00,0.00,-5.00
14121,0.00,0.00,0.00,-5.00
14133,0.00,0.00,0.00,-5.00
14145,0.00,0.00,0.00,-5.00
14157,0.00,0.00,0.00,-5.00
14173,0.00,0.00,0.00,-5.00
14182,0.00,0.00,0.00,-5.00
14189,0.00,0.00,0.00,-5.00
14208,0.00,0.00,0.00,-5.00
14222,0.00,0.00,0.00,-5.00
14225,0.00,0.00,0.00,-5.00
14241,0.00,0.00,0.00,-5.00
14257,0.00,0.00,0.00,-5.00
14272,0.00,0.00,0.00,-5.00
14288,0.00,0.00,0.00,-5.00
14290,0.00,0.00,0.00,-5.00
14313,0.00,0.00,0.00,-5.00
14323,0.00,0.00,0.00,-5.00
14333,0.00,0.00,0.00,-5.00
14351,0.00,0.00,0.00,-5.00
14363,0.00,0.00,0.00,-5.00
14374,0.00,0.00,0.00,-5.00
14387,0.00,0.00,0.00,-5.00
14399,0.00,0.00,0.00,-5.00
14415,0.00,0.00,0.00,-5.00
14422,0.00,0.00,0.00,-5.00
14436,0.00,0.00,0.00,-5.00
14452,0.00,0.00,0.00,-5.00
14462,0.00,0.00,0.00,-5.00
14468,0.00,0.00,0.00,-5.00
14489,0.00,0.00,0.00,-5.00
14501,0.00,0.00,0.00,-5.00
14510,0.00,0.00,0.00,-5.00
14523,0.00,0.00,0.00,-5.00
14538,0.00,0.00,0.00,-5.00
14555,0.00,0.00,0.00,-5.00
14567,0.00,0.00,0.00,-5.00
14579,0.00,0.00,0.00,-5.00
14591,0.00,0.00,0.00,-5.00
14604,0.00,0.00,0.00,-5.00
14617,0.00,0.00,0.00,-5.00
14617,0.00,0.00,0.00,-5.00
14645,0.00,0.00,0.00,-5.00
14645,0.00,0.00,0.00,-5.00
14662,0.00,0.00,0.00,-5.00
14682,0.00,0.00,0.00,-5.00
14694,0.00,0.00,0.00,-5.00
14702,0.00,0.00,0.00,-5.00
14712,0.00,0.00,0.00,-5.00
14724,0.00,0.00,0.00,-5.00
14740,0.00,0.00,0.00,-5.00
