Time,Pressure_in,Pressure_out,Flow,Voltage
19836,0.00,0.00,0.00,4.65
19847,0.00,0.00,0.00,4.59
19859,0.00,0.00,0.00,4.52
19871,0.00,0.00,0.00,4.44
19884,0.00,0.00,0.00,4.37
19898,0.00,0.00,0.00,4.28
19913,0.00,0.00,0.00,4.19
19925,0.00,0.00,0.00,4.10
19937,0.00,0.00,0.00,4.00
19949,0.00,0.00,0.00,3.89
19962,0.00,0.00,0.00,3.79
19974,0.00,0.00,0.00,3.67
19990,0.00,0.00,0.00,3.55
20002,0.00,0.00,0.00,3.43
20004,0.00,0.00,0.00,3.29
20028,0.00,0.00,0.00,3.16
20040,0.00,0.00,0.00,3.03
20052,0.00,0.00,0.00,2.88
20068,0.00,0.00,0.00,2.73
20080,0.00,0.00,0.00,2.59
20093,0.00,0.00,0.00,2.42
20105,0.00,0.00,0.00,2.25
20118,0.00,0.00,0.00,2.10
20130,0.00,0.00,0.00,1.93
20146,0.00,0.00,0.00,1.74
20155,0.00,0.00,0.00,1.57
20170,0.00,0.00,0.00,1.38
20183,0.00,0.00,0.00,1.18
20195,0.00,0.00,0.00,1.00
20208,0.00,0.00,0.00,0.80
20223,0.00,0.00,0.00,0.60
20235,0.00,0.00,0.00,0.39
20248,0.00,0.00,0.00,0.18
20260,0.00,0.00,0.00,-0.01
20273,0.00,0.00,0.00,-0.25
20286,0.00,0.00,0.00,-0.47
20301,0.00,0.00,0.00,-0.68
20313,0.00,0.00,0.00,-0.93
20326,0.00,0.00,0.00,-1.16
20339,0.00,0.00,0.00,-1.38
20351,0.00,0.00,0.00,-1.64
20363,0.00,0.00,0.00,-1.89
20379,0.00,0.00,0.00,-2.12
20391,0.00,0.00,0.00,-2.39
20404,0.00,0.00,0.00,-2.64
20416,0.00,0.00,0.00,-2.88
20429,0.00,0.00,0.00,-3.14
20441,0.00,0.00,0.00,-3.43
20457,0.00,0.00,0.00,-3.68
20469,0.00,0.00,0.00,-3.95
20482,0.00,0.00,0.00,-4.24
20494,0.00,0.00,0.00,-4.50
20507,0.00,0.00,0.00,-4.78
20519,0.00,0.00,0.00,-5.08
20535,0.00,0.00,0.00,-5.34
20547,0.00,0.00,0.00,-5.63
20559,0.00,0.00,0.00,-5.92
20572,0.00,0.00,0.00,-6.21
20584,0.00,0.00,0.00,-6.51
20597,0.00,0.00,0.00,-6.80
20613,0.00,0.00,0.00,-7.10
20625,0.00,0.00,0.00,-7.40
20638,0.00,0.00,0.00,-7.71
20650,0.00,0.00,0.00,-8.01
20662,0.00,0.00,0.00,-8.32
20675,0.00,0.00,0.00,-8.63
20691,0.00,0.00,0.00,-8.94
20703,0.00,0.00,0.00,-9.25
20716,0.00,0.00,0.00,-9.57
20728,0.00,0.00,0.00,-9.86
20740,0.00,0.00,0.00,-10.20
20756,0.00,0.00,0.00,-10.51
20768,0.00,0.00,0.00,-10.81
20781,0.00,0.00,0.00,-11.15
20793,0.00,0.00,0.00,-11.47
20805,0.00,0.00,0.00,-11.77
20818,0.00,0.00,0.00,-12.12
20834,0.00,0.00,0.00,-12.44
20846,0.00,0.00,0.00,-12.74
20859,0.00,0.00,0.00,-13.07
20871,0.00,0.00,0.00,-13.42
20884,0.00,0.00,0.00,-13.74
20896,0.00,0.00,0.00,-14.05
20912,0.00,0.00,0.00,-14.40
20924,0.00,0.00,0.00,-14.72
20937,0.00,0.00,0.00,-15.03
20948,0.00,0.00,0.00,-15.38
20961,0.00,0.00,0.00,-15.70
20977,0.00,0.00,0.00,-16.03
20989,0.00,0.00,0.00,-16.36
21002,0.00,0.00,0.00,-16.68
21014,0.00,0.00,0.00,-17.01
21027,0.00,0.00,0.00,-17.31
21040,0.00,0.00,0.00,-17.66
21055,0.00,0.00,0.00,-17.98
21068,0.00,0.00,0.00,-18.28
21080,0.00,0.00,0.00,-18.62
21093,0.00,0.00,0.00,-18.94
21104,0.00,0.00,0.00,-19.26
21118,0.00,0.00,0.00,-19.58
21133,0.00,0.00,0.00,-19.90
21146,0.00,0.00,0.00,-20.22
21158,0.00,0.00,0.00,-20.51
21171,0.00,0.00,0.00,-20.84
21183,0.00,0.00,0.00,-21.16
21199,0.00,0.00,0.00,-21.44
21211,0.00,0.00,0.00,-21.77
21223,0.00,0.00,0.00,-22.08
21235,0.00,0.00,0.00,-22.36
21248,0.00,0.00,0.00,-22.69
21260,0.00,0.00,0.00,-22.99
21277,0.00,0.00,0.00,-23.29
21288,0.00,0.00,0.00,-23.58
21301,0.00,0.00,0.00,-23.88
21313,0.00,0.00,0.00,-24.17
21326,0.00,0.00,0.00,-24.44
21338,0.00,0.00,0.00,-24.75
21354,0.00,0.00,0.00,-25.03
21367,0.00,0.00,0.00,-25.29
21379,0.00,0.00,0.00,-25.59
21391,0.00,0.00,0.00,-25.86
21404,0.00,0.00,0.00,-26.14
21420,0.00,0.00,0.00,-26.41
21432,0.00,0.00,0.00,-26.67
21445,0.00,0.00,0.00,-26.94
21457,0.00,0.00,0.00,-27.18
21469,0.00,0.00,0.00,-27.46
21481,0.00,0.00,0.00,-27.71
21497,0.00,0.00,0.00,-27.94
21510,0.00,0.00,0.00,-28.21
21522,0.00,0.00,0.00,-28.45
21535,0.00,0.00,0.00,-28.69
21547,0.00,0.00,0.00,-28.93
21562,0.00,0.00,0.00,-29.16
21575,0.00,0.00,0.00,-29.39
21588,0.00,0.00,0.00,-29.61
21600,0.00,0.00,0.00,-29.83
21612,0.00,0.00,0.00,-30.05
21625,0.00,0.00,0.00,-30.27
21641,0.00,0.00,0.00,-30.47
21653,0.00,0.00,0.00,-30.68
21666,0.00,0.00,0.00,-30.88
21678,0.00,0.00,0.00,-31.08
21691,0.00,0.00,0.00,-31.27
21704,0.00,0.00,0.00,-31.46
21719,0.00,0.00,0.00,-31.64
21732,0.00,0.00,0.00,-31.82
21744,0.00,0.00,0.00,-31.99
21757,0.00,0.00,0.00,-32.15
21771,0.00,0.00,0.00,-32.33
21784,0.00,0.00,0.00,-32.49
21796,0.00,0.00,0.00,-32.65
21808,0.00,0.00,0.00,-32.80
21821,0.00,0.00,0.00,-32.94
21834,0.00,0.00,0.00,-33.09
21846,0.00,0.00,0.00,-33.22
21857,0.00,0.00,0.00,-33.36
21869,0.00,0.00,0.00,-33.48
21885,0.00,0.00,0.00,-33.60
21900,0.00,0.00,0.00,-33.72
21910,0.00,0.00,0.00,-33.83
21917,0.00,0.00,0.00,-33.94
21937,0.00,0.00,0.00,-34.04
21953,0.00,0.00,0.00,-34.14
21966,0.00,0.00,0.00,-34.23
21978,0.00,0.00,0.00,-34.32
21990,0.00,0.00,0.00,-34.40
22001,0.00,0.00,0.00,-34.48
22018,0.00,0.00,0.00,-34.55
22030,0.00,0.00,0.00,-34.62
22042,0.00,0.00,0.00,-34.68
22054,0.00,0.00,0.00,-34.74
22067,0.00,0.00,0.00,-34.78
22082,0.00,0.00,0.00,-34.83
22096,0.00,0.00,0.00,-34.87
22108,0.00,0.00,0.00,-34.90
22121,0.00,0.00,0.00,-34.93
22133,0.00,0.00,0.00,-34.96
22146,0.00,0.00,0.00,-34.98
22161,0.00,0.00,0.00,-34.99
22174,0.00,0.00,0.00,-35.00
22186,0.00,0.00,0.00,-35.00
22200,0.00,0.00,0.00,-35.00
22211,0.00,0.00,0.00,-34.99
22223,0.00,0.00,0.00,-34.98
22239,0.00,0.00,0.00,-34.96
22251,0.00,0.00,0.00,-34.93
22264,0.00,0.00,0.00,-34.90
22276,0.00,0.00,0.00,-34.87
22288,0.00,0.00,0.00,-34.83
22304,0.00,0.00,0.00,-34.78
22317,0.00,0.00,0.00,-34.73
22329,0.00,0.00,0.00,-34.68
22341,0.00,0.00,0.00,-34.62
22353,0.00,0.00,0.00,-34.55
22366,0.00,0.00,0.00,-34.48
22382,0.00,0.00,0.00,-34.40
22394,0.00,0.00,0.00,-34.32
22406,0.00,0.00,0.00,-34.23
22420,0.00,0.00,0.00,-34.14
22432,0.00,0.00,0.00,-34.04
22448,0.00,0.00,0.00,-33.93
22460,0.00,0.00,0.00,-33.83
22472,0.00,0.00,0.00,-33.72
22484,0.00,0.00,0.00,-33.60
22497,0.00,0.00,0.00,-33.48
22509,0.00,0.00,0.00,-33.36
22526,0.00,0.00,0.00,-33.22
22538,0.00,0.00,0.00,-33.08
22550,0.00,0.00,0.00,-32.94
22563,0.00,0.00,0.00,-32.80
22575,0.00,0.00,0.00,-32.63
22587,0.00,0.00,0.00,-32.49
22604,0.00,0.00,0.00,-32.33
22616,0.00,0.00,0.00,-32.15
22628,0.00,0.00,0.00,-31.99
22640,0.00,0.00,0.00,-31.82
22653,0.00,0.00,0.00,-31.63
22669,0.00,0.00,0.00,-31.44
22681,0.00,0.00,0.00,-31.27
22694,0.00,0.00,0.00,-31.08
22708,0.00,0.00,0.00,-30.86
22718,0.00,0.00,0.00,-30.68
22732,0.00,0.00,0.00,-30.47
22747,0.00,0.00,0.00,-30.25
22759,0.00,0.00,0.00,-30.04
22771,0.00,0.00,0.00,-29.83
22784,0.00,0.00,0.00,-29.60
22797,0.00,0.00,0.00,-29.37
22812,0.00,0.00,0.00,-29.16
22824,0.00,0.00,0.00,-28.91
22837,0.00,0.00,0.00,-28.67
22849,0.00,0.00,0.00,-28.45
22863,0.00,0.00,0.00,-28.21
22875,0.00,0.00,0.00,-27.94
22890,0.00,0.00,0.00,-27.69
22903,0.00,0.00,0.00,-27.46
22915,0.00,0.00,0.00,-27.18
22927,0.00,0.00,0.00,-26.92
22940,0.00,0.00,0.00,-26.67
22952,0.00,0.00,0.00,-26.39
22968,0.00,0.00,0.00,-26.12
22981,0.00,0.00,0.00,-25.86
22993,0.00,0.00,0.00,-25.59
23005,0.00,0.00,0.00,-25.29
23017,0.00,0.00,0.00,-25.01
23033,0.00,0.00,0.00,-24.74
23047,0.00,0.00,0.00,-24.44
23058,0.00,0.00,0.00,-24.15
23071,0.00,0.00,0.00,-23.88
23083,0.00,0.00,0.00,-23.56
23096,0.00,0.00,0.00,-23.26
23111,0.00,0.00,0.00,-22.99
23124,0.00,0.00,0.00,-22.67
23136,0.00,0.00,0.00,-22.36
23148,0.00,0.00,0.00,-22.06
23156,0.00,0.00,0.00,-21.77
23173,0.00,0.00,0.00,-21.44
23189,0.00,0.00,0.00,-21.13
23199,0.00,0.00,0.00,-20.84
23214,0.00,0.00,0.00,-20.51
23215,0.00,0.00,0.00,-20.19
23240,0.00,0.00,0.00,-19.88
23254,0.00,0.00,0.00,-19.56
23267,0.00,0.00,0.00,-19.24
23279,0.00,0.00,0.00,-18.92
23292,0.00,0.00,0.00,-18.62
23304,0.00,0.00,0.00,-18.28
23317,0.00,0.00,0.00,-17.95
23332,0.00,0.00,0.00,-17.66
23345,0.00,0.00,0.00,-17.31
23357,0.00,0.00,0.00,-16.98
23369,0.00,0.00,0.00,-16.66
23381,0.00,0.00,0.00,-16.33
23398,0.00,0.00,0.00,-16.00
23410,0.00,0.00,0.00,-15.68
23423,0.00,0.00,0.00,-15.35
23435,0.00,0.00,0.00,-15.03
23448,0.00,0.00,0.00,-14.70
23460,0.00,0.00,0.00,-14.37
23476,0.00,0.00,0.00,-14.05
23488,0.00,0.00,0.00,-13.72
23500,0.00,0.00,0.00,-13.39
23513,0.00,0.00,0.00,-13.07
23525,0.00,0.00,0.00,-12.74
23538,0.00,0.00,0.00,-12.42
23554,0.00,0.00,0.00,-12.09
23566,0.00,0.00,0.00,-11.77
23578,0.00,0.00,0.00,-11.45
23590,0.00,0.00,0.00,-11.10
23603,0.00,0.00,0.00,-10.81
23619,0.00,0.00,0.00,-10.49
23631,0.00,0.00,0.00,-10.17
23644,0.00,0.00,0.00,-9.86
23656,0.00,0.00,0.00,-9.54
23669,0.00,0.00,0.00,-9.23
23681,0.00,0.00,0.00,-8.92
23696,0.00,0.00,0.00,-8.60
23709,0.00,0.00,0.00,-8.30
23721,0.00,0.00,0.00,-7.99
23734,0.00,0.00,0.00,-7.68
23746,0.00,0.00,0.00,-7.38
23758,0.00,0.00,0.00,-7.10
23774,0.00,0.00,0.00,-6.78
23788,0.00,0.00,0.00,-6.48
23800,0.00,0.00,0.00,-6.21
23813,0.00,0.00,0.00,-5.90
23824,0.00,0.00,0.00,-5.61
23836,0.00,0.00,0.00,-5.34
23852,0.00,0.00,0.00,-5.04
23865,0.00,0.00,0.00,-4.75
23877,0.00,0.00,0.00,-4.50
23890,0.00,0.00,0.00,-4.22
23902,0.00,0.00,0.00,-3.95
23914,0.00,0.00,0.00,-3.68
23930,0.00,0.00,0.00,-3.41
23943,0.00,0.00,0.00,-3.14
23955,0.00,0.00,0.00,-2.88
23968,0.00,0.00,0.00,-2.62
23980,0.00,0.00,0.00,-2.37
23982,0.00,0.00,0.00,-2.12
24006,0.00,0.00,0.00,-1.87
24016,0.00,0.00,0.00,-1.62
24033,0.00,0.00,0.00,-1.38
24046,0.00,0.00,0.00,-1.15
24057,0.00,0.00,0.00,-0.93
24071,0.00,0.00,0.00,-0.68
24082,0.00,0.00,0.00,-0.46
24099,0.00,0.00,0.00,-0.25
24111,0.00,0.00,0.00,-0.01
24123,0.00,0.00,0.00,0.20
24136,0.00,0.00,0.00,0.39
24148,0.00,0.00,0.00,0.62
24160,0.00,0.00,0.00,0.82
24176,0.00,0.00,0.00,1.00
24189,0.00,0.00,0.00,1.20
24198,0.00,0.00,0.00,1.38
24214,0.00,0.00,0.00,1.57
24223,0.00,0.00,0.00,1.75
24240,0.00,0.00,0.00,1.93
24247,0.00,0.00,0.00,2.10
24264,0.00,0.00,0.00,2.27
24281,0.00,0.00,0.00,2.43
24292,0.00,0.00,0.00,2.59
24301,0.00,0.00,0.00,2.74
24314,0.00,0.00,0.00,2.88
24332,0.00,0.00,0.00,3.03
24347,0.00,0.00,0.00,3.17
24357,0.00,0.00,0.00,3.29
24369,0.00,0.00,0.00,3.43
24381,0.00,0.00,0.00,3.56
24393,0.00,0.00,0.00,3.67
24410,0.00,0.00,0.00,3.79
24422,0.00,0.00,0.00,3.90
24435,0.00,0.00,0.00,4.00
24447,0.00,0.00,0.00,4.10
24457,0.00,0.00,0.00,4.20
24467,0.00,0.00,0.00,4.28
24488,0.00,0.00,0.00,4.37
24498,0.00,0.00,0.00,4.44
24513,0.00,0.00,0.00,4.52
24525,0.00,0.00,0.00,4.59
24537,0.00,0.00,0.00,4.65
24549,0.00,0.00,0.00,4.71
24565,0.00,0.00,0.00,4.76
24578,0.00,0.00,0.00,4.81
24590,0.00,0.00,0.00,4.85
24603,0.00,0.00,0.00,4.89
24614,0.00,0.00,0.00,4.92
24627,0.00,0.00,0.00,4.95
24643,0.00,0.00,0.00,4.97
24655,0.00,0.00,0.00,4.98
24669,0.00,0.00,0.00,4.99
24683,0.00,0.00,0.00,5.00
24692,0.00,0.00,0.00,5.00
24705,0.00,0.00,0.00,4.99
24721,0.00,0.00,0.00,4.98
24732,0.00,0.00,0.00,4.97
24746,0.00,0.00,0.00,4.95
24751,0.00,0.00,0.00,4.92
24765,0.00,0.00,0.00,4.89
24783,0.00,0.00,0.00,4.85
24798,0.00,0.00,0.00,4.81
24811,0.00,0.00,0.00,4.76
24824,0.00,0.00,0.00,4.71
24836,0.00,0.00,0.00,4.65
24848,0.00,0.00,0.00,4.59
24861,0.00,0.00,0.00,4.52
24865,0.00,0.00,0.00,4.44
24889,0.00,0.00,0.00,4.37
24899,0.00,0.00,0.00,4.28
24913,0.00,0.00,0.00,4.19
24927,0.00,0.00,0.00,4.10
24939,0.00,0.00,0.00,4.00
24951,0.00,0.00,0.00,3.89
24967,0.00,0.00,0.00,3.78
24980,0.00,0.00,0.00,3.67
24989,0.00,0.00,0.00,3.55
25003,0.00,0.00,0.00,3.42
25016,0.00,0.00,0.00,3.29
25032,0.00,0.00,0.00,3.17
25044,0.00,0.00,0.00,3.02
25057,0.00,0.00,0.00,2.88
25067,0.00,0.00,0.00,2.74
25081,0.00,0.00,0.00,2.59
25094,0.00,0.00,0.00,2.42
25106,0.00,0.00,0.00,2.27
25123,0.00,0.00,0.00,2.10
25135,0.00,0.00,0.00,1.91
25147,0.00,0.00,0.00,1.75
25160,0.00,0.00,0.00,1.57
25173,0.00,0.00,0.00,1.37
25187,0.00,0.00,0.00,1.20
25200,0.00,0.00,0.00,1.00
25212,0.00,0.00,0.00,0.80
25225,0.00,0.00,0.00,0.60
25238,0.00,0.00,0.00,0.39
25249,0.00,0.00,0.00,0.18
25266,0.00,0.00,0.00,-0.03
25279,0.00,0.00,0.00,-0.25
25291,0.00,0.00,0.00,-0.47
25303,0.00,0.00,0.00,-0.70
25316,0.00,0.00,0.00,-0.93
25327,0.00,0.00,0.00,-1.16
25344,0.00,0.00,0.00,-1.38
25356,0.00,0.00,0.00,-1.64
25368,0.00,0.00,0.00,-1.89
25381,0.00,0.00,0.00,-2.12
25393,0.00,0.00,0.00,-2.39
25405,0.00,0.00,0.00,-2.64
25421,0.00,0.00,0.00,-2.88
25433,0.00,0.00,0.00,-3.16
25446,0.00,0.00,0.00,-3.43
25458,0.00,0.00,0.00,-3.68
25471,0.00,0.00,0.00,-3.97
25483,0.00,0.00,0.00,-4.24
25499,0.00,0.00,0.00,-4.50
25511,0.00,0.00,0.00,-4.78
25524,0.00,0.00,0.00,-5.06
25536,0.00,0.00,0.00,-5.34
25548,0.00,0.00,0.00,-5.63
25563,0.00,0.00,0.00,-5.92
25577,0.00,0.00,0.00,-6.21
25589,0.00,0.00,0.00,-6.51
25603,0.00,0.00,0.00,-6.80
25616,0.00,0.00,0.00,-7.10
25627,0.00,0.00,0.00,-7.40
25639,0.00,0.00,0.00,-7.68
25655,0.00,0.00,0.00,-8.01
25667,0.00,0.00,0.00,-8.32
25679,0.00,0.00,0.00,-8.60
25692,0.00,0.00,0.00,-8.94
25704,0.00,0.00,0.00,-9.25
25716,0.00,0.00,0.00,-9.54
25733,0.00,0.00,0.00,-9.88
25745,0.00,0.00,0.00,-10.20
25758,0.00,0.00,0.00,-10.49
25770,0.00,0.00,0.00,-10.83
25782,0.00,0.00,0.00,-11.15
25795,0.00,0.00,0.00,-11.45
25810,0.00,0.00,0.00,-11.77
25823,0.00,0.00,0.00,-12.12
25829,0.00,0.00,0.00,-12.44
25848,0.00,0.00,0.00,-12.74
25860,0.00,0.00,0.00,-13.09
25876,0.00,0.00,0.00,-13.42
25889,0.00,0.00,0.00,-13.72
25901,0.00,0.00,0.00,-14.07
25913,0.00,0.00,0.00,-14.40
25925,0.00,0.00,0.00,-14.72
25931,0.00,0.00,0.00,-15.03
25954,0.00,0.00,0.00,-15.38
25962,0.00,0.00,0.00,-15.70
25979,0.00,0.00,0.00,-16.00
25987,0.00,0.00,0.00,-16.36
25997,0.00,0.00,0.00,-16.68
26013,0.00,0.00,0.00,-16.98
26032,0.00,0.00,0.00,-17.33
26044,0.00,0.00,0.00,-17.66
26054,0.00,0.00,0.00,-17.98
26069,0.00,0.00,0.00,-18.30
26080,0.00,0.00,0.00,-18.62
26096,0.00,0.00,0.00,-18.94
26110,0.00,0.00,0.00,-19.24
26122,0.00,0.00,0.00,-19.58
26134,0.00,0.00,0.00,-19.90
26147,0.00,0.00,0.00,-20.19
26159,0.00,0.00,0.00,-20.53
26175,0.00,0.00,0.00,-20.84
26180,0.00,0.00,0.00,-21.16
26194,0.00,0.00,0.00,-21.47
26211,0.00,0.00,0.00,-21.77
26214,0.00,0.00,0.00,-22.08
26237,0.00,0.00,0.00,-22.36
26248,0.00,0.00,0.00,-22.69
26261,0.00,0.00,0.00,-22.99
26277,0.00,0.00,0.00,-23.26
26294,0.00,0.00,0.00,-23.58
26304,0.00,0.00,0.00,-23.88
26318,0.00,0.00,0.00,-24.17
26330,0.00,0.00,0.00,-24.46
26343,0.00,0.00,0.00,-24.75
26356,0.00,0.00,0.00,-25.03
26368,0.00,0.00,0.00,-25.31
26380,0.00,0.00,0.00,-25.59
26396,0.00,0.00,0.00,-25.86
26409,0.00,0.00,0.00,-26.12
26421,0.00,0.00,0.00,-26.41
26433,0.00,0.00,0.00,-26.67
26444,0.00,0.00,0.00,-26.94
26461,0.00,0.00,0.00,-27.20
26474,0.00,0.00,0.00,-27.46
26478,0.00,0.00,0.00,-27.71
26500,0.00,0.00,0.00,-27.96
26514,0.00,0.00,0.00,-28.21
26525,0.00,0.00,0.00,-28.45
26539,0.00,0.00,0.00,-28.69
26552,0.00,0.00,0.00,-28.93
26564,0.00,0.00,0.00,-29.16
26576,0.00,0.00,0.00,-29.39
26589,0.00,0.00,0.00,-29.61
26601,0.00,0.00,0.00,-29.83
26616,0.00,0.00,0.00,-30.05
26628,0.00,0.00,0.00,-30.27
26643,0.00,0.00,0.00,-30.47
26655,0.00,0.00,0.00,-30.68
26667,0.00,0.00,0.00,-30.88
26682,0.00,0.00,0.00,-31.08
26695,0.00,0.00,0.00,-31.27
26702,0.00,0.00,0.00,-31.46
26713,0.00,0.00,0.00,-31.64
26732,0.00,0.00,0.00,-31.82
26744,0.00,0.00,0.00,-31.99
26761,0.00,0.00,0.00,-32.16
26773,0.00,0.00,0.00,-32.33
26785,0.00,0.00,0.00,-32.49
26798,0.00,0.00,0.00,-32.65
26811,0.00,0.00,0.00,-32.80
26813,0.00,0.00,0.00,-32.94
26836,0.00,0.00,0.00,-33.10
26846,0.00,0.00,0.00,-33.22
26864,0.00,0.00,0.00,-33.36
26876,0.00,0.00,0.00,-33.48
26885,0.00,0.00,0.00,-33.60
26895,0.00,0.00,0.00,-33.72
26913,0.00,0.00,0.00,-33.83
26930,0.00,0.00,0.00,-33.94
26945,0.00,0.00,0.00,-34.04
26955,0.00,0.00,0.00,-34.14
26966,0.00,0.00,0.00,-34.24
26981,0.00,0.00,0.00,-34.32
26994,0.00,0.00,0.00,-34.40
27007,0.00,0.00,0.00,-34.48
27019,0.00,0.00,0.00,-34.55
27031,0.00,0.00,0.00,-34.62
27044,0.00,0.00,0.00,-34.68
27059,0.00,0.00,0.00,-34.73
27072,0.00,0.00,0.00,-34.78
27082,0.00,0.00,0.00,-34.83
27095,0.00,0.00,0.00,-34.87
27110,0.00,0.00,0.00,-34.90
27125,0.00,0.00,0.00,-34.93
27138,0.00,0.00,0.00,-34.96
27147,0.00,0.00,0.00,-34.98
27161,0.00,0.00,0.00,-34.99
27176,0.00,0.00,0.00,-35.00
27187,0.00,0.00,0.00,-35.00
27203,0.00,0.00,0.00,-35.00
27215,0.00,0.00,0.00,-34.99
27228,0.00,0.00,0.00,-34.98
27240,0.00,0.00,0.00,-34.96
27253,0.00,0.00,0.00,-34.93
27264,0.00,0.00,0.00,-34.90
27279,0.00,0.00,0.00,-34.87
27292,0.00,0.00,0.00,-34.83
27306,0.00,0.00,0.00,-34.78
27317,0.00,0.00,0.00,-34.73
27326,0.00,0.00,0.00,-34.68
27344,0.00,0.00,0.00,-34.62
27359,0.00,0.00,0.00,-34.55
27368,0.00,0.00,0.00,-34.48
27385,0.00,0.00,0.00,-34.40
27396,0.00,0.00,0.00,-34.31
27408,0.00,0.00,0.00,-34.23
27424,0.00,0.00,0.00,-34.14
27436,0.00,0.00,0.00,-34.04
27449,0.00,0.00,0.00,-33.93
27461,0.00,0.00,0.00,-33.83
27474,0.00,0.00,0.00,-33.72
27477,0.00,0.00,0.00,-33.60
27502,0.00,0.00,0.00,-33.48
27513,0.00,0.00,0.00,-33.36
27528,0.00,0.00,0.00,-33.21
27541,0.00,0.00,0.00,-33.09
27552,0.00,0.00,0.00,-32.94
27565,0.00,0.00,0.00,-32.79
27580,0.00,0.00,0.00,-32.63
27596,0.00,0.00,0.00,-32.49
27605,0.00,0.00,0.00,-32.32
27617,0.00,0.00,0.00,-32.15
27629,0.00,0.00,0.00,-31.99
27645,0.00,0.00,0.00,-31.82
27658,0.00,0.00,0.00,-31.63
27670,0.00,0.00,0.00,-31.44
27678,0.00,0.00,0.00,-31.27
27695,0.00,0.00,0.00,-31.06
27709,0.00,0.00,0.00,-30.86
27717,0.00,0.00,0.00,-30.68
27735,0.00,0.00,0.00,-30.46
27745,0.00,0.00,0.00,-30.25
27761,0.00,0.00,0.00,-30.05
27772,0.00,0.00,0.00,-29.83
27785,0.00,0.00,0.00,-29.60
27799,0.00,0.00,0.00,-29.37
27814,0.00,0.00,0.00,-29.16
27828,0.00,0.00,0.00,-28.91
27839,0.00,0.00,0.00,-28.67
27854,0.00,0.00,0.00,-28.45
27867,0.00,0.00,0.00,-28.19
27879,0.00,0.00,0.00,-27.94
27892,0.00,0.00,0.00,-27.69
27904,0.00,0.00,0.00,-27.44
27916,0.00,0.00,0.00,-27.18
27927,0.00,0.00,0.00,-26.92
27943,0.00,0.00,0.00,-26.67
27957,0.00,0.00,0.00,-26.39
27967,0.00,0.00,0.00,-26.12
27978,0.00,0.00,0.00,-25.86
27994,0.00,0.00,0.00,-25.57
28010,0.00,0.00,0.00,-25.29
28022,0.00,0.00,0.00,-25.01
28035,0.00,0.00,0.00,-24.72
28047,0.00,0.00,0.00,-24.44
28059,0.00,0.00,0.00,-24.15
28074,0.00,0.00,0.00,-23.88
28087,0.00,0.00,0.00,-23.56
28099,0.00,0.00,0.00,-23.26
28112,0.00,0.00,0.00,-22.99
28124,0.00,0.00,0.00,-22.67
28137,0.00,0.00,0.00,-22.36
28152,0.00,0.00,0.00,-22.06
28165,0.00,0.00,0.00,-21.75
28178,0.00,0.00,0.00,-21.44
28190,0.00,0.00,0.00,-21.13
28203,0.00,0.00,0.00,-20.82
28215,0.00,0.00,0.00,-20.51
28230,0.00,0.00,0.00,-20.19
28243,0.00,0.00,0.00,-19.90
28255,0.00,0.00,0.00,-19.56
28268,0.00,0.00,0.00,-19.24
28280,0.00,0.00,0.00,-18.92
28297,0.00,0.00,0.00,-18.60
28309,0.00,0.00,0.00,-18.28
28321,0.00,0.00,0.00,-17.95
28334,0.00,0.00,0.00,-17.63
28346,0.00,0.00,0.00,-17.31
28358,0.00,0.00,0.00,-16.98
28375,0.00,0.00,0.00,-16.63
28387,0.00,0.00,0.00,-16.33
28399,0.00,0.00,0.00,-16.00
28411,0.00,0.00,0.00,-15.68
28423,0.00,0.00,0.00,-15.35
28440,0.00,0.00,0.00,-15.03
28452,0.00,0.00,0.00,-14.70
28464,0.00,0.00,0.00,-14.35
28477,0.00,0.00,0.00,-14.05
28489,0.00,0.00,0.00,-13.72
28501,0.00,0.00,0.00,-13.37
28517,0.00,0.00,0.00,-13.07
28530,0.00,0.00,0.00,-12.74
28543,0.00,0.00,0.00,-12.42
28556,0.00,0.00,0.00,-12.09
28567,0.00,0.00,0.00,-11.77
28580,0.00,0.00,0.00,-11.45
28592,0.00,0.00,0.00,-11.10
28608,0.00,0.00,0.00,-10.81
28610,0.00,0.00,0.00,-10.49
28633,0.00,0.00,0.00,-10.15
28646,0.00,0.00,0.00,-9.86
28660,0.00,0.00,0.00,-9.54
28674,0.00,0.00,0.00,-9.20
28686,0.00,0.00,0.00,-8.92
28698,0.00,0.00,0.00,-8.60
28711,0.00,0.00,0.00,-8.30
28723,0.00,0.00,0.00,-7.99
28739,0.00,0.00,0.00,-7.68
28751,0.00,0.00,0.00,-7.38
28764,0.00,0.00,0.00,-7.08
28776,0.00,0.00,0.00,-6.78
28788,0.00,0.00,0.00,-6.48
28801,0.00,0.00,0.00,-6.19
28813,0.00,0.00,0.00,-5.90
28829,0.00,0.00,0.00,-5.61
28841,0.00,0.00,0.00,-5.34
28852,0.00,0.00,0.00,-5.04
28866,0.00,0.00,0.00,-4.75
28878,0.00,0.00,0.00,-4.50
28891,0.00,0.00,0.00,-4.20
28906,0.00,0.00,0.00,-3.95
28920,0.00,0.00,0.00,-3.68
28932,0.00,0.00,0.00,-3.39
28944,0.00,0.00,0.00,-3.14
28958,0.00,0.00,0.00,-2.88
28969,0.00,0.00,0.00,-2.60
