Time,Length,Pressure,Force
2,0.00,0.4,0.00
2,0.00,0.4,0.00
2,0.00,0.401,0.00
3,0.00,0.4,0.00
3,0.00,0.4,0.00
3,0.00,0.4,0.00
4,0.00,0.401,0.00
4,0.00,0.4,0.00
4,0.00,0.4,0.00
5,0.00,0.4,0.00
5,0.00,0.401,0.00
6,0.00,0.4,0.00
6,0.00,0.4,0.00
6,0.00,0.4,0.00
17,0.00,0.4,0.00
37,0.00,0.4,0.00
57,0.00,0.4,0.00
78,0.00,0.4,0.00
95,0.00,0.4,0.00
112,0.00,0.4,0.00
133,0.00,0.4,0.00
156,0.00,0.399,0.00
176,0.00,0.4,0.00
196,0.00,0.399,0.00
217,0.00,0.4,0.00
237,0.00,0.399,0.00
254,0.00,0.4,0.00
274,0.00,0.399,0.00
295,0.00,0.4,0.00
315,0.00,0.4,0.00
336,0.00,0.399,0.00
357,0.00,0.399,0.00
376,0.00,0.4,0.00
397,0.00,0.399,0.00
418,0.00,0.4,0.00
434,0.00,0.399,0.00
455,0.00,0.399,0.00
475,0.00,0.4,0.00
496,0.00,0.4,0.00
516,0.00,0.399,0.00
536,0.00,0.4,0.00
557,0.00,0.4,0.00
577,0.00,0.399,0.00
592,0.00,0.4,0.00
614,0.00,0.399,0.00
635,0.00,0.4,0.00
656,0.00,0.399,0.00
676,0.00,0.4,0.00
696,0.00,0.4,0.00
716,0.00,0.4,0.00
733,0.00,0.4,0.00
754,0.00,0.4,0.00
774,0.00,0.4,0.00
792,0.00,0.399,0.00
816,0.00,0.4,0.00
836,0.00,0.4,0.00
854,0.00,0.4,0.00
876,0.00,0.4,0.00
893,0.00,0.4,0.00
913,0.00,0.399,0.00
933,0.00,0.399,0.00
954,0.00,0.4,0.00
974,0.00,0.399,0.00
996,0.00,0.399,0.00
1016,0.00,0.399,0.00
1036,0.00,0.399,0.00
1053,0.00,0.4,0.00
1073,0.00,0.4,0.00
1094,0.00,0.399,0.00
1114,0.00,0.4,0.00
1134,0.00,0.4,0.00
1153,0.00,0.399,0.00
1176,0.00,0.399,0.00
1191,0.00,0.4,0.00
1213,0.00,0.4,0.00
1231,0.00,0.4,0.00
1253,0.00,0.399,0.00
1274,0.00,0.4,0.00
1295,0.00,0.399,0.00
1315,0.00,0.4,0.00
1336,0.00,0.4,0.00
1351,0.00,0.4,0.00
1372,0.00,0.4,0.00
1392,0.00,0.399,0.00
1414,0.00,0.4,0.00
1433,0.00,0.399,0.00
1454,0.00,0.4,0.00
1474,0.00,0.4,0.00
1495,0.00,0.4,0.00
1512,0.00,0.4,0.00
1532,0.00,0.399,0.00
1553,0.00,0.4,0.00
1573,0.00,0.399,0.00
1593,0.00,0.399,0.00
1614,0.00,0.4,0.00
1633,0.00,0.4,0.00
1655,0.00,0.4,0.00
1670,0.00,0.399,0.00
1692,0.00,0.399,0.00
1712,0.00,0.4,0.00
1733,0.00,0.4,0.00
1753,0.00,0.4,0.00
1774,0.00,0.399,0.00
1794,0.00,0.4,0.00
1815,0.00,0.399,0.00
1831,0.00,0.4,0.00
1852,0.00,0.399,0.00
1872,0.00,0.399,0.00
1892,0.00,0.399,0.00
1913,0.00,0.4,0.00
1933,0.00,0.4,0.00
1954,0.00,0.399,0.00
1974,0.00,0.4,0.00
1990,0.00,0.4,0.00
2011,0.10,0.399,0.00
2031,0.30,0.4,0.10
2052,0.60,0.4,0.40
2071,0.80,0.401,0.90
2092,1.00,0.401,1.50
2113,1.20,0.401,1.90
2134,1.40,0.401,2.30
2154,1.70,0.401,2.80
