time,p,voltage
3.904,-0.002,10.00
3.916,-0.002,-1.28
3.928,-0.001,-1.10
3.941,-0.002,-0.86
3.953,-0.002,-0.73
3.965,-0.002,-0.57
3.977,-0.003,-0.39
3.986,-0.003,-0.27
3.998,-0.003,-0.10
4.01,-0.002,0.05
4.022,0.11399999999999999,0.28
4.034,0.179,6.26
4.048,0.129,9.66
4.059,0.10300000000000001,7.30
4.071,0.093,6.17
4.083,0.093,5.84
4.096,0.09,5.99
4.109,0.09,5.95
4.121,0.092,6.10
4.132,0.093,6.37
4.145,0.093,6.57
4.158,0.092,6.69
4.166,0.088,6.77
4.178,0.08199999999999999,6.72
4.19,0.075,6.55
4.202,0.06999999999999999,6.30
4.215,0.066,6.18
4.228,0.064,6.12
4.24,0.063,6.11
4.252,0.063,6.17
4.264,0.063,6.28
4.277,0.063,6.38
4.289,0.06,6.50
4.301,0.056999999999999995,6.47
4.314,0.05500000000000001,6.38
4.326,0.054000000000000006,6.42
4.338,0.049,6.46
4.35,0.047,6.29
4.359,0.048,6.26
4.371,0.044,6.41
4.383,0.046,6.30
4.396,0.043,6.44
4.408,0.04,6.39
4.42,0.04,6.28
4.432,0.037,6.34
4.445,0.036,6.28
4.457,0.038,6.29
4.469,0.034999999999999996,6.47
4.481,0.032,6.33
4.494,0.033,6.26
4.506,0.032,6.37
4.518,0.032,6.35
4.531,0.03,6.39
4.539,0.028999999999999998,6.31
4.552,0.026000000000000002,6.28
4.564,0.027000000000000003,6.19
4.576,0.026000000000000002,6.27
4.588,0.026000000000000002,6.24
4.6,0.026000000000000002,6.26
4.613,0.025,6.28
4.625,0.026000000000000002,6.23
4.637,0.024,6.30
4.649,0.025,6.18
4.662,0.025,6.25
4.674,0.024,6.25
4.686,0.025,6.18
4.698,0.022,6.23
4.711,0.024,6.10
4.722,0.024,6.15
4.731,0.025,6.13
4.743,0.022,6.17
4.755,0.022,6.02
4.768,0.022,5.99
4.78,0.024,5.97
4.793,0.024,5.99
4.805,0.025,5.95
4.817,0.025,5.97
4.83,0.026000000000000002,5.93
4.842,0.026000000000000002,5.94
4.854,0.027000000000000003,5.89
4.866,0.027000000000000003,5.89
4.878,0.028999999999999998,5.84
4.891,0.028999999999999998,5.83
4.903,0.03,5.77
4.915,0.031,5.76
