Parameter,Value
c3_0_e,2.8512571397673834
c2_0_e,0.28663489133825093
c1_0_e,-0.001189293158577108
c0_0_e,2.130508294630488
c3_1_e,-2.5510677672398443
c2_1_e,0.3833771166960599
c1_1_e,-0.0040790041000198
c0_1_e,4.067588031100154
c3_0_c,3.5779744147361754
c2_0_c,0.2629326374393092
c1_0_c,0.000258851828110341
c0_0_c,0.9397935835962968
c3_1_c,-3.236315133835054
c2_1_c,0.41198518320938465
c1_1_c,-0.0029136632104019263
c0_1_c,2.877852780904965
c3_e,-0.12809012144611578
c2_e,0.27548923084454435
c1_e,-0.0017410784810937944
c0_e,3.266726242827077
c3_c,-0.3414170473470487
c2_c,0.30411151980242146
c1_c,-0.0006043284462004394
c0_c,1.8685961284132866
