Parameter,Value
c3_0_e,6.909991669380443
c2_0_e,0.08522278064114155
c1_0_e,3.071287175882176e-05
c0_0_e,2.9369605431822117
c3_1_e,9.459179116137843
c2_1_e,0.15745692771326544
c1_1_e,-0.0008029887311927598
c0_1_e,1.838320077634215
c3_2_e,24.524821800763586
c2_2_e,0.2840246525960344
c1_2_e,-0.0030378088486209334
c0_2_e,-5.251365525227533
c3_3_e,22.29335137821646
c2_3_e,0.38021421179657316
c1_3_e,-0.004540727583568712
c0_3_e,-8.279350624659067
c3_4_e,7.516600450099208
c2_4_e,0.5181563079746365
c1_4_e,-0.005041338937715539
c0_4_e,-6.985990401662716
c3_0_c,18.58415691924507
c2_0_c,0.2526066637680123
c1_0_c,-0.0016156944522356658
c0_0_c,0.3140088343045948
c3_1_c,16.573410898469586
c2_1_c,0.37927575959284776
c1_1_c,-0.003194275807275354
c0_1_c,-1.2270755911102482
c3_2_c,12.577078703836333
c2_2_c,0.484391094519692
c1_2_c,-0.0048206914960966
c0_2_c,-2.53479295495619
c3_3_c,8.478696096171559
c2_3_c,0.5891485619346322
c1_3_c,-0.006564494044171083
c0_3_c,-3.583201165313035
c3_4_c,-6.521272890376971
c2_4_c,0.5813996100465285
c1_4_c,-0.005213433993759742
c0_4_c,0.5949549801461392
c3_e,-8.281255062817012
c2_e,0.39661074074217134
c1_e,-0.00302419005236877
c0_e,5.0668130452379625
c3_c,-9.156615036465945
c2_c,0.4381383022688794
c1_c,-0.0030039702724143124
c0_c,4.508883979183473
