Parameter,Value
c3_0_e,3.54713191573266
c2_0_e,0.14331132218636483
c1_0_e,-0.0006006986151141421
c0_0_e,1.712325698209387
c3_1_e,-4.944048175632381
c2_1_e,0.28136437377874274
c1_1_e,-0.002508324033059461
c0_1_e,4.03237090445651
c3_0_c,5.248515796484572
c2_0_c,0.09805623639914712
c1_0_c,0.0001584768746473875
c0_0_c,0.9350856810678569
c3_1_c,-4.150079328180907
c2_1_c,0.2671828204373144
c1_1_c,-0.001838643852807906
c0_1_c,2.8927576648876276
c3_e,-2.4009419061619277
c2_e,0.22698898668218573
c1_e,-0.0016345624913636065
c0_e,2.963703383981785
c3_c,-1.639953415587405
c2_c,0.20861259138721036
c1_c,-0.0008919462897833914
c0_c,1.9434537781190862
