Parameter,Value
c3_0_e,2.658936810644471
c2_0_e,0.1414131064618988
c1_0_e,-0.0006901302537073189
c0_0_e,2.0120336028625987
c3_1_e,-3.6300132604194175
c2_1_e,0.22119491923294102
c1_1_e,-0.0017285004597787637
c0_1_e,4.008480833062423
c3_0_c,1.6773614996885937
c2_0_c,0.18705095383537937
c1_0_c,-0.0008132808530584303
c0_0_c,1.2996746525917326
c3_1_c,-4.627981727278294
c2_1_c,0.24210423190172667
c1_1_c,-0.001544883036295998
c0_1_c,3.4861851785042988
c3_e,-1.6543392029616995
c2_e,0.20801153201182923
c1_e,-0.00144683511464512
c0_e,2.8931290460339527
c3_c,-2.344550289531244
c2_c,0.2512191733288182
c1_c,-0.0015450918587205055
c0_c,2.0313490613673446
