Parameter,Value
c3_0_e,7.97093834768424
c2_0_e,0.06638718682765143
c1_0_e,0.00015707489759484076
c0_0_e,2.8803605563037666
c3_1_e,10.797980588971491
c2_1_e,0.1301827800333136
c1_1_e,-0.0005924577167410309
c0_1_e,1.6844652317517885
c3_2_e,3.8959685753873
c2_2_e,0.1975990881009878
c1_2_e,-0.0011969800348540895
c0_2_e,2.6061717383418275
c3_3_e,4.382408226926358
c2_3_e,0.33250435508611154
c1_3_e,-0.0031188107835310942
c0_3_e,0.7787108014004819
c3_4_e,7.876766518216032
c2_4_e,0.35376097992215005
c1_4_e,-0.0033341866443913804
c0_4_e,-4.132961216489413
c3_0_c,18.48475309808033
c2_0_c,0.29905157270177724
c1_0_c,-0.0019978096885894516
c0_0_c,0.0901575623629952
c3_1_c,15.035558771969603
c2_1_c,0.42324996166941703
c1_1_c,-0.0035875192782893095
c0_1_c,-1.1574922863492918
c3_2_c,13.617074338857453
c2_2_c,0.5831452249797762
c1_2_c,-0.00587359080686981
c0_2_c,-3.884090505129465
c3_3_c,7.555868351599551
c2_3_c,0.5939637014233187
c1_3_c,-0.006534967138489931
c0_3_c,-3.271244646968163
c3_4_c,0.6158939154027603
c2_4_c,0.5364400063657377
c1_4_c,-0.004626380631075643
c0_4_c,-3.0715899774928133
c3_e,-4.3526023836987076
c2_e,0.28775606945835563
c1_e,-0.0019265217710727678
c0_e,4.595152383378524
c3_c,-8.089392655928792
c2_c,0.4214399366443913
c1_c,-0.0028332677960145633
c0_c,4.225531281897551
