Parameter,Value
c3_0_e,5.865973136161632
c2_0_e,0.182378255257782
c1_0_e,-0.00022789745845448346
c0_0_e,1.562737499813453
c3_1_e,-6.68156692840948
c2_1_e,0.30337121792227695
c1_1_e,-0.002245139696256602
c0_1_e,6.635140537924244
c3_0_c,0.5746864543424156
c2_0_c,0.38312576717373586
c1_0_c,-0.0011610953059549244
c0_0_c,0.09327784272373808
c3_1_c,-7.938185419099838
c2_1_c,0.3800935355910858
c1_1_c,-0.002447020156888546
c0_1_c,4.801169372357097
c3_e,-1.1246279324252453
c2_e,0.2566544522350603
c1_e,-0.0013518619291070899
c0_e,3.5347820710551905
c3_c,-2.0274817918389263
c2_c,0.3133839760038826
c1_c,-0.001232450472184696
c0_c,1.8931717671710127
