Parameter,Value
c3_0_e,3.9215121138542473
c2_0_e,0.16630382002916935
c1_0_e,-0.000829218959376573
c0_0_e,1.5504260934927705
c3_1_e,-4.178251857612586
c2_1_e,0.25789461991584356
c1_1_e,-0.0021607363577061042
c0_1_e,3.763395110446271
c3_0_c,1.9917791919712002
c2_0_c,0.1443071795996343
c1_0_c,-0.00018338632653247652
c0_0_c,1.3081642261884563
c3_1_c,-7.482471429732628
c2_1_c,0.318945740068717
c1_1_c,-0.0027434850403699846
c0_1_c,4.465352072451084
c3_e,-2.448486220364015
c2_e,0.22562044015360877
c1_e,-0.0016221610377574484
c0_e,2.991312946806629
c3_c,-1.7667355687053843
c2_c,0.20963174763564507
c1_c,-0.0008937556780461668
c0_c,1.9766000417176732
