Parameter,Value
c3_0_e,2.730537502101502
c2_0_e,0.16494133339687111
c1_0_e,-0.0008091863597243907
c0_0_e,1.800609255364215
c3_1_e,-5.172957907116189
c2_1_e,0.2928475623350313
c1_1_e,-0.0026892214424298487
c0_1_e,4.088215986007393
c3_0_c,3.2252154899425367
c2_0_c,0.121946475438093
c1_0_c,4.569400772146729e-06
c0_0_c,1.1590122367565434
c3_1_c,-6.058870467787791
c2_1_c,0.28055449429935136
c1_1_c,-0.0020783651072891866
c0_1_c,3.9306997805664294
c3_e,-2.4929024042986274
c2_e,0.23141448460147263
c1_e,-0.0017239502225461375
c0_e,3.0132314070189086
c3_c,-1.6553540523624601
c2_c,0.20960700441213234
c1_c,-0.0008935310177996432
c0_c,1.9477597979849208
