Parameter,Value
c3_0_e,20.71300527878407
c2_0_e,0.21438768716753726
c1_0_e,-0.0003816618437247003
c0_0_e,-0.8961105016872299
c3_1_e,19.87354722615629
c2_1_e,0.17186000497620427
c1_1_e,-0.00039800473896288966
c0_1_e,-1.7719581744624044
c3_2_e,12.689282130954306
c2_2_e,0.2319188740870651
c1_2_e,-0.0014567933944240046
c0_2_e,-1.0923467325084892
c3_3_e,-1.8382392976970912
c2_3_e,0.40443788158786137
c1_3_e,-0.004187055306018893
c0_3_e,3.6095292471483664
c3_4_e,-7.347299433285498
c2_4_e,0.4744147083659833
c1_4_e,-0.005769411346569352
c0_4_e,6.4853101684093835
c3_0_c,13.304427965509113
c2_0_c,0.5715073621819369
c1_0_c,-0.0035843102473549658
c0_0_c,-1.405654549177046
c3_1_c,11.760975344570296
c2_1_c,0.5145619079716247
c1_1_c,-0.004247898976357168
c0_1_c,-1.5413172108517705
c3_2_c,10.181401324739024
c2_2_c,0.5352286129400606
c1_2_c,-0.005614271375829608
c0_2_c,-2.156846981547433
c3_3_c,14.110362509455827
c2_3_c,0.6479261861277983
c1_3_c,-0.008526706345023238
c0_3_c,-6.422855116714204
c3_4_c,26.525421714608452
c2_4_c,0.7007761614771716
c1_4_c,-0.010242511047724223
c0_4_c,-17.736335976319012
c3_e,-0.8859035606157248
c2_e,0.29592647173457004
c1_e,-0.001882054084867524
c0_e,3.489776003979534
c3_c,-1.3388217244413934
c2_c,0.3604414159023546
c1_c,-0.002030970703730257
c0_c,2.325743653439241
