Parameter,Value
c3_0_e,4.43780610052893
c2_0_e,0.25545442625984416
c1_0_e,-0.0009166877004352481
c0_0_e,2.059400402188801
c3_1_e,-4.949626947145706
c2_1_e,0.4455922198239082
c1_1_e,-0.0048869011977247445
c0_1_e,4.707764624902751
c3_0_c,3.603467063996598
c2_0_c,0.24819497773421428
c1_0_c,0.0003548471920539773
c0_0_c,1.1937399246677585
c3_1_c,-4.713547198460358
c2_1_c,0.3984162484020046
c1_1_c,-0.0026465541605295013
c0_1_c,3.6644478201483466
c3_e,-2.256158066058883
c2_e,0.35382841087675065
c1_e,-0.0029185792772269104
c0_e,3.663977776041616
c3_c,-1.5251911915458891
c2_c,0.3182559245799892
c1_c,-0.0008338825157752493
c0_c,2.3083387049458683
