Parameter,Value
c3_0_e,7.748328069052145
c2_0_e,0.07863332845685124
c1_0_e,2.203036796840514e-05
c0_0_e,2.8646167846848725
c3_1_e,-10.928600037677008
c2_1_e,0.3856516701866622
c1_1_e,-0.003123479009621975
c0_1_e,7.165897898659861
c3_0_c,6.569383592714612
c2_0_c,0.1305335668421093
c1_0_c,-0.0003221820672232703
c0_0_c,2.6098874215210333
c3_1_c,-12.41205951807388
c2_1_c,0.428607709402783
c1_1_c,-0.003106321714836057
c0_1_c,6.703314941016494
c3_e,-6.024908903956881
c2_e,0.33694278763345664
c1_e,-0.0024418421820354944
c0_e,4.853344112743508
c3_c,-8.908041823469262
c2_c,0.4569234878055516
c1_c,-0.0032540516605248896
c0_c,4.373758381797244
