Parameter,Value
c3_0_e,118.2745073553202
c2_0_e,0.34260896002755814
c1_0_e,-0.0009841605862665464
c0_0_e,-17.78377800817033
c3_1_e,32.63890828960358
c2_1_e,0.13756272125238353
c1_1_e,-0.0003707232697179963
c0_1_e,-4.964931229762555
c3_2_e,25.139096366557304
c2_2_e,0.10906923817964637
c1_2_e,-0.0003883566973195992
c0_2_e,-4.511082409180124
c3_3_e,22.296383470835554
c2_3_e,0.3001631737132208
c1_3_e,-0.002317623098455624
c0_3_e,-7.915746521901662
c3_4_e,21.947438578362288
c2_4_e,0.2689767477360397
c1_4_e,-0.002082158059056672
c0_4_e,-12.667988545019684
c3_0_c,9.16190720668788
c2_0_c,0.4875998367481722
c1_0_c,-0.001323805004573513
c0_0_c,-1.9776305002741081
c3_1_c,8.50044901805932
c2_1_c,0.399276972061353
c1_1_c,-0.0019708781834769586
c0_1_c,-0.9253671788924273
c3_2_c,7.301531199909752
c2_2_c,0.38869353838403436
c1_2_c,-0.0025969387360436943
c0_2_c,-0.673165634788761
c3_3_c,4.124211555248336
c2_3_c,0.483866735676847
c1_3_c,-0.0036842860585645865
c0_3_c,-1.691418296456
c3_4_c,2.9246909078730505
c2_4_c,0.5294741715239515
c1_4_c,-0.004873939553985666
c0_4_c,-3.354226563326716
c3_e,-2.7234981367850546
c2_e,0.31388282159957354
c1_e,-0.0022148009099859024
c0_e,4.0120235917379015
c3_c,-1.6758672667815782
c2_c,0.27743152555395567
c1_c,-0.0006356600017289736
c0_c,1.9680659867492287
