Parameter,Value
c3_0_e,12.001647512983642
c2_0_e,0.3606023008053812
c1_0_e,-0.0020252936884025013
c0_0_e,0.16699215138957585
c3_1_e,10.371746870941022
c2_1_e,0.25862954577116704
c1_1_e,-0.0015127539613446791
c0_1_e,0.5655712546350093
c3_2_e,6.042984827459629
c2_2_e,0.3196687031898828
c1_2_e,-0.002618432618225248
c0_2_e,0.8424536708590693
c3_3_e,-2.3577525291823966
c2_3_e,0.4363048630100532
c1_3_e,-0.004761316589491942
c0_3_e,3.490530739286867
c3_4_e,-10.340768066806644
c2_4_e,0.537830354812818
c1_4_e,-0.0067988921600863755
c0_4_e,7.692347363123516
c3_0_c,16.060558772194383
c2_0_c,0.575529753206419
c1_0_c,-0.0035955116602499147
c0_0_c,-1.8803100091150293
c3_1_c,11.279989733189423
c2_1_c,0.5237323439324638
c1_1_c,-0.004438497727333305
c0_1_c,-1.3935677597299791
c3_2_c,9.868392582987948
c2_2_c,0.5753042365380499
c1_2_c,-0.006121368191720786
c0_2_c,-2.4059358295358284
c3_3_c,6.137171753572043
c2_3_c,0.6432535790276874
c1_3_c,-0.008109170460189873
c0_3_c,-2.754909917320804
c3_4_c,-11.26341981443504
c2_4_c,0.6436551247461367
c1_4_c,-0.008086165060237948
c0_4_c,6.1884947773092165
c3_e,-2.256158066058883
c2_e,0.35382841087675065
c1_e,-0.0029185792772269104
c0_e,3.663977776041616
c3_c,-1.5251911915458891
c2_c,0.3182559245799892
c1_c,-0.0008338825157752493
c0_c,2.3083387049458683
