Parameter,Value
c3_0_e,9.054400875397857
c2_0_e,0.09505735120877387
c1_0_e,0.0003179054465816383
c0_0_e,1.5744937869980664
c3_1_e,-7.846063183018065
c2_1_e,0.3981599015324798
c1_1_e,-0.003458947874628028
c0_1_e,6.429247100590229
c3_0_c,9.117965251911391
c2_0_c,0.12507346211465564
c1_0_c,0.0007680837232314064
c0_0_c,0.014223877096972707
c3_1_c,-10.878393731343055
c2_1_c,0.43116055542382214
c1_1_c,-0.003224269966227365
c0_1_c,6.267472278440901
c3_e,0.0705967824271402
c2_e,0.2186115810051744
c1_e,-0.0008917601451720559
c0_e,3.2501991705668
c3_c,0.02041361227101464
c2_c,0.2423668568952029
c1_c,-0.00039848627632271014
c0_c,1.5617499272725033
