Parameter,Value
c3_0_e,5.115064757559774
c2_0_e,0.10806818367843167
c1_0_e,-0.00021728073330707837
c0_0_e,3.3563551088911163
c3_1_e,-12.716308768976408
c2_1_e,0.43027278480209835
c1_1_e,-0.0034016355581005585
c0_1_e,7.112631087607354
c3_0_c,-2.896002155660677
c2_0_c,0.3444812648404996
c1_0_c,-0.002448122434675408
c0_0_c,3.6443000073800556
c3_1_c,-17.341410588532018
c2_1_c,0.5877724202667224
c1_1_c,-0.005603732219166446
c0_1_c,7.987536414725358
c3_e,-9.03291266645907
c2_e,0.4109951728718654
c1_e,-0.003053962299441002
c0_e,5.157632558343496
c3_c,-10.80432839682982
c2_c,0.4960315763555555
c1_c,-0.00398781852214094
c0_c,4.900728282674353
