Parameter,Value
c3_0_e,24.207000136246016
c2_0_e,0.15807270029629178
c1_0_e,-7.898046997846411e-05
c0_0_e,-1.378213585508028
c3_1_e,39.38788025857385
c2_1_e,0.03989547380274354
c1_1_e,0.000432553970234885
c0_1_e,-6.050705534767413
c3_2_e,15.56952604809258
c2_2_e,0.10746168349417129
c1_2_e,-0.00026027715289333585
c0_2_e,-0.5187657781481141
c3_3_e,11.789883778870397
c2_3_e,0.17911699018782387
c1_3_e,-0.0011684800312519365
c0_3_e,-1.308948553832383
c3_4_e,7.668598221081211
c2_4_e,0.266542857696032
c1_4_e,-0.002080663748053425
c0_4_e,-2.2630651808953193
c3_0_c,-50.963348019875845
c2_0_c,0.41124077114067364
c1_0_c,-0.0012920068749746542
c0_0_c,8.795583740953765
c3_1_c,17.29070232514953
c2_1_c,0.37713585875385186
c1_1_c,-0.001902316282390577
c0_1_c,-2.8576254155649594
c3_2_c,-40.3861234785755
c2_2_c,0.417570183493631
c1_2_c,-0.0028367393790127483
c0_2_c,16.16745342978585
c3_3_c,7.21696603450181
c2_3_c,0.42523289229607214
c1_3_c,-0.00344466342394069
c0_3_c,-2.3108318165848685
c3_4_c,5.998242675563862
c2_4_c,0.4951573254326412
c1_4_c,-0.004519479051499155
c0_4_c,-4.636903325266819
c3_e,-0.7448869503709905
c2_e,0.21176643715150878
c1_e,-0.0011027005965932723
c0_e,4.393294240599366
c3_c,-2.2741225186885043
c2_c,0.29140959830696567
c1_c,-0.001255729968239295
c0_c,2.7704977104782564
