Parameter,Value
c3_0_e,21.792062742837086
c2_0_e,0.08288358895503839
c1_0_e,-0.00013926228477351306
c0_0_e,-1.385508077534804
c3_1_e,15.895627622672825
c2_1_e,0.09036987525819976
c1_1_e,-0.00032543471074002417
c0_1_e,-1.3058738597948316
c3_2_e,2.405595303889411
c2_2_e,0.21553105972742717
c1_2_e,-0.0016483865406878059
c0_2_e,1.434721748346369
c3_3_e,1.6437880162336163
c2_3_e,0.2299178341043621
c1_3_e,-0.0020392737859038887
c0_3_e,1.354878342760819
c3_4_e,0.36052329713961934
c2_4_e,0.28605997595852345
c1_4_e,-0.0026741089456162343
c0_4_e,0.3770343001410891
c3_0_c,10.882070493862551
c2_0_c,0.2892758844323401
c1_0_c,-0.0014324726707777775
c0_0_c,-0.8057955182391673
c3_1_c,9.296088747541937
c2_1_c,0.24043709691810508
c1_1_c,-0.0014713247423969744
c0_1_c,-0.7405615217528497
c3_2_c,6.7275707727417595
c2_2_c,0.2892558080528548
c1_2_c,-0.0022926844204834537
c0_2_c,-1.0710813071258523
c3_3_c,4.166430279233401
c2_3_c,0.3131563564322635
c1_3_c,-0.002858217162733188
c0_3_c,-1.043850745995497
c3_4_c,3.687259733614395
c2_4_c,0.3821506430835157
c1_4_c,-0.0038223191435492916
c0_4_c,-3.1375484178211215
c3_e,-2.4929024042986274
c2_e,0.23141448460147263
c1_e,-0.0017239502225461375
c0_e,3.0132314070189086
c3_c,-1.6553540523624601
c2_c,0.20960700441213234
c1_c,-0.0008935310177996432
c0_c,1.9477597979849208
