Parameter,Value
c3_0_e,33.66327398204419
c2_0_e,0.29396349346723577
c1_0_e,-0.0006503861501218423
c0_0_e,-3.8899290121559993
c3_1_e,51.33968817617741
c2_1_e,0.13982689424331066
c1_1_e,-0.0002827531585042632
c0_1_e,-9.947866016339763
c3_2_e,39.72120976174962
c2_2_e,0.11210146983935057
c1_2_e,-0.00026878728523644567
c0_2_e,-9.5891305656271
c3_3_e,25.956314130847026
c2_3_e,0.1431173084131053
c1_3_e,-0.000647628253467494
c0_3_e,-8.721336022725582
c3_4_e,1.4695127203661305
c2_4_e,0.3467012513970412
c1_4_e,-0.003062998410095522
c0_4_e,0.9237837501665492
c3_0_c,10.370943124897313
c2_0_c,0.4839802124862046
c1_0_c,-0.0013363207796642277
c0_0_c,-2.08764578995454
c3_1_c,10.838936638239975
c2_1_c,0.41817798453558647
c1_1_c,-0.001993134314231253
c0_1_c,-1.7626204323301842
c3_2_c,9.743578793934294
c2_2_c,0.40206272552942285
c1_2_c,-0.0025278168281629575
c0_2_c,-1.648426980960702
c3_3_c,12.074017006937076
c2_3_c,0.4451104257248264
c1_3_c,-0.003582060712373252
c0_3_c,-4.963543976395799
c3_4_c,7.881211824678552
c2_4_c,0.5179998751806763
c1_4_c,-0.004775887658608808
c0_4_c,-6.221034286905495
c3_e,-0.33197521205935215
c2_e,0.2324930557166289
c1_e,-0.0011998901979046474
c0_e,3.6018167755838753
c3_c,-0.37944158654807647
c2_c,0.24950321842770876
c1_c,-0.0004410065200928433
c0_c,1.7814080556523022
