Parameter,Value
c3_0_e,15.1832811339742
c2_0_e,0.27315706335507617
c1_0_e,-0.0008960009954941656
c0_0_e,-0.1873728380166307
c3_1_e,17.394903005552173
c2_1_e,0.15677120566796304
c1_1_e,-0.0002576906484817532
c0_1_e,-0.8482989543679182
c3_2_e,9.123846758733846
c2_2_e,0.25281173077044183
c1_2_e,-0.0016503073484355646
c0_2_e,0.0544156603878859
c3_3_e,-0.9078970072914324
c2_3_e,0.3707335194907398
c1_3_e,-0.0035144457338168894
c0_3_e,3.176325907684451
c3_4_e,-9.588934954936573
c2_4_e,0.501784994165831
c1_4_e,-0.006322676150638708
c0_4_e,7.872083549200624
c3_0_c,14.885305056063482
c2_0_c,0.5631044031999679
c1_0_c,-0.0034270007649710612
c0_0_c,-1.7134820897614242
c3_1_c,11.241981970156646
c2_1_c,0.5078532860506721
c1_1_c,-0.004230980850747386
c0_1_c,-1.2716110764167958
c3_2_c,15.01924459773946
c2_2_c,0.5802187850457272
c1_2_c,-0.006167242247479483
c0_2_c,-4.313750434516531
c3_3_c,27.72931818377632
c2_3_c,0.6246511355283526
c1_3_c,-0.0078034212168702636
c0_3_c,-13.25855287765084
c3_4_c,28.22819990747502
c2_4_c,0.6815920248323307
c1_4_c,-0.009793860493089326
c0_4_c,-18.66147253993288
c3_e,-0.677008135103036
c2_e,0.28385300970199584
c1_e,-0.0017100424928030264
c0_e,3.4521052081298724
c3_c,-1.7983347839286166
c2_c,0.38635959182776825
c1_c,-0.0024368209854885546
c0_c,2.3056527842364325
