Parameter,Value
c3_0_e,23.67291059176753
c2_0_e,0.082056271433404
c1_0_e,-0.00015174955721650296
c0_0_e,-1.7423753157856936
c3_1_e,16.32067556406333
c2_1_e,0.08361032363018328
c1_1_e,-0.00022786302874427242
c0_1_e,-1.4221471212312544
c3_2_e,11.803631622435935
c2_2_e,0.11866138024583799
c1_2_e,-0.0006232794287615023
c0_2_e,-1.6208171666356839
c3_3_e,2.1032904536186092
c2_3_e,0.22626107171570767
c1_3_e,-0.0020306937524752398
c0_3_e,1.22662211852091
c3_4_e,0.4539599675808067
c2_4_e,0.2845387274235196
c1_4_e,-0.002642822007590035
c0_4_e,0.2931640225862609
c3_0_c,11.720530614344849
c2_0_c,0.29018447256499985
c1_0_c,-0.001474033035252006
c0_0_c,-0.9233273560913772
c3_1_c,9.48979024757949
c2_1_c,0.24143075821288523
c1_1_c,-0.0014731682221894675
c0_1_c,-0.7869793072292542
c3_2_c,6.221442020266944
c2_2_c,0.3165770494217582
c1_2_c,-0.0025632529243563985
c0_2_c,-1.2546063178876865
c3_3_c,5.128330586461577
c2_3_c,0.324516012517991
c1_3_c,-0.003076944971168581
c0_3_c,-1.5205833457655449
c3_4_c,5.998444811667131
c2_4_c,0.38856812521509837
c1_4_c,-0.0039712648479226405
c0_4_c,-4.651683624039019
c3_e,-2.4009419061619277
c2_e,0.22698898668218573
c1_e,-0.0016345624913636065
c0_e,2.963703383981785
c3_c,-1.639953415587405
c2_c,0.20861259138721036
c1_c,-0.0008919462897833914
c0_c,1.9434537781190862
