Parameter,Value
c3_0_e,18.85475924932357
c2_0_e,0.07541430060596467
c1_0_e,-9.21002933680543e-05
c0_0_e,-0.7366064506049433
c3_1_e,12.319127702336369
c2_1_e,0.081889161285356
c1_1_e,-0.00021401439992106285
c0_1_e,-0.2620058531795845
c3_2_e,10.27013061052514
c2_2_e,0.13440983918863417
c1_2_e,-0.0008003258909083274
c0_2_e,-0.9450419259107875
c3_3_e,11.156038497697995
c2_3_e,0.10562749278076917
c1_3_e,-0.0005273937563886761
c0_3_e,-2.3785959035579736
c3_4_e,-6.885786051380037
c2_4_e,0.31451817306377516
c1_4_e,-0.0031921480048828707
c0_4_e,5.209752394564091
c3_0_c,23.22588412720366
c2_0_c,0.30861402815733396
c1_0_c,-0.00165539121591223
c0_0_c,-2.7704259489138314
c3_1_c,-5.881355986603621
c2_1_c,0.2838558195711747
c1_1_c,-0.001889333056223855
c0_1_c,2.748600130150748
c3_2_c,7.305164860176932
c2_2_c,0.2978745415416948
c1_2_c,-0.0024258918668694776
c0_2_c,-1.27760422737801
c3_3_c,4.693925268345441
c2_3_c,0.2677303584674208
c1_3_c,-0.0021127154780456766
c0_3_c,-1.025297599255507
c3_4_c,4.726069274547749
c2_4_c,0.3867895882659186
c1_4_c,-0.003981963176594471
c0_4_c,-3.7360844148232033
c3_e,-1.6543392029616995
c2_e,0.20801153201182923
c1_e,-0.00144683511464512
c0_e,2.8931290460339527
c3_c,-2.344550289531244
c2_c,0.2512191733288182
c1_c,-0.0015450918587205055
c0_c,2.0313490613673446
