Parameter,Value
c3_0_e,4.920482319117528
c2_0_e,0.25518396727286197
c1_0_e,-0.0009251755214669982
c0_0_e,1.8821107668449955
c3_1_e,-3.3791351939882155
c2_1_e,0.39509098147543986
c1_1_e,-0.004008991962285631
c0_1_e,4.266112879720512
c3_0_c,3.765831150486714
c2_0_c,0.290126216440708
c1_0_c,-0.0002013868267711494
c0_0_c,0.9310108677165969
c3_1_c,-3.241506656560138
c2_1_c,0.38219441943805155
c1_1_c,-0.0023958590659842473
c0_1_c,3.0789720875131046
c3_e,-1.1446047243650885
c2_e,0.31512628272133036
c1_e,-0.002268056310852497
c0_e,3.4110216952908106
c3_c,-0.8696914711369449
c2_c,0.31530706537034514
c1_c,-0.0009044457221641503
c0_c,2.1167369875426174
