Parameter,Value
c3_0_e,5.767579438764449
c2_0_e,0.09591020994980672
c1_0_e,-7.225078827525542e-05
c0_0_e,3.1167476157465543
c3_1_e,-8.0907678152338
c2_1_e,0.32301225447701093
c1_1_e,-0.0025630726704650433
c0_1_e,6.466275321784662
c3_0_c,3.9774018769030324
c2_0_c,0.15135526796053275
c1_0_c,-0.00036000030965672704
c0_0_c,2.879557260856423
c3_1_c,-12.564403657180415
c2_1_c,0.4793313141448652
c1_1_c,-0.0037928818017351064
c0_1_c,6.281763128211326
c3_e,-4.3526023836987076
c2_e,0.28775606945835563
c1_e,-0.0019265217710727678
c0_e,4.595152383378524
c3_c,-8.089392655928792
c2_c,0.4214399366443913
c1_c,-0.0028332677960145633
c0_c,4.225531281897551
