Parameter,Value
c3_0_e,7.113663871990461
c2_0_e,0.13263065489355064
c1_0_e,-8.478120066993285e-05
c0_0_e,2.352686768215088
c3_1_e,-5.259680637948501
c2_1_e,0.287861615627943
c1_1_e,-0.00227591955126301
c0_1_e,6.50579455102689
c3_0_c,4.704925357623295
c2_0_c,0.22658903838892094
c1_0_c,-0.0004027686427344624
c0_0_c,1.0998301019084618
c3_1_c,-6.641699947435791
c2_1_c,0.3411793081041062
c1_1_c,-0.002110570092133718
c0_1_c,4.975046185731519
c3_e,-0.7448869503709905
c2_e,0.21176643715150878
c1_e,-0.0011027005965932723
c0_e,4.393294240599366
c3_c,-2.2741225186885043
c2_c,0.29140959830696567
c1_c,-0.001255729968239295
c0_c,2.7704977104782564
