Parameter,Value
c3_0_e,19.84532572621207
c2_0_e,0.27538226517008857
c1_0_e,-0.0005447116759968956
c0_0_e,-1.523341773044128
c3_1_e,18.724949249163654
c2_1_e,0.23280256993408016
c1_1_e,-0.0007595664853503357
c0_1_e,-1.9152675031101323
c3_2_e,33.35102259116802
c2_2_e,0.0499248553961087
c1_2_e,0.0002299368962747899
c0_2_e,-7.188911701296518
c3_3_e,15.378200212327837
c2_3_e,0.26181853276796146
c1_3_e,-0.0017469908677547493
c0_3_e,-4.106754622838691
c3_4_e,16.51544937177445
c2_4_e,0.2871532716341727
c1_4_e,-0.0022734899041538005
c0_4_e,-9.017074348109233
c3_0_c,30.31054903754535
c2_0_c,0.49680177526647185
c1_0_c,-0.0014308500008199043
c0_0_c,-4.7349523093059425
c3_1_c,7.027385735043394
c2_1_c,0.4903801231827125
c1_1_c,-0.002263028631532931
c0_1_c,-1.6684619094051707
c3_2_c,9.794511240364498
c2_2_c,0.3735895470711389
c1_2_c,-0.0024876856821738134
c0_2_c,-1.3347396776575242
c3_3_c,9.086709786434026
c2_3_c,0.48600201360071776
c1_3_c,-0.0037215345679309374
c0_3_c,-3.835895146564804
c3_4_c,2.764854764376439
c2_4_c,0.5251808842646695
c1_4_c,-0.004763655162902879
c0_4_c,-3.222997798418205
c3_e,-1.1246279324252453
c2_e,0.2566544522350603
c1_e,-0.0013518619291070899
c0_e,3.5347820710551905
c3_c,-2.0274817918389263
c2_c,0.3133839760038826
c1_c,-0.001232450472184696
c0_c,1.8931717671710127
