Time,Length,Pressure,Force
1,0.0,0.398,0.0
3214,0.1,0.395,0.1
3246,0.2,0.396,0.4
3281,0.3,0.395,0.5
3303,0.4,0.396,0.6
3313,0.5,0.395,0.7
3338,0.6,0.396,0.9
3355,0.7,0.396,1.0
3378,0.8,0.396,1.2
3394,1.0,0.396,1.3
3420,1.1,0.396,1.5
3442,1.3,0.396,1.7
3459,1.4,0.396,1.9
3475,1.6,0.395,2.1
3502,1.7,0.396,2.3
3519,1.9,0.396,2.5
3540,2.1,0.396,2.7
3560,2.2,0.396,2.9
3720,2.3,0.396,3.1
3879,2.4,0.396,3.2
5117,2.5,0.396,3.2
5157,2.6,0.396,3.4
5199,2.7,0.398,3.7
5219,2.8,0.396,3.9
5236,2.9,0.396,4.0
5257,3.0,0.396,4.2
5277,3.1,0.398,4.3
5296,3.2,0.396,4.4
5314,3.3,0.398,4.6
5332,3.4,0.396,4.8
5348,3.5,0.398,5.0
5380,3.6,0.396,5.2
5398,3.7,0.398,5.4
5415,3.8,0.396,5.5
5458,3.9,0.398,5.9
5477,4.1,0.398,6.1
5498,4.2,0.398,6.3
5518,4.3,0.398,6.6
5538,4.4,0.398,6.8
5557,4.5,0.398,7.1
5573,4.6,0.398,7.3
5590,4.7,0.398,7.5
5764,4.8,0.398,7.6
7174,4.9,0.398,7.6
7205,5.0,0.396,7.8
7235,5.1,0.396,8.1
7275,5.2,0.398,8.7
7291,5.3,0.398,8.8
7331,5.4,0.398,9.1
7349,5.5,0.398,9.3
7385,5.6,0.399,9.7
7411,5.7,0.399,9.9
7435,5.8,0.399,10.2
7453,5.9,0.399,10.4
7472,6.0,0.399,10.7
7492,6.2,0.399,11.1
7513,6.3,0.399,11.5
7533,6.5,0.399,12.0
7555,6.6,0.4,12.4
7573,6.8,0.401,13.0
7586,6.9,0.4,13.5
7612,7.1,0.4,14.1
7653,7.2,0.4,14.9
7714,7.3,0.4,15.1
9131,7.4,0.399,14.7
9168,7.5,0.4,15.1
9192,7.6,0.4,15.5
9229,7.7,0.4,16.4
9250,7.8,0.4,16.8
9256,7.9,0.4,17.2
9288,8.0,0.401,17.5
9311,8.1,0.401,17.9
9331,8.2,0.401,18.4
9336,8.3,0.401,18.8
9370,8.5,0.402,19.3
9389,8.6,0.402,19.8
9410,8.8,0.402,20.4
9430,8.9,0.402,20.9
9450,9.0,0.404,21.5
9470,9.2,0.404,22.1
9486,9.3,0.404,22.8
9504,9.4,0.404,23.3
9539,9.5,0.404,24.0
9586,9.6,0.404,24.2
9630,9.7,0.404,24.8
9638,9.8,0.405,25.1
11027,9.9,0.402,24.0
11040,10.0,0.401,24.3
11088,10.1,0.402,25.3
11092,10.2,0.402,25.7
11142,10.3,0.402,26.5
11168,10.4,0.404,27.0
11187,10.5,0.404,27.5
11207,10.6,0.402,28.0
11227,10.7,0.402,28.5
11244,10.8,0.404,29.0
11265,10.9,0.404,29.6
11285,11.1,0.405,30.1
11305,11.2,0.404,30.8
11312,11.3,0.405,31.5
11347,11.5,0.405,32.1
11366,11.7,0.405,32.9
11387,11.8,0.405,33.8
11404,11.9,0.405,34.5
11425,12.0,0.406,35.0
11453,12.1,0.405,35.6
11499,12.2,0.406,35.8
11545,12.3,0.405,36.4
11567,12.4,0.405,36.8
11606,12.5,0.405,37.4
11801,12.6,0.405,37.2
13001,12.7,0.401,35.9
13037,12.8,0.402,36.6
13064,12.9,0.402,37.2
13083,13.0,0.402,37.8
13101,13.1,0.402,38.4
13125,13.2,0.402,39.2
13135,13.4,0.402,40.0
13162,13.5,0.404,40.7
13182,13.6,0.405,41.5
13202,13.8,0.405,42.3
13223,13.9,0.405,43.1
13243,14.0,0.406,43.9
13259,14.2,0.405,44.7
13277,14.3,0.406,45.4
13299,14.4,0.405,46.1
13342,14.5,0.406,46.8
13383,14.6,0.406,47.3
13394,14.8,0.406,47.8
13444,14.9,0.406,49.1
14860,15.0,0.401,46.6
14893,15.1,0.401,47.4
