Parameter,Value
c4_e,-58.60381691874192
c3_e,0.502788687981225
c2_e,-0.0018769234678893936
c1_e,3.4609048942398555e-06
c0_e,155.82666437822968
c4_c,-57.62229424912929
c3_c,0.42508694104079114
c2_c,-0.0012233344746489007
c1_c,2.1165034151806533e-06
c0_c,156.65715253436514
