Parameter,Value
c4_e,-73.96011338929299
c3_e,0.8267094076755455
c2_e,-0.004143616118373227
c1_e,9.299764902266838e-06
c0_e,156.39492226059735
c4_c,-70.49266825055777
c3_c,0.6480856392006082
c2_c,-0.002544817343982096
c1_c,5.689301834343074e-06
c0_c,157.43712951629584
