Parameter,Value
c4_e,-87.43565783741556
c3_e,0.5044807739288253
c2_e,-0.0013019916122736872
c1_e,1.6001335241306802e-06
c0_e,197.92197088838685
c4_c,-78.60827287115023
c3_c,0.44122432958905794
c2_c,-0.0011507618864770388
c1_c,1.643784378843237e-06
c0_c,197.65038487494223
