Parameter,Value
c4_e,-52.669098467105385
c3_e,0.5836995051323003
c2_e,-0.002695128392438563
c1_e,5.814569873680828e-06
c0_e,113.47000993102645
c4_c,-54.98066100401065
c3_c,0.6333569500199603
c2_c,-0.002942816652452633
c1_c,6.321219290808821e-06
c0_c,113.99116564317195
