time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length,Estimated_Stretched_Length_Contraction,Estimated_Unstretched_Length_Contraction,Estimated_Stretched_Length_Extension,Estimated_Unstretched_Length_Extension,Estimated_Length_Contraction,Estimated_Length_Extension,real_length_contraction,Real_Estimated_Length_Contraction,real_length_extension,Real_Estimated_Length_Extension,real_length,time_elapsed,Error_Percentage_Contraction,Error_Percentage_Extension
10.033,159.5,0.22,46.3,0.0,0.22,189.5,46.3,,,,,157.17423979500347,,13.58909822110692,161.538,,,175.12709822110693,,153.5,150.12709822110693,,,153.5,0.0,-2.197330149116004,
10.054,159.5,0.223,46.6,0.0210000000000007,0.223,189.5,46.6,,,,,157.16904412514214,,13.649028937978033,161.4627,,,175.11172893797806,,153.5,150.11172893797806,,,153.5,0.0210000000000007,-2.207342711414946,
10.077,159.5,0.224,47.0,0.0440000000000004,0.224,189.5,47.0,,,,,157.17026180469855,,13.72881140597242,161.4376,,,175.1664114059724,,153.5,150.1664114059724,,,153.5,0.0440000000000004,-2.1717189537639014,
10.097,159.5,0.227,47.4,0.064,0.227,189.5,47.4,,,,,157.16586703361682,,13.808453248320989,161.3623,,,175.17075324832098,,153.5,150.17075324832098,,,153.5,0.064,-2.1688903919733047,
10.117,159.5,0.229,48.0,0.0840000000000014,0.229,189.5,48.0,,,,,157.16632132343403,,13.927657950314185,161.31210000000002,,,175.2397579503142,,153.5,150.2397579503142,,,153.5,0.0840000000000014,-2.123936188720382,
10.134,159.5,0.234,48.7,0.1010000000000008,0.234,189.5,48.7,,,,,157.15890937883935,,14.066348746847195,161.1866,,,175.25294874684718,,153.5,150.25294874684718,,,153.5,0.1010000000000008,-2.115342835930175,
10.155,159.5,0.235,49.3,0.1219999999999998,0.235,189.5,49.3,,,,,157.16243147798815,,14.18490901134315,161.1615,,,175.34640901134313,,153.5,150.34640901134313,,,153.5,0.1219999999999998,-2.054456670134771,
10.173,159.4,0.238,49.9,0.1400000000000005,0.238,189.4,49.9,,,,,157.15985471102252,,14.30318445121388,161.0862,,,175.38938445121386,,153.4,150.38938445121386,,,153.4,0.1400000000000005,-1.9625916224160027,
10.191,159.3,0.24,50.5,0.1580000000000012,0.24,189.3,50.5,,,,,157.16039260096744,,14.421182674089335,161.036,,,175.45718267408932,,153.3,150.45718267408932,,,153.3,0.1580000000000012,-1.8544144330793784,
10.216,159.1,0.242,50.9,0.1829999999999998,0.242,189.1,50.9,,,,,157.15863873020305,,14.499697793022092,160.9858,,,175.4854977930221,,153.1,150.4854977930221,,,153.1,0.1829999999999998,-1.707708822323908,
10.237,158.9,0.246,51.1,0.2040000000000006,0.246,188.9,51.1,,,,,157.14779520030044,,14.538911044337194,160.8854,,,175.4243110443372,,152.9,150.4243110443372,,,152.9,0.2040000000000006,-1.6191556282948358,
10.257,158.6,0.25,51.0,0.2240000000000002,0.25,188.6,51.0,,,,,157.1326183809183,,14.519308083631271,160.785,,,175.30430808363127,,152.6,150.30430808363127,,,152.6,0.2240000000000002,-1.5043852662966741,
10.272,158.3,0.253,50.8,0.2390000000000007,0.253,188.3,50.8,,,,,157.11908335495696,,14.480080139768924,160.7097,,,175.1897801397689,,152.3,150.1897801397689,,,152.3,0.2390000000000007,-1.3855678662055795,
10.294,158.0,0.258,50.6,0.261000000000001,0.258,188.0,50.6,,,,,157.09701576232558,,14.440822613485862,160.5842,,,175.02502261348587,,152.0,150.02502261348587,,,152.0,0.261000000000001,-1.29932722796982,
10.314,157.7,0.261,50.4,0.2810000000000006,0.261,187.7,50.4,,,,,157.08196718636273,,14.40153523931333,160.5089,,,174.91043523931333,,151.7,149.91043523931333,,,151.7,0.2810000000000006,-1.1796735403339875,
10.33,157.5,0.263,50.2,0.2970000000000006,0.263,187.5,50.2,,,,,157.070676062539,,14.362217748910684,160.4587,,,174.8209177489107,,151.5,149.8209177489107,,,151.5,0.2970000000000006,-1.108305116230569,
10.356,157.3,0.268,49.9,0.3230000000000004,0.268,187.3,49.9,,,,,157.0439701726467,,14.30318445121388,160.3332,,,174.63638445121387,,151.3,149.63638445121387,,,151.3,0.3230000000000004,-1.0995476198189955,
10.376,157.1,0.273,50.1,0.3429999999999999,0.273,187.1,50.1,,,,,157.02299187138766,,14.342547625472394,160.2077,,,174.5502476254724,,151.1,149.5502476254724,,,151.1,0.3429999999999999,-1.025646839528524,
10.394,157.0,0.275,50.5,0.3610000000000006,0.275,187.0,50.5,,,,,157.01912376716533,,14.421182674089335,160.1575,,,174.57868267408932,,151.0,149.57868267408932,,,151.0,0.3610000000000006,-0.9412697522587273,
10.417,156.8,0.279,50.8,0.3840000000000003,0.279,186.8,50.8,,,,,157.00342048251505,,14.480080139768924,160.0571,,,174.5371801397689,,150.8,149.5371801397689,,,150.8,0.3840000000000003,-0.8374137004185043,
10.434,156.6,0.284,50.9,0.4009999999999998,0.284,186.6,50.9,,,,,156.9783843109154,,14.499697793022092,159.9316,,,174.43129779302208,,150.6,149.43129779302208,,,150.6,0.4009999999999998,-0.7760306819242443,
10.452,156.4,0.289,51.1,0.4190000000000005,0.289,186.4,51.1,,,,,156.95363040744644,,14.538911044337194,159.8061,,,174.3450110443372,,150.4,149.3450110443372,,,150.4,0.4190000000000005,-0.7014554226481338,
10.47,156.2,0.293,51.3,0.4370000000000011,0.293,186.2,51.3,,,,,156.93357688657133,,14.57809510612794,159.7057,,,174.28379510612794,,150.2,149.28379510612794,,,150.2,0.4370000000000011,-0.6099899426578222,
10.491,155.9,0.297,51.5,0.4580000000000002,0.297,185.9,51.5,,,,,156.91270421418088,,14.617250236838329,159.6053,,,174.22255023683832,,149.9,149.22255023683832,,,149.9,0.4580000000000002,-0.45193446508451607,
10.515,155.6,0.301,51.2,0.4820000000000011,0.301,185.6,51.2,,,,,156.88174041375277,,14.558506707705524,159.5049,,,174.06340670770552,,149.6,149.06340670770552,,,149.6,0.4820000000000011,-0.3586853558118111,
10.535,155.3,0.305,50.7,0.5020000000000007,0.305,185.3,50.7,,,,,156.84551383759612,,14.460455090954891,159.4045,,,173.8649550909549,,149.3,148.8649550909549,,,149.3,0.5020000000000007,-0.2913897582351665,
10.556,155.1,0.308,50.3,0.5229999999999997,0.308,185.1,50.3,,,,,156.81672074632337,,14.381880275525234,159.3292,,,173.71108027552526,,149.1,148.71108027552526,,,149.1,0.5229999999999997,-0.26084488563026975,
10.576,155.0,0.313,50.3,0.543000000000001,0.313,185.0,50.3,,,,,156.78010854073983,,14.381880275525234,159.2037,,,173.58558027552522,,149.0,148.58558027552522,,,149.0,0.543000000000001,-0.2781340432716664,
10.597,154.8,0.321,50.7,0.5640000000000001,0.321,184.8,50.7,,,,,156.72639098889113,,14.460455090954891,159.0029,,,173.4633550909549,,148.8,148.4633550909549,,,148.8,0.5640000000000001,-0.2262398582292376,
10.614,154.7,0.324,50.8,0.5810000000000013,0.324,184.7,50.8,,,,,156.70416329989044,,14.480080139768924,158.9276,,,173.40768013976893,,148.7,148.40768013976893,,,148.7,0.5810000000000013,-0.19658363162815104,
10.632,154.5,0.327,51.1,0.5990000000000002,0.327,184.5,51.1,,,,,156.68585508647928,,14.538911044337194,158.8523,,,173.3912110443372,,148.5,148.3912110443372,,,148.5,0.5990000000000002,-0.07325855600187782,
10.651,154.3,0.333,51.2,0.6180000000000003,0.333,184.3,51.2,,,,,156.6362510549918,,14.558506707705524,158.7017,,,173.26020670770552,,148.3,148.26020670770552,,,148.3,0.6180000000000003,-0.026832968506062274,
10.674,154.1,0.338,51.2,0.641,0.338,184.1,51.2,,,,,156.59085567947963,,14.558506707705524,158.5762,,,173.13470670770553,,148.1,148.13470670770553,,,148.1,0.641,0.023434643960525674,
10.696,153.9,0.341,51.4,0.6630000000000003,0.341,183.9,51.4,,,,,156.56762409328806,,14.597676271823234,158.5009,,,173.09857627182325,,147.9,148.09857627182325,,,147.9,0.6630000000000003,0.13426387547210428,
10.716,153.8,0.348,51.4,0.6829999999999998,0.348,183.8,51.4,,,,,156.49915042323877,,14.597676271823234,158.3252,,,172.92287627182324,,147.8,147.92287627182324,,,147.8,0.6829999999999998,0.08313685509014232,
10.729,153.6,0.352,51.4,0.6959999999999997,0.352,183.6,51.4,,,,,156.45816398605237,,14.597676271823234,158.22480000000002,,,172.82247627182326,,147.6,147.82247627182326,,,147.6,0.6959999999999997,0.15072918145207875,
10.753,153.3,0.357,51.4,0.7200000000000006,0.357,183.3,51.4,,,,,156.4049853343106,,14.597676271823234,158.0993,,,172.69697627182325,,147.3,147.69697627182325,,,147.3,0.7200000000000006,0.2695018817537234,
10.769,153.1,0.362,51.3,0.7360000000000007,0.362,183.1,51.3,,,,,156.34672346338456,,14.57809510612794,157.9738,,,172.55189510612794,,147.1,147.55189510612794,,,147.1,0.7360000000000007,0.30720265542348707,
10.794,152.9,0.366,51.0,0.761000000000001,0.366,182.9,51.0,,,,,156.29183312525342,,14.519308083631271,157.8734,,,172.39270808363128,,146.9,147.39270808363128,,,146.9,0.761000000000001,0.3354037329007973,
10.811,152.7,0.372,50.8,0.7780000000000005,0.372,182.7,50.8,,,,,156.21352697187945,,14.480080139768924,157.7228,,,172.20288013976892,,146.7,147.20288013976892,,,146.7,0.7780000000000005,0.3427949146345832,
10.834,152.6,0.377,50.7,0.8010000000000002,0.377,182.6,50.7,,,,,156.14743125387042,,14.460455090954891,157.5973,,,172.05775509095488,,146.6,147.05775509095488,,,146.6,0.8010000000000002,0.31224767459405894,
10.848,152.5,0.382,50.9,0.8150000000000013,0.382,182.5,50.9,,,,,156.08862573908414,,14.499697793022092,157.4718,,,171.97149779302208,,146.5,146.97149779302208,,,146.5,0.8150000000000013,0.32184149694340014,
10.875,152.4,0.387,51.1,0.8420000000000005,0.387,182.4,51.1,,,,,156.02778547083187,,14.538911044337194,157.3463,,,171.8852110443372,,146.4,146.8852110443372,,,146.4,0.8420000000000005,0.331428308973501,
10.888,152.3,0.391,51.5,0.8550000000000004,0.391,182.3,51.5,,,,,155.98597348444594,,14.617250236838329,157.2459,,,171.86315023683832,,146.3,146.86315023683832,,,146.3,0.8550000000000004,0.3849283915504518,
10.916,152.1,0.396,51.7,0.8830000000000009,0.396,182.1,51.7,,,,,155.92163367890814,,14.656376692162745,157.1204,,,171.77677669216274,,146.1,146.77677669216274,,,146.1,0.8830000000000009,0.4632283998376091,
10.932,152.0,0.402,51.8,0.8990000000000009,0.402,182.0,51.8,,,,,155.8364210743952,,14.675929245716128,156.9698,,,171.64572924571613,,146.0,146.64572924571613,,,146.0,0.8990000000000009,0.44228030528501777,
10.953,151.8,0.406,51.8,0.92,0.406,181.8,51.8,,,,,155.77513986675987,,14.675929245716128,156.8694,,,171.54532924571615,,145.8,146.54532924571615,,,145.8,0.92,0.5111997570069515,
10.974,151.6,0.411,51.5,0.9410000000000008,0.411,181.6,51.5,,,,,155.68436879091092,,14.617250236838329,156.7439,,,171.3611502368383,,145.6,146.3611502368383,,,145.6,0.9410000000000008,0.5227680198065374,
10.994,151.4,0.417,51.1,0.9610000000000004,0.417,181.4,51.1,,,,,155.56924588079582,,14.538911044337194,156.5933,,,171.1322110443372,,145.4,146.1322110443372,,,145.4,0.9610000000000004,0.5035839369581783,
11.014,151.3,0.422,50.9,0.981,0.422,181.3,50.9,,,,,155.4749602534425,,14.499697793022092,156.4678,,,170.9674977930221,,145.3,145.9674977930221,,,145.3,0.981,0.4593928375926215,
11.035,151.2,0.427,51.0,1.002000000000001,0.427,181.2,51.0,,,,,155.3903872009114,,14.519308083631271,156.3423,,,170.86160808363127,,145.2,145.86160808363127,,,145.2,1.002000000000001,0.4556529501592831,
11.055,151.1,0.432,51.1,1.0220000000000002,0.432,181.1,51.1,,,,,155.30319598987742,,14.538911044337194,156.2168,,,170.7557110443372,,145.1,145.7557110443372,,,145.1,1.0220000000000002,0.451902856193804,
11.072,151.1,0.437,51.4,1.0389999999999997,0.437,181.1,51.4,,,,,155.2225195299119,,14.597676271823234,156.0913,,,170.68897627182324,,145.1,145.68897627182324,,,145.1,1.0389999999999997,0.4059105939512349,
11.093,151.0,0.442,51.7,1.0600000000000005,0.442,181.0,51.7,,,,,155.1396340628713,,14.656376692162745,155.9658,,,170.62217669216275,,145.0,145.62217669216275,,,145.0,1.0600000000000005,0.4290873739053472,
11.111,150.8,0.446,52.0,1.0780000000000012,0.446,180.8,52.0,,,,,155.07459190541132,,14.71501316145616,155.8654,,,170.58041316145616,,144.8,145.58041316145616,,,144.8,1.0780000000000012,0.5389593656465143,
