Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1797,0.0,0.699,0.0,110.70548,110.70548,93.0
3427,2.7,0.702,8.0,110.62903999999999,113.32903999999999,95.7
4931,5.0,0.704,18.4,110.57807999999999,115.57807999999999,98.0
6482,7.6,0.707,32.8,110.50163999999998,118.10163999999997,100.6
7867,9.9,0.712,49.1,110.37423999999999,120.27423999999999,102.9
9356,12.4,0.719,67.2,110.19587999999999,122.59588,105.4
10919,14.9,0.728,88.6,109.96655999999999,124.86655999999999,107.9
12353,17.3,0.736,110.1,109.76271999999999,127.06271999999998,110.3
13794,19.8,0.742,134.0,109.60983999999999,129.40984,112.8
15411,22.2,0.741,154.9,109.63531999999998,131.83531999999997,115.2
16870,24.1,0.742,173.4,109.60983999999999,133.70983999999999,117.1
18246,26.7,0.742,199.5,109.60983999999999,136.30983999999998,119.7
20138,29.0,0.743,222.5,109.58435999999998,138.58435999999998,122.0
21858,27.0,0.72,189.6,110.17039999999999,137.17039999999997,120.0
23311,24.5,0.702,159.6,110.62903999999999,135.12903999999997,117.5
24911,21.8,0.702,135.1,110.62903999999999,132.42904,114.8
26540,19.3,0.702,114.1,110.62903999999999,129.92904,112.3
28302,17.0,0.702,94.9,110.62903999999999,127.62903999999999,110.0
29838,14.7,0.702,76.0,110.62903999999999,125.32903999999999,107.7
31560,12.1,0.702,56.7,110.62903999999999,122.72903999999998,105.1
33276,10.1,0.702,42.0,110.62903999999999,120.72903999999998,103.1
34793,7.3,0.701,22.3,110.65451999999999,117.95451999999999,100.3
36509,4.8,0.702,9.1,110.62903999999999,115.42903999999999,97.8
38121,2.6,0.701,2.4,110.65451999999999,113.25451999999999,95.6
42953,0.1,0.702,0.1,110.62903999999999,110.72903999999998,93.1
