Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2064,0.0,0.395,0.0,150.3552,150.3552,145.17
5698,4.7,0.4,10.1,150.172,154.87199999999999,149.86999999999998
7377,6.9,0.404,16.2,150.02544,156.92544,152.07
9450,9.5,0.409,25.1,149.84224,159.34224,154.67
11305,11.6,0.413,32.8,149.69568,161.29568,156.76999999999998
13505,14.4,0.42,44.4,149.4392,163.8392,159.57
15621,16.3,0.424,52.5,149.29264,165.59264000000002,161.47
17735,19.4,0.434,67.1,148.92624,168.32624,164.57
19534,22.1,0.439,79.4,148.74304,170.84304,167.26999999999998
21688,24.5,0.438,89.1,148.77967999999998,173.27967999999998,169.67
23604,26.6,0.439,98.3,148.74304,175.34304,171.76999999999998
25702,29.2,0.439,110.0,148.74304,177.94304,174.36999999999998
27485,31.6,0.439,121.0,148.74304,180.34304,176.76999999999998
29335,34.2,0.439,133.7,148.74304,182.94304,179.37
30829,36.1,0.439,143.8,148.74304,184.84304,181.26999999999998
36040,39.1,0.437,157.2,148.81632,187.91631999999998,184.26999999999998
37838,36.7,0.418,131.9,149.51248,186.21248000000003,181.87
39755,34.3,0.402,112.8,150.09872,184.39871999999997,179.46999999999997
41630,31.7,0.396,98.5,150.31856,182.01855999999998,176.86999999999998
43589,29.3,0.396,88.6,150.31856,179.61856,174.47
45379,26.3,0.396,76.7,150.31856,176.61856,171.47
47238,24.4,0.396,69.4,150.31856,174.71856,169.57
49056,21.5,0.396,58.5,150.31856,171.81856,166.67
50871,19.5,0.396,51.2,150.31856,169.81856,164.67
52710,16.5,0.396,41.0,150.31856,166.81856,161.67
54725,14.5,0.398,34.4,150.24528,164.74528,159.67
56780,11.9,0.396,25.8,150.31856,162.21856,157.07
58771,9.6,0.396,18.6,150.31856,159.91855999999999,154.76999999999998
60455,7.2,0.396,11.3,150.31856,157.51855999999998,152.36999999999998
62471,4.7,0.396,5.4,150.31856,155.01855999999998,149.86999999999998
64262,2.1,0.395,1.2,150.3552,152.4552,147.26999999999998
68061,-0.2,0.398,0.0,150.24528,150.04528000000002,144.97
