Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1333,0.0,0.503,0.0,162.57542000000004,162.57542000000004,154.4
3307,2.2,0.503,4.1,162.57542000000004,164.77542000000003,156.6
5202,4.4,0.503,11.5,162.57542000000004,166.97542000000004,158.8
7341,6.8,0.503,22.0,162.57542000000004,169.37542000000005,161.20000000000002
9277,9.6,0.504,36.6,162.54256000000004,172.14256000000003,164.0
11430,11.6,0.503,48.0,162.57542000000004,174.17542000000003,166.0
13404,14.4,0.504,64.6,162.54256000000004,176.94256000000004,168.8
15585,16.7,0.503,78.9,162.57542000000004,179.27542000000003,171.1
17676,19.4,0.504,96.5,162.54256000000004,181.94256000000004,173.8
19714,21.7,0.504,112.1,162.54256000000004,184.24256000000003,176.1
22048,24.4,0.505,129.9,162.50970000000004,186.90970000000004,178.8
24288,26.7,0.506,146.0,162.47684000000004,189.17684000000003,181.1
26400,29.4,0.509,166.3,162.37826000000004,191.77826000000005,183.8
28614,31.7,0.51,183.4,162.34540000000004,194.04540000000003,186.1
30736,34.4,0.514,204.6,162.21396000000004,196.61396000000005,188.8
32721,36.4,0.515,221.2,162.18110000000001,198.58110000000002,190.8
35245,39.4,0.519,245.6,162.04966000000002,201.44966000000002,193.8
37363,36.4,0.505,213.0,162.50970000000004,198.90970000000004,190.8
39619,33.5,0.503,189.8,162.57542000000004,196.07542000000004,187.9
41752,31.5,0.503,174.0,162.57542000000004,194.07542000000004,185.9
43728,28.7,0.503,153.7,162.57542000000004,191.27542000000003,183.1
45943,26.4,0.503,137.3,162.57542000000004,188.97542000000004,180.8
47999,24.1,0.503,120.4,162.57542000000004,186.67542000000003,178.5
50157,21.6,0.503,103.1,162.57542000000004,184.17542000000003,176.0
52230,18.8,0.503,84.9,162.57542000000004,181.37542000000005,173.20000000000002
54249,16.4,0.503,69.2,162.57542000000004,178.97542000000004,170.8
56403,13.8,0.503,52.5,162.57542000000004,176.37542000000005,168.20000000000002
58501,11.9,0.503,40.9,162.57542000000004,174.47542000000004,166.3
60369,9.3,0.501,25.7,162.64114000000004,171.94114000000005,163.70000000000002
62653,6.6,0.503,12.7,162.57542000000004,169.17542000000003,161.0
64489,4.0,0.503,3.5,162.57542000000004,166.57542000000004,158.4
66622,1.7,0.503,0.1,162.57542000000004,164.27542000000003,156.1
70755,-0.7,0.503,0.1,162.57542000000004,161.87542000000005,153.70000000000002
