Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
6417,0.0,0.798,0.0,152.88172000000003,152.88172000000003,125.9
8354,2.3,0.798,4.7,152.88172000000003,155.18172000000004,128.20000000000002
10285,4.9,0.801,10.9,152.78314000000003,157.68314000000004,130.8
12208,7.1,0.798,18.5,152.88172000000003,159.98172000000002,133.0
14010,9.9,0.8,32.1,152.81600000000003,162.71600000000004,135.8
16252,12.3,0.798,47.1,152.88172000000003,165.18172000000004,138.20000000000002
18147,14.7,0.8,64.1,152.81600000000003,167.51600000000002,140.6
20099,16.9,0.8,80.2,152.81600000000003,169.71600000000004,142.8
21926,19.1,0.798,97.9,152.88172000000003,171.98172000000002,145.0
23798,21.7,0.8,120.0,152.81600000000003,174.51600000000002,147.6
25676,24.1,0.801,140.4,152.78314000000003,176.88314000000003,150.0
27755,26.8,0.802,164.0,152.75028000000003,179.55028000000004,152.70000000000002
31468,31.4,0.804,206.8,152.68456000000003,184.08456000000004,157.3
33592,34.1,0.807,232.3,152.58598000000003,186.68598000000003,160.0
35722,36.6,0.809,257.6,152.52026,189.12026,162.5
38375,39.0,0.812,281.3,152.42168000000004,191.42168000000004,164.9
40711,36.8,0.8,252.3,152.81600000000003,189.61600000000004,162.7
42404,33.8,0.798,218.9,152.88172000000003,186.68172000000004,159.7
44303,31.8,0.798,197.8,152.88172000000003,184.68172000000004,157.70000000000002
45837,29.0,0.798,169.7,152.88172000000003,181.88172000000003,154.9
47534,26.7,0.798,146.8,152.88172000000003,179.58172000000002,152.6
48894,24.3,0.798,123.2,152.88172000000003,177.18172000000004,150.20000000000002
50753,21.8,0.798,99.6,152.88172000000003,174.68172000000004,147.70000000000002
53900,17.2,0.798,56.6,152.88172000000003,170.08172000000002,143.1
55411,14.7,0.798,36.2,152.88172000000003,167.58172000000002,140.6
56972,12.5,0.798,20.3,152.88172000000003,165.38172000000003,138.4
58712,10.0,0.798,7.5,152.88172000000003,162.88172000000003,135.9
60334,7.4,0.797,0.8,152.91458000000003,160.31458000000003,133.3
61870,4.9,0.798,3.1,152.88172000000003,157.78172000000004,130.8
63586,2.5,0.797,4.9,152.91458000000003,155.41458000000003,128.4
67657,0.2,0.798,4.9,152.88172000000003,153.08172000000002,126.10000000000001
