Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1304,0.0,0.399,0.0,118.34948,118.34948,113.32
2765,2.5,0.402,5.8,118.27304,120.77304,115.82
4459,5.0,0.405,13.2,118.1966,123.1966,118.32
6023,7.1,0.409,22.0,118.09468,125.19467999999999,120.41999999999999
7780,9.6,0.416,33.7,117.91632,127.51632,122.91999999999999
9316,11.9,0.421,45.7,117.78892,129.68892,125.22
10892,14.4,0.429,60.9,117.58508,131.98508,127.72
12469,16.8,0.44,77.4,117.3048,134.1048,130.12
14206,19.4,0.44,93.2,117.3048,136.7048,132.72
15776,21.6,0.44,107.0,117.3048,138.9048,134.92
17577,24.2,0.442,124.2,117.25384,141.45383999999999,137.51999999999998
19184,26.6,0.442,142.4,117.25384,143.85384,139.92
21193,29.0,0.44,160.9,117.3048,146.3048,142.32
22695,26.7,0.418,127.8,117.86536,144.56536,140.01999999999998
24544,24.1,0.4,100.4,118.324,142.424,137.42
28014,19.3,0.399,71.8,118.34948,137.64948,132.62
29557,16.8,0.399,58.8,118.34948,135.14948,130.12
31453,14.3,0.399,46.6,118.34948,132.64948,127.61999999999999
32990,12.0,0.399,35.6,118.34948,130.34948,125.32
34799,9.4,0.399,24.3,118.34948,127.74948,122.72
36381,7.1,0.398,14.8,118.37496,125.47496,120.41999999999999
37979,4.7,0.398,7.0,118.37496,123.07496,118.02
39435,2.2,0.398,2.0,118.37496,120.57496,115.52
44486,-0.1,0.399,0.1,118.34948,118.24948,113.22
