Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1912,0.0,0.702,0.0,110.62903999999999,110.62903999999999,110.01
3424,2.2,0.702,6.7,110.62903999999999,112.82903999999999,112.21000000000001
5120,4.8,0.704,18.6,110.57807999999999,115.37807999999998,114.81
6761,7.1,0.707,31.6,110.50163999999998,117.60163999999997,117.11
8397,9.8,0.713,50.2,110.34875999999998,120.14875999999998,119.81
9974,12.2,0.718,68.0,110.22135999999998,122.42135999999998,122.21000000000001
11569,14.3,0.725,86.1,110.04299999999998,124.34299999999998,124.31
13109,16.7,0.734,107.6,109.81367999999998,126.51367999999998,126.71000000000001
14547,19.1,0.743,130.6,109.58435999999998,128.68435999999997,129.11
16158,21.9,0.742,155.8,109.60983999999999,131.50984,131.91
17762,24.2,0.74,178.5,109.66079999999998,133.86079999999998,134.21
19349,26.3,0.741,199.3,109.63531999999998,135.93532,136.31
21613,29.2,0.741,227.7,109.63531999999998,138.83531999999997,139.21
23751,26.5,0.714,186.6,110.32327999999998,136.82327999999998,136.51
25486,23.9,0.702,157.3,110.62903999999999,134.52903999999998,133.91
27084,21.4,0.702,135.2,110.62903999999999,132.02903999999998,131.41
28798,19.1,0.702,115.1,110.62903999999999,129.72904,129.11
30451,16.5,0.702,93.8,110.62903999999999,127.12903999999999,126.51
32115,14.3,0.702,76.4,110.62903999999999,124.92903999999999,124.31
33908,11.8,0.702,57.1,110.62903999999999,122.42903999999999,121.81
36025,9.6,0.702,40.9,110.62903999999999,120.22903999999998,119.61
37595,7.0,0.701,22.6,110.65451999999999,117.65451999999999,117.01
39147,4.7,0.702,9.8,110.62903999999999,115.32903999999999,114.71000000000001
40692,2.1,0.701,1.7,110.65451999999999,112.75451999999999,112.11
45147,-0.3,0.702,0.0,110.62903999999999,110.32903999999999,109.71000000000001
