Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2834,0.0,0.804,0.0,175.44503999999995,175.44503999999995,155.9
4941,2.4,0.803,2.9,175.48477999999994,177.88477999999995,158.3
7151,5.6,0.806,11.1,175.36555999999996,180.96555999999995,161.5
9107,7.9,0.807,21.9,175.32581999999996,183.22581999999997,163.8
11023,10.0,0.809,33.7,175.24633999999995,185.24633999999995,165.9
15022,15.1,0.818,77.1,174.88867999999997,189.98867999999996,171.0
18912,19.8,0.83,124.5,174.41179999999994,194.21179999999995,175.70000000000002
20894,22.2,0.836,150.1,174.17335999999995,196.37335999999993,178.1
22970,24.8,0.842,179.0,173.93491999999995,198.73491999999996,180.70000000000002
24841,27.2,0.841,204.3,173.97465999999994,201.17465999999993,183.1
27340,30.1,0.842,234.2,173.93491999999995,204.03491999999994,186.0
30135,32.2,0.842,256.0,173.93491999999995,206.13491999999997,188.10000000000002
32572,34.8,0.842,284.9,173.93491999999995,208.73491999999993,190.7
34828,37.5,0.841,315.3,173.97465999999994,211.47465999999994,193.4
37202,39.5,0.842,337.8,173.93491999999995,213.43491999999995,195.4
40592,42.1,0.842,367.6,173.93491999999995,216.03491999999994,198.0
44407,44.3,0.841,392.0,173.97465999999994,218.27465999999993,200.2
46722,41.9,0.822,347.6,174.72971999999996,216.62971999999996,197.8
49220,39.6,0.806,311.6,175.36555999999996,214.96555999999995,195.5
51595,37.0,0.803,281.3,175.48477999999994,212.48477999999994,192.9
53948,34.7,0.803,255.1,175.48477999999994,210.18477999999993,190.60000000000002
56144,31.8,0.803,223.9,175.48477999999994,207.28477999999996,187.70000000000002
58620,29.8,0.803,202.5,175.48477999999994,205.28477999999996,185.70000000000002
60795,27.0,0.803,174.0,175.48477999999994,202.48477999999994,182.9
62910,24.9,0.802,152.4,175.52451999999994,200.42451999999994,180.8
64900,22.3,0.802,126.9,175.52451999999994,197.82451999999995,178.20000000000002
66963,19.9,0.802,103.6,175.52451999999994,195.42451999999994,175.8
68900,17.3,0.801,78.2,175.56425999999993,192.86425999999994,173.20000000000002
71227,14.9,0.802,57.4,175.52451999999994,190.42451999999994,170.8
73111,12.2,0.801,34.0,175.56425999999993,187.76425999999992,168.1
75307,10.1,0.802,20.3,175.52451999999994,185.62451999999993,166.0
77424,7.8,0.802,10.2,175.52451999999994,183.32451999999995,163.70000000000002
79321,5.2,0.801,2.6,175.56425999999993,180.76425999999992,161.1
82273,2.6,0.802,0.2,175.52451999999994,178.12451999999993,158.5
87462,0.1,0.803,0.0,175.48477999999994,175.58477999999994,156.0
