Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1350,0.0,0.8,0.0,108.13199999999998,108.13199999999998,108.57
2775,2.2,0.802,5.5,108.08103999999997,110.28103999999998,110.77
4684,5.0,0.803,16.8,108.05555999999999,113.05555999999999,113.57
6144,7.3,0.804,30.8,108.03007999999997,115.33007999999997,115.86999999999999
7858,9.6,0.808,46.6,107.92815999999998,117.52815999999997,118.16999999999999
9421,12.3,0.815,69.0,107.74979999999998,120.04979999999998,120.86999999999999
11015,14.5,0.822,88.5,107.57143999999998,122.07143999999998,123.07
12491,17.1,0.829,112.9,107.39307999999998,124.49307999999999,125.66999999999999
13992,19.3,0.834,134.3,107.26567999999997,126.56567999999997,127.86999999999999
15369,21.8,0.835,159.6,107.24019999999999,129.0402,130.37
17042,24.2,0.834,182.8,107.26567999999997,131.46567999999996,132.76999999999998
18598,26.5,0.833,207.0,107.29115999999998,133.79116,135.07
20938,29.3,0.831,236.9,107.34211999999998,136.64211999999998,137.87
22474,26.5,0.804,192.6,108.03007999999997,134.53007999999997,135.07
24092,23.9,0.801,164.9,108.10651999999997,132.00651999999997,132.47
25526,21.6,0.801,142.1,108.10651999999997,129.70651999999998,130.17
27064,19.0,0.8,117.6,108.13199999999998,127.13199999999998,127.57
28683,16.5,0.8,94.7,108.13199999999998,124.63199999999998,125.07
30240,14.3,0.798,74.9,108.18295999999998,122.48295999999998,122.86999999999999
31756,11.9,0.8,54.7,108.13199999999998,120.03199999999998,120.47
33493,9.6,0.8,36.5,108.13199999999998,117.73199999999997,118.16999999999999
35008,7.2,0.8,19.4,108.13199999999998,115.33199999999998,115.77
36564,4.9,0.8,7.4,108.13199999999998,113.03199999999998,113.47
38331,2.4,0.8,0.9,108.13199999999998,110.53199999999998,110.97
42335,0.0,0.801,0.0,108.10651999999997,108.10651999999997,108.57
