Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2379,0.0,0.501,0.0,146.47136,146.47136,136.6
4752,3.3,0.505,8.5,146.3248,149.62480000000002,139.9
8728,8.2,0.511,25.7,146.10496,154.30496,144.79999999999998
12660,13.0,0.521,46.7,145.73856,158.73856,149.6
14495,15.9,0.528,61.6,145.48208,161.38208,152.5
16551,18.0,0.537,72.5,145.15232,163.15232,154.6
18230,20.6,0.543,87.0,144.93248,165.53248,157.2
20128,22.9,0.542,97.7,144.96912,167.86912,159.5
21902,25.4,0.542,110.7,144.96912,170.36912,162.0
23854,27.7,0.543,122.6,144.93248,172.63248,164.29999999999998
25792,30.1,0.542,135.1,144.96912,175.06912,166.7
27912,32.8,0.542,150.2,144.96912,177.76912,169.39999999999998
29615,35.2,0.543,163.4,144.93248,180.13248,171.8
32103,38.0,0.542,179.7,144.96912,182.96912,174.6
34574,40.3,0.541,193.7,145.00576,185.30576000000002,176.89999999999998
36630,37.8,0.521,165.4,145.73856,183.53856000000002,174.39999999999998
38567,35.4,0.503,143.6,146.39808,181.79808,172.0
40568,32.8,0.501,129.1,146.47136,179.27136000000002,169.39999999999998
42496,30.3,0.501,116.3,146.47136,176.77136000000002,166.9
44556,27.9,0.501,104.4,146.47136,174.37136,164.5
46455,25.3,0.501,91.6,146.47136,171.77136000000002,161.9
48453,23.0,0.5,80.9,146.508,169.508,159.6
50281,20.4,0.5,69.2,146.508,166.90800000000002,157.0
52041,18.1,0.5,58.8,146.508,164.608,154.7
54039,15.3,0.501,47.2,146.47136,161.77136000000002,151.9
56011,13.2,0.501,38.6,146.47136,159.67136,149.79999999999998
58149,10.7,0.501,28.3,146.47136,157.17136,147.29999999999998
60048,8.3,0.5,19.1,146.508,154.80800000000002,144.9
62105,6.0,0.501,11.2,146.47136,152.47136,142.6
63882,3.4,0.501,4.0,146.47136,149.87136,140.0
68633,1.5,0.503,0.0,146.39808,147.89808,138.1
