Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2695,0.0,0.703,0.0,110.60355999999999,110.60355999999999,105.01
4388,2.3,0.703,7.4,110.60355999999999,112.90355999999998,107.31
5883,4.5,0.704,16.6,110.57807999999999,115.07807999999999,109.51
7564,7.1,0.708,31.9,110.47616,117.57615999999999,112.11
9074,9.8,0.714,49.8,110.32327999999998,120.12327999999998,114.81
10655,12.0,0.72,66.8,110.17039999999999,122.17039999999999,117.01
12102,14.3,0.726,85.2,110.01751999999999,124.31751999999999,119.31
13710,16.8,0.736,108.2,109.76271999999999,126.56271999999998,121.81
15244,19.5,0.742,132.5,109.60983999999999,129.10984,124.51
16785,21.7,0.742,153.0,109.60983999999999,131.30983999999998,126.71000000000001
18039,24.3,0.745,179.1,109.53339999999999,133.83339999999998,129.31
20638,26.5,0.74,198.5,109.66079999999998,136.1608,131.51
22514,29.3,0.741,227.3,109.63531999999998,138.93532,134.31
24910,26.6,0.713,184.7,110.34875999999998,136.94876,131.61
26618,24.0,0.703,155.9,110.60355999999999,134.60356,129.01
28341,21.6,0.703,134.7,110.60355999999999,132.20355999999998,126.61000000000001
29982,18.9,0.702,111.4,110.62903999999999,129.52903999999998,123.91
31953,16.7,0.702,93.0,110.62903999999999,127.32903999999999,121.71000000000001
33515,14.4,0.703,74.9,110.60355999999999,125.00356,119.41000000000001
35307,12.0,0.702,56.6,110.62903999999999,122.62903999999999,117.01
36866,9.6,0.702,38.7,110.62903999999999,120.22903999999998,114.61
38793,7.1,0.702,22.2,110.62903999999999,117.72903999999998,112.11
40357,5.0,0.701,10.3,110.65451999999999,115.65451999999999,110.01
42215,2.3,0.701,1.1,110.65451999999999,112.95451999999999,107.31
46687,0.1,0.702,2.8,110.62903999999999,110.72903999999998,105.11
