Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2025,0.0,0.402,0.3,165.89428000000004,165.89428000000004,157.3
4073,2.4,0.402,10.9,165.89428000000004,168.29428000000004,159.70000000000002
5815,4.8,0.402,21.5,165.89428000000004,170.69428000000005,162.10000000000002
8193,7.3,0.404,33.6,165.82856000000004,173.12856000000005,164.60000000000002
10181,10.0,0.404,46.6,165.82856000000004,175.82856000000004,167.3
12342,12.2,0.404,58.0,165.82856000000004,178.02856000000003,169.5
14280,14.9,0.405,72.5,165.79570000000004,180.69570000000004,172.20000000000002
16376,17.1,0.405,84.4,165.79570000000004,182.89570000000003,174.4
18372,20.0,0.406,100.7,165.76284000000004,185.76284000000004,177.3
20608,22.1,0.406,112.6,165.76284000000004,187.86284000000003,179.4
22742,24.8,0.409,129.4,165.66426000000004,190.46426000000005,182.10000000000002
24978,27.0,0.41,142.8,165.63140000000004,192.63140000000004,184.3
26935,29.7,0.413,160.8,165.53282000000004,195.23282000000003,187.0
29091,32.0,0.415,176.5,165.46710000000004,197.46710000000004,189.3
30949,34.1,0.418,191.3,165.36852000000005,199.46852000000004,191.4
33059,37.0,0.424,213.6,165.17136000000002,202.17136000000002,194.3
36119,39.9,0.428,235.2,165.03992000000002,204.93992000000003,197.20000000000002
38355,36.7,0.412,202.0,165.56568000000004,202.26568000000003,194.0
40222,34.6,0.402,183.3,165.89428000000004,200.49428000000003,191.9
42306,31.9,0.402,165.4,165.89428000000004,197.79428000000004,189.20000000000002
44560,29.4,0.402,150.3,165.89428000000004,195.29428000000004,186.70000000000002
46557,26.9,0.402,135.0,165.89428000000004,192.79428000000004,184.20000000000002
48713,24.5,0.402,120.4,165.89428000000004,190.39428000000004,181.8
50790,21.9,0.402,105.2,165.89428000000004,187.79428000000004,179.20000000000002
52683,19.4,0.402,90.7,165.89428000000004,185.29428000000004,176.70000000000002
54653,17.2,0.402,78.3,165.89428000000004,183.09428000000003,174.5
56480,14.7,0.402,64.6,165.89428000000004,180.59428000000003,172.0
58413,11.9,0.402,50.1,165.89428000000004,177.79428000000004,169.20000000000002
60183,9.6,0.401,38.5,165.92714000000004,175.52714000000003,166.9
62327,7.0,0.402,25.3,165.89428000000004,172.89428000000004,164.3
64174,4.7,0.402,14.8,165.89428000000004,170.59428000000003,162.0
66419,2.1,0.402,5.0,165.89428000000004,167.99428000000003,159.4
70969,0.6,0.402,0.0,165.89428000000004,166.49428000000003,157.9
