Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2111,0.0,0.401,0.0,165.92714000000004,165.92714000000004,164.99
3687,2.9,0.401,12.5,165.92714000000004,168.82714000000004,167.89000000000001
5440,5.9,0.401,25.0,165.92714000000004,171.82714000000004,170.89000000000001
7162,8.5,0.402,36.8,165.89428000000004,174.39428000000004,173.49
8699,10.8,0.404,48.4,165.82856000000004,176.62856000000005,175.79000000000002
10277,13.3,0.404,60.7,165.82856000000004,179.12856000000005,178.29000000000002
11896,15.7,0.405,72.8,165.79570000000004,181.49570000000003,180.69
13591,18.0,0.407,85.5,165.72998000000004,183.72998000000004,182.99
15029,20.7,0.41,100.7,165.63140000000004,186.33140000000003,185.69
16764,23.1,0.411,114.2,165.59854000000004,188.69854000000004,188.09
18322,25.7,0.416,130.3,165.43424000000005,191.13424000000003,190.69
19708,28.0,0.418,145.2,165.36852000000005,193.36852000000005,192.99
23110,33.0,0.427,179.3,165.07278000000002,198.07278000000002,197.99
24548,35.4,0.432,197.1,164.90848000000003,200.30848000000003,200.39000000000001
26026,38.0,0.438,217.7,164.71132000000003,202.71132000000003,202.99
27783,40.2,0.444,235.9,164.51416000000003,204.71416000000005,205.19
29122,37.9,0.432,212.2,164.90848000000003,202.80848000000003,202.89000000000001
30637,35.3,0.422,190.3,165.23708000000005,200.53708000000006,200.29000000000002
32137,32.8,0.415,170.6,165.46710000000004,198.26710000000003,197.79000000000002
33554,30.4,0.407,153.0,165.72998000000004,196.12998000000005,195.39000000000001
35028,27.8,0.4,135.4,165.96000000000004,193.76000000000005,192.79000000000002
36290,25.4,0.399,121.4,165.99286000000004,191.39286000000004,190.39000000000001
37985,22.9,0.401,108.4,165.92714000000004,188.82714000000004,187.89000000000001
39234,20.5,0.4,95.5,165.96000000000004,186.46000000000004,185.49
40755,18.1,0.399,83.2,165.99286000000004,184.09286000000003,183.09
42195,15.7,0.4,71.0,165.96000000000004,181.66000000000003,180.69
43654,13.1,0.4,57.4,165.96000000000004,179.06000000000003,178.09
44969,10.7,0.4,45.8,165.96000000000004,176.66000000000003,175.69
46587,8.5,0.401,34.9,165.92714000000004,174.42714000000004,173.49
47883,6.4,0.4,24.4,165.96000000000004,172.36000000000004,171.39000000000001
53394,1.1,0.401,2.7,165.92714000000004,167.02714000000003,166.09
