Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
3528,0.0,0.498,0.0,187.60548,187.60548,172.63
5961,3.6,0.5,9.6,187.526,191.126,176.23
7939,6.5,0.504,21.0,187.36704,193.86704,179.13
9913,8.8,0.505,32.1,187.3273,196.12730000000002,181.43
11732,11.1,0.505,44.1,187.3273,198.4273,183.73
13706,13.9,0.505,60.5,187.3273,201.2273,186.53
15504,16.1,0.504,74.1,187.36704,203.46704,188.73
17380,18.6,0.505,90.5,187.3273,205.9273,191.23
19257,21.3,0.505,108.1,187.3273,208.62730000000002,193.93
21171,23.4,0.505,123.2,187.3273,210.7273,196.03
23220,26.2,0.504,142.0,187.36704,213.56704,198.82999999999998
25363,28.3,0.504,157.8,187.36704,215.66704000000001,200.93
27300,30.6,0.504,175.0,187.36704,217.96704,203.23
29198,33.6,0.505,198.6,187.3273,220.9273,206.23
31232,35.7,0.504,215.1,187.36704,223.06704000000002,208.32999999999998
33230,38.2,0.505,237.3,187.3273,225.52730000000003,210.82999999999998
35364,40.5,0.504,255.8,187.36704,227.86704,213.13
37413,43.1,0.504,279.7,187.36704,230.46704,215.73
40177,45.8,0.504,305.2,187.36704,233.16704,218.43
42172,43.2,0.481,256.1,188.28106000000002,231.48106,215.82999999999998
44265,40.1,0.462,213.4,189.03612,229.13612,212.73
46423,38.3,0.462,199.5,189.03612,227.33612,210.93
48419,35.6,0.464,177.9,188.95664000000002,224.55664000000002,208.23
50334,33.3,0.462,160.5,189.03612,222.33612,205.93
52078,30.6,0.462,140.7,189.03612,219.63612,203.23
54247,28.5,0.462,126.9,189.03612,217.53612,201.13
56204,25.6,0.464,107.1,188.95664000000002,214.55664000000002,198.23
58240,23.5,0.462,93.5,189.03612,212.53612,196.13
60079,20.9,0.461,76.3,189.07586,209.97586,193.53
62352,18.6,0.464,63.2,188.95664000000002,207.55664000000002,191.23
64408,15.9,0.462,46.6,189.03612,204.93612000000002,188.53
66284,13.6,0.461,34.1,189.07586,202.67586,186.23
68174,10.5,0.462,18.3,189.03612,199.53612,183.13
70178,8.8,0.462,12.6,189.03612,197.83612000000002,181.43
71896,5.8,0.461,4.4,189.07586,194.87586000000002,178.43
73971,3.7,0.462,1.1,189.03612,192.73612,176.32999999999998
75549,1.1,0.462,2.8,189.03612,190.13612,173.73
78243,1.0,0.464,2.5,188.95664000000002,189.95664000000002,173.63
