Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1383,0.0,0.798,0.0,152.88172000000003,152.88172000000003,125.9
3214,2.8,0.797,1.1,152.91458000000003,155.71458000000004,128.70000000000002
4781,5.4,0.798,1.0,152.88172000000003,158.28172000000004,131.3
6452,7.7,0.797,4.4,152.91458000000003,160.61458000000002,133.6
7810,10.3,0.797,13.9,152.91458000000003,163.21458000000004,136.20000000000002
9566,12.8,0.797,27.3,152.91458000000003,165.71458000000004,138.70000000000002
11006,15.1,0.798,42.8,152.88172000000003,167.98172000000002,141.0
12435,17.4,0.798,61.6,152.88172000000003,170.28172000000004,143.3
13941,19.9,0.798,82.9,152.88172000000003,172.78172000000004,145.8
15477,22.3,0.8,102.8,152.81600000000003,175.11600000000004,148.20000000000002
16916,25.1,0.801,129.3,152.78314000000003,177.88314000000003,151.0
18553,27.4,0.803,150.0,152.71742000000003,180.11742000000004,153.3
20129,30.1,0.806,178.3,152.61884000000003,182.71884000000003,156.0
21902,32.6,0.809,202.9,152.52026,185.12026,158.5
23265,34.6,0.812,224.8,152.42168000000004,187.02168000000003,160.5
24865,37.0,0.817,250.1,152.25738,189.25738,162.9
26657,39.5,0.82,276.9,152.15880000000004,191.65880000000004,165.4
28295,36.8,0.807,242.2,152.58598000000003,189.38598000000002,162.7
29650,34.7,0.798,218.5,152.88172000000003,187.58172000000002,160.60000000000002
31366,32.2,0.797,192.2,152.91458000000003,185.11458000000005,158.10000000000002
32782,29.6,0.796,166.3,152.94744000000003,182.54744000000002,155.5
34364,27.3,0.797,143.7,152.91458000000003,180.21458000000004,153.20000000000002
35640,24.8,0.796,119.1,152.94744000000003,177.74744000000004,150.70000000000002
37252,22.5,0.798,97.9,152.88172000000003,175.38172000000003,148.4
38615,20.0,0.797,74.1,152.91458000000003,172.91458000000003,145.9
40148,17.6,0.796,52.1,152.94744000000003,170.54744000000002,143.5
42945,12.8,0.797,14.7,152.91458000000003,165.71458000000004,138.70000000000002
44421,10.3,0.798,4.9,152.88172000000003,163.18172000000004,136.20000000000002
45954,7.7,0.797,0.3,152.91458000000003,160.61458000000002,133.6
47356,5.2,0.798,2.1,152.88172000000003,158.08172000000002,131.1
48908,2.8,0.797,2.6,152.91458000000003,155.71458000000004,128.70000000000002
53624,0.3,0.798,3.0,152.88172000000003,153.18172000000004,126.2
